c5_sources,entity1,entity2,weight,relations,rows
19800113000039A,LOST CONTROL OF AIRPLANE,HOLDING PATTERN,1,EVENT DISTANCE,339
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONING,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,IMPROPERLY SECURED VENT CAP,1,HAS CAUSE,410
19780825038179I,FUEL EXHAUSTION,LANDED ON GOLF COURSE,1,CAUSE,139
19800804037399A,OVERSHOT EMERGENCY LANDING AREA,FUEL EXHAUSTION,1,EVENT DISTANCE,410
19801005072789I,REMAINING BRAKE,PILOT RAN OFF END OF RUNWAY,1,HAS CAUSE,466
19801116083749I,FORCED LANDING,ENGINE QUIT,1,CAUSE,467
19801116083749I,FORCED LANDING,ICE IN AUXILIARY FUEL SYSTEM,1,CAUSE,467
19871027060859A,FORCED LANDING,ELECTRIC POWER LOST ON IFR DUAL FLIGHT,1,EVENT DISTANCE,1240
19780507032369I,FORCED LANDING,OIL LEAK,1,CAUSE,82
19790520026369I,FORCED LANDING,FUEL EXHAUSTION,1,CAUSE,233
19800217031679I,FORCED LANDING,AIRCRAFT STRUCK FENCE,1,EVENT DISTANCE,355
19800504044909I,FORCED LANDING,FIELD,1,LOCATION,378
19800519054059I,FORCED LANDING,LOUD NOISES,1,CAUSE,380
19800519054059I,FORCED LANDING,WATER IN FUEL,1,CAUSE,380
19801230089799I,FLAT NOSE STRUT,BROKE THE BELLCRANK,1,HAS CAUSE,495
19801230089799I,FLAT NOSE STRUT,EXTEND BEFORE RETRACTION,1,FAILED TO,495
19801230089799I,FLAT NOSE STRUT,AIRPLANE STRUCTURE,1,CATCHED ON,495
19810303007119A,VEERED OFF,RUNWAY,1,EVENT DISTANCE,514
19810303007119A,VEERED OFF,HIT PARKED AIRPLANE,1,HAS EFFECT,514
19950602032329I,VEERED OFF,TAXIWAY,1,EVENT DISTANCE,2212
19950602032329I,VEERED OFF,STRUCK TAXIWAY LIGHT,1,HAS CAUSE,2212
19950602032329I,VEERED OFF,WAS ADVISED DAMAGED PROP,1,HAS CAUSE,2212
19950602032329I,VEERED OFF,CONTINUED TO LIT,1,HAS CAUSE,2212
19810303007119A,NEWLY INSTALLED CARPETING,RUDDER PEDAL MOVEMENT,1,USED BY,514
19820725041999I,LOOSE COWLING,TAKEOFF,1,HAS CAUSE,642
19820725041999I,LOOSE COWLING,CRACKED WINDSHIELD,1,HAS CAUSE,642
19820725041999I,LOOSE COWLING,DENTED STABILIZER,1,HAS CAUSE,642
19820725041999I,CRACKED WINDSHIELD,LOOSE COWLING,1,HAS CAUSE,642
19820725041999I,DENTED STABILIZER,LOOSE COWLING,1,HAS CAUSE,642
19790410008789A,ENGINE FAILURE,FORCED LANDING,1,CAUSE,209
19790319004969A,ENGINE FAILURE,CONTAMINATED FUEL,1,HAS CAUSE,217
19790801021959A,ENGINE FAILURE,WATER IN FUEL,1,HAS CAUSE,292
19791102034159A,ENGINE FAILURE,WATR IN FUEL,1,HAS CAUSE,311
19841214074599I,TAXIING,2 AIRCRAFT,1,STRUCK,817
19841214074599I,TAXIING,FENCE,1,STRUCK,817
19841214074599I,TAXIING,BRAKES,1,LOST NOSEWHEEL STEERING,817
19870309039779I,TAXIING,STRUCK N106DA,1,EVENT DISTANCE,1151
19850315007389A,LAST CONTROL,PILOT,1,LOST,856
19850315007389A,LAST CONTROL,ICING FORECAST,1,EVENT DISTANCE,856
19850315007389A,LAST CONTROL,ALTIMETER NOT IFR CERTIFIED,1,EVENT DISTANCE,856
19850418016709I,ENGINE POWER FAILURE,AEROBATICS,1,CAUSE,891
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,EVENT DISTANCE,891
19850525020799A,THE AIRCRAFT,3 MILES FROM AIRPORT,1,EVENT DISTANCE,896
19850525020799A,THE AIRCRAFT,DOWNWIND GO AROUND WITH FULL FLAPS,1,ATTEMPTED,896
19960322013629I,THE AIRCRAFT,GEAR BLOCKED DOWN,1,MAINTENANCE,2243
19960322013629I,THE AIRCRAFT,NOSE BLOCK FELL OUT,1,MAINTENANCE,2243
19850729066139I,SHEN HARNESS,ELEVATOR CABLE,1,CAUGHT ON,914
19850729066139I,STICK BOOT,FLOOR,1,NOT FASTENED TO,914
19850729066139I,LANDED,FIELD,1,LOCATION,914
19790829023019A,LANDED,SOYBEAN FIELD,1,IN,291
19790916031359A,LANDED,END RUNWAY,1,OFF,309
19800427044589I,LANDED,COLLAPSED,1,WITH GEAR PARTIALLY DOWN,376
19860228038269I,NOSE GEAR,FAILED TO RETRACT,1,CONDITION,1006
19870319012959I,NOSE GEAR,PIN,1,INSTALLED BY,1135
19780401007929I,NOSE GEAR,HOLE IN TAXIWAY,1,EVENT DISTANCE,73
19780726036499I,NOSE GEAR,INFLATION AND CAM ADJUSTMENT,1,HAS EFFECT,129
19780901016759I,NOSE GEAR,JAMMED,1,HAS CAUSE,141
19780901016759I,NOSE GEAR,DEFLATED NOSE GEAR STRUT,1,HAS CAUSE,141
19790220007249I,NOSE GEAR,PARTIALLY RETRACTED,1,STATE,194
19790220007249I,NOSE GEAR,STRUT FLAT,1,PART,194
19790220007249I,NOSE GEAR,WHEEL CANTED,1,PART,194
19790427100619I,NOSE GEAR,EMERGENCY PROCEDURES NOT FOLLOWED,1,COLLAPSED,247
19790729018879A,NOSE GEAR,COLLAPSED ON LANDING ROLL,1,HAS CAUSE,290
19800619055649I,NOSE GEAR,START-UP,1,COLLAPSED ON,404
19860228038269I,PIN,NOT REMOVED AFTER PREVIOUS MAINTENANCE,1,CONDITION,1006
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT TOOK OFF,1,EVENT DISTANCE,1024
19790207005339I,FORWARD CARGO DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,206
19790207005339I,FORWARD CARGO DOOR,NOT LATCHED,1,CONDITION,206
19860128014289I,OBJECTS DROPPED OUT,FORWARD CARGO DOOR OPENED,1,EVENT DISTANCE,1024
19860128014289I,RETURNED,OBJECTS DROPPED OUT,1,EVENT DISTANCE,1024
19860128014289I,WARNING LIGHT,FAILED TO SEE WARNING LIGHT,1,EVENT DISTANCE,1024
19780416008469I,WATER IN FUEL,ENGINE TO QUIT ON TAKEOFF,1,HAS CAUSE,79
19860530030499A,ENGINE OVERHEAT,HOT OIL SMELL,1,HAS CAUSE,1045
19860530030499A,NOSED OVER IN FURROWS PLOWED,FAILED,1,FOLLOWED BY,1045
19861114075329I,ENTERED TCA,MALFUNCTIONING ENCODING ALTIMETER,1,FOLLOWED BY,1117
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,CAUSE,1210
19870523018729A,CANOPY,PILOT ERROR,1,APPEARS,1210
19871027060859A,PILOT ERROR,STRUCK POWER POLE ON FORCED LANDING,1,CAUSE,1240
19870606018859A,UNABLE TO STAY AIRBORNE,TAKEOFF,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,ABORTED,1,EVENT DISTANCE,1211
19870606018859A,UNABLE TO STAY AIRBORNE,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,1211
19911222062669I,ABORTED,LANDED ON SAME RUNWAY,1,EVENT DISTANCE,1583
19870606018859A,MAG SWITCH,TAKEOFF,1,EVENT DISTANCE,1211
19870606018859A,MAG SWITCH,ABORTED,1,EVENT DISTANCE,1211
19870606018859A,MAG SWITCH,GROUND LOOPED INTO A TREE,1,EVENT DISTANCE,1211
19871027060859A,POWER POLE,ELECTRIC POWER LOST ON IFR DUAL FLIGHT,1,STRUCK,1240
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,1263
19870816062719I,COPPER TUBE,ROOF OF A HOUSE,1,EVENT DISTANCE,1263
19871211075169A,ROUGH ENGINE,CLIMBOUT,1,ON,1297
19871211075169A,ROUGH ENGINE,LANDED ON CITY STREET,1,EVENT DISTANCE,1297
19880527016939A,TRIP,GET FUEL,1,PURPOSE,1311
19890723054159I,INSUFFICIENT NUMBER OF SEATS,PASSENGERS ONBOARD,1,CAUSE,1393
19890723054159I,INSUFFICIENT NUMBER OF OXYGEN MASKS,PASSENGERS ONBOARD,1,CAUSE,1393
19890725041869I,ENGINE START,FULL AFT POSITION,1,EVENT DISTANCE,1406
19890725041869I,PUSH THROTTLE IN,FULL,1,EVENT DISTANCE,1406
19890725041869I,PLANE COLLIDED,PARKED PLANE,1,HAS EFFECT,1406
19900425011659A,FERRY FLIGHT,RAN OUT OF FUEL,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,LEFT PONTOON SEPARATED LANDING IN A POND,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL CAP NOT SECURED,1,EVENT DISTANCE,1457
19900425011659A,FERRY FLIGHT,FUEL SIPHONED,1,EVENT DISTANCE,1457
19901101064289I,FUEL CAP,RIGHT TANK,1,MISSING FROM,1494
19901101064289I,FUEL CAP,REPLACEMENT,1,REPLACED BY,1494
19901101064289I,FUEL CAP,GAS ESCAPING,1,HAS CAUSE,1494
19800716028479A,FUEL CAP,IMPROPERLY SECURED,1,HAS CAUSE,409
19780309015599I,RIGHT TANK,DUE TO FUEL LEAK,1,NOT FUELED,80
19901101064289I,FLIGHT,WITHOUT CLEANING WING,1,RESUMED,1494
20070202001609A,FLIGHT,NOTH PLATTE,1,LOCATION,2676
20070202001609A,FLIGHT,487 STATUTE MILES,1,EVENT DISTANCE,2676
20070202001609A,FLIGHT,NEAR GRINNELL,1,EVENT DISTANCE,2676
19780421012829I,FLIGHT,DIMMING OF AIRCRAFT LIGHTS,1,NIGHT,66
19780617046219I,FLIGHT,RETURNED DUE TO MAG. FAILURE,1,EVENT DISTANCE,84
19780603041639I,FLIGHT,REAR CABIN ENTRY DOOR OPEN,1,EVENT DISTANCE,113
19780603041639I,FLIGHT,REAR CABIN ENTRY DOOR CLOSED IN FLIGHT,1,EVENT DISTANCE,113
19780629034269I,FLIGHT,FILED IFR,1,EVENT DISTANCE,130
19780629034269I,FLIGHT,TOOK OFF VFR,1,EVENT DISTANCE,130
19780629034269I,FLIGHT,CONSIDERED A RADIO FAILURE BY ATC,1,EVENT DISTANCE,130
19780629034269I,FLIGHT,CARGO DOOR WAS OPENED ON TAKEOFF,1,EVENT DISTANCE,130
19780808049579I,FLIGHT,OIL LOSS,1,HAS CAUSE,134
19780831038519I,FLIGHT,COWLING LOOSE,1,EVENT DISTANCE,140
19780831038519I,FLIGHT,PROP,1,EVENT DISTANCE,140
19790510009019A;19791222048699I,FLIGHT,AIRCRAFT,2,MAINTAINED BY;USED BY,"238,323"
19790510009019A,FLIGHT,MODERATE FROST ON THE WINGS,1,HAS EFFECT,238
19791222048699I,FLIGHT,ADDITIONAL FUEL,1,EVENT DISTANCE,323
19791222048699I,FLIGHT,IMPROPERLY FUELED,1,HAS CAUSE,323
19800120016369I,FLIGHT,LOS ANGELES,1,EVENT DISTANCE,343
19800331045949I,FLIGHT,TAKEOFF ROLL AT 60 MPH,1,EVENT DISTANCE,366
19800331045949I,FLIGHT,RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE,1,EVENT DISTANCE,366
19800331045949I,FLIGHT,FLIGHT ABORTED,1,RESULT,366
19800721061969I,FLIGHT,GEAR WOULD NOT RETRACT,1,EVENT DISTANCE,401
19800721061969I,FLIGHT,GEAR PIN WAS LEFT INSTALLED,1,EVENT DISTANCE,401
19800624056299I,FLIGHT,LESS THAN SCHEDULED AMOUNT OF FUEL,1,HAS EFFECT,407
19910710026989A,REPORTED PROBLEM,STALLED AND CRASHED,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,NO LOCKING PINS IN SEAT TRACK,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,SEAT PIN BENT,1,CLIMBOUT,1534
19910710026989A,REPORTED PROBLEM,BELT NOT FASTENED,1,CLIMBOUT,1534
19911222062669I,RIGHT FUEL CAP,AFTER LIFTOFF,1,MISSING,1583
19911222062669I,RAN OFF SIDE OF RUNWAY,SAME RUNWAY,1,LOCATION,1583
19780504031959I,RAN OFF SIDE OF RUNWAY,TAKEOFF,1,EVENT DISTANCE,91
19780808049829I,RAN OFF SIDE OF RUNWAY,LOOSE WHEEL FAIRING JAMMED TIRE ON TAKEOFF,1,CAUSE,135
19920405008919A,ATTEMPTED TAKEOFF,2500 FT SOD STRIP,1,LOCATION,1612
19790515018139A,ATTEMPTED TAKEOFF,FACTOR INADEQUATE PRE-FLIGHT CHECK,1,FACTOR INADEQUATE PRE-FLIGHT CHECK,243
19920405008919A,GUSTY NORTH WIND,HIT TREES,1,HAS CAUSE,1612
19920405008919A,GUSTY NORTH WIND,CRASHED,1,HAS CAUSE,1612
19930530020029I,PILOTS SEAT,NOT LOCKED IN POSITION,1,HAS CAUSE,1693
19930530020029I,PILOTS SEAT,SLID AFT ON ACCELERATION,1,HAS CAUSE,1693
19940226003029A,LOST POWER,EN ROUTE,1,EVENT DISTANCE,1724
19780205005989I,LOST POWER,THEN QUIT,1,EVENT DISTANCE,39
19940226003029A,LANDED ON,PRIVATE STRIP,1,LOCATION,1724
19790113001939I,LANDED ON,AIRPORT,1,LOCATION,171
19940226003029A,NOSED OVER,EN ROUTE,1,EVENT DISTANCE,1724
19940226003029A,LEFT FUEL CAP,FUEL FLOW,1,HAS CAUSE,1724
19790928027659A,LEFT FUEL CAP,FOUND,1,INSTALLED IMPROPERLY,313
19940226003029A,PREVENTED GRAVITY FUEL FLOW,LEFT FUEL CAP,1,HAS EFFECT,1724
19940412011509I,FLIGHT MANUAL,AIRCRAFT,1,USED BY,1728
19940412011509I,FLIGHT MANUAL,STRUCK TRUCK WINDSHIELD ON GROUND,1,HAS EFFECT,1728
19940412011509I,FLIGHT MANUAL,LANDED SAFELY,1,EVENT DISTANCE,1728
19780726036499I,AIRCRAFT,TAKEOFF,1,EVENT DISTANCE,129
19800615052619I,AIRCRAFT,TAXIWAY,1,LOCATION,387
19800615052619I,AIRCRAFT,NIGHT,1,TIME PERIOD,387
19940815046149I,BATTERY COMPARTMENT DOOR,ANTENNA CRACKED WINDSHIELD,1,CAME OPEN,1773
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,USED BY,1846
19950619021589I,LANDED OFF AIRPORT,HIGH OIL TEMP,1,EVENT DISTANCE,1867
19950619021589I,LANDED OFF AIRPORT,SHEARED MAIN GEAR,1,EVENT DISTANCE,1867
19950619021589I,LANDED OFF AIRPORT,FOUND LOW ON OIL,1,EVENT DISTANCE,1867
19950527014439A,LAST FLIGHT,CLIMBOUT,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,TOW RELEASE,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,SPIRAL TO IMPACT,1,EVENT DISTANCE,1875
19950527014439A,LAST FLIGHT,NEGLECTED TO CONNECT RIGHT AILERON,1,EVENT DISTANCE,1875
19950804028629A,LONGERON,LOST POWER LANDED HARD IN ROUGH WATER,1,HAS CAUSE,1882
19950804028629A,LONGERON,WATER IN FUEL,1,HAS CAUSE,1882
19950804028629A,LONGERON,MISREAD WATER IN SUMP TO BE FUEL,1,HAS CAUSE,1882
19950216008379I,CESSNA 207,PILOT,1,USED BY,1887
19950216008379I,CESSNA 207,BETHEL AIRPORT,1,LOCATION,1887
19950826026019A,EXPLOSION,COMPRESSOR STALL NR1 ENGINE,1,CAUSE,1920
19950826026019A,EXPLOSION,FAILED RELEASE LOGS,1,CAUSE,1920
19950826026019A,EXPLOSION,USE SE PROCEDURES,1,CAUSE,1920
19791116043249A,EXPLOSION,AIRLINE,1,CAUSED,317
19791116043249A,EXPLOSION,FINAL,1,EVENT DISTANCE,317
19791116043249A,EXPLOSION,AIR,1,LOCATION,317
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,REDUCED POWER,1,OPENED,1940
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,ROLLED,1,STALLED,1940
19951031041599A,CLIMBOUT NOSE BAGGAGE DOOR,TEST FLIGHT,1,DIVED INTO OCEAN,1940
19951031041599A,TEST FLIGHT,STORAGE,1,EVENT DISTANCE,1940
19960504009509A,FAILED TO DETACH TRAILER TIE DOWN,ROLLED ON LIFT OFF,1,LOST CONTROL,1967
19960524045629A,BAGGAGE DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19800624056259I,BAGGAGE DOOR,BY PILOT,1,NOT SECURED PROPERLY,403
19960524045629A,BAGGAGE,HIT LEFT PROP,1,HAS CAUSE,1970
19960524045629A,BELWO UMC,LANDED ON SEA ICE,1,EVENT DISTANCE,1970
19960524045629A,FLY DOOR,TAKEOFF,1,EVENT DISTANCE,1970
19970523014439I,CARGO DOOR,TAKEOFF,1,LATCHED BEFORE,2030
19790309032649A,CARGO DOOR,FLIGHT,1,EVENT DISTANCE,223
19790309032649A,CARGO DOOR,AFTER LANDING,1,EVENT DISTANCE,223
19790309032649A,CARGO DOOR,FAILURE COULD NOT BE DUPLICATED,1,HAS EFFECT,223
19970523014439I,RUNWAY CONDITIONS,STEVEN'S VILLAGE,1,LOCATION,2030
19970828026989A,LONG POP ON TAKEOFF ROLL,(-23),1,EVENT DISTANCE,2045
19970828026989A,LOST RUDDER CONTROL,EXITED RWY INTO CORNFIELD,1,HAS EFFECT,2045
19970828026989A,HAD FAILED TO LOCK THE TAILWHEEL,(-23),1,HAS EFFECT,2045
19970908038069A,TIEDOWN CHAINS,TIRED TAXI,2,ATTACHED TO;USED BY,2051
19970908038069A,TIEDOWN CHAINS,ROLLING OVER,1,CAUSE,2051
19970908038069A,RAMP PERSON TIED SKIDS,HIGH WIND,1,CAUSE,2051
19970908038069A,RAMP PERSON TIED SKIDS,TIRED TAXI,1,ATTACHED TO,2051
19970908038069A,RAMP PERSON TIED SKIDS,PILOT,1,ATTACHED TO,2051
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS AT GATE,1,EVENT DISTANCE,2064
19971226042729I,NR2 ENGINE FIRE,SMOKE CLEARED,1,HAS EFFECT,2064
19971226042729I,FUEL LEVER,IN FLIGHT IDLE,1,STATE,2064
19980620030289I,Mr. KADERA,FIELD,1,ATTEMPTED TO LAND IN,2099
19980620030289I,Mr. KADERA,HIGHWAY 93,1,FORCED TO LAND ON,2099
19980616023109I,SPARKS,ROTOR,1,EVENT DISTANCE,2160
19990714022959I,DEPARTURE,FRONT RANGE AIRPORT,1,LOCATION,2210
19990714022959I,DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,2210
19781119026389I,TAXIWAY,DITCH,1,EVENT DISTANCE,179
19800429039119A,TAXIWAY,RUNWAY FELL APART,1,LOCATION,389
19800429039119A,TAXIWAY,PLANE NOSE WHEEL FELL INTO THE HOLE,1,LOCATION,389
19990923027739A,CIERNIA GLASAIR III,1900 HOURS PACIFIC DAYLIGHT TIME,1,EVENT DISTANCE,2218
19960418007829A,CRASHED AND BURNED,AFTER DEPARTURE FROM A GRASS RUNWAY,1,EVENT DISTANCE,2245
19960418007829A,CRASHED AND BURNED,GRASS RUNWAY,1,LOCATION,2245
19961027033759A,CONNECTING ROD,HYDRO LOCK IN NR5 CYL ON STARTUP,1,BENT BY,2264
19961027033759A,BROKEN,HIT COUNTER WT,1,HAS EFFECT,2264
19961027033759A,BROKEN,BROKE PORP SHAFT,1,HAS EFFECT,2264
19980415037339I,NOSE LANDING GEAR,JAMMED,1,HAS CAUSE,2296
19980415037339I,NOSE LANDING GEAR,FLIGHT,1,EVENT DISTANCE,2296
20010910029739I,NOSE LANDING GEAR,GREEN LIGHT OUT,1,CONDITION,2429
19980508008619A,LOST POWER ENROUTE,NOSED OVER LANDING ON A SLOPE,1,HAS CAUSE,2299
19980508008619A,NOSED OVER LANDING ON A SLOPE,FAILED TO VISUALLY CHECK FUEL,1,HAS CAUSE,2299
19980508008619A,NOSED OVER LANDING ON A SLOPE,NO EVIDENCE OF FUEL AT SCENE,1,HAS EFFECT,2299
19990213001379A,ACFT,TAXIING FOR TAKE OFF,1,EVENT DISTANCE,2318
19990213001379A,ACFT,LOST CONTROL,1,EVENT DISTANCE,2318
19990213001379A,ACFT,RAN INTO A DITCH,1,EVENT DISTANCE,2318
19990213001379A,ACFT,STRUCK A TREE,1,EVENT DISTANCE,2318
19750905025029A,ACFT,6 IN RUT,1,EVENT DISTANCE,5
19750905025029A,ACFT,GRASS TAXIWAY NOSE,1,LOCATION,5
19780822026439A,ACFT,SEAT RETAINERS MISSING,1,MAINTAINED BY,128
19781020041019A,ACFT,STRUCK COM POLES & CONCRETE WALL & BURNED,1,HAS CAUSE,154
19781020041019A,ACFT,NO 4 ROD ASY (PN 41A2) FAILED,1,HAS CAUSE,154
19790222003429A,ACFT,6700 FT ALTITUDE,1,EVENT DISTANCE,213
19790222003429A,ACFT,SNOW COVERED LAKE,1,LOCATION,213
19790222003429A,ACFT,SETTLED ONTO ICE AND SNOW COVERED LAKE,1,HAS EFFECT,213
19790513010459A,ACFT,ONE FOOT HIGH GRASS,1,EVENT DISTANCE,244
19790513010459A,ACFT,THREE FEET HIGH GRASS,1,EVENT DISTANCE,244
19790623022919A,ACFT,FUEL LINES,1,EVENT DISTANCE,245
19790429005459A,ACFT,2 WKS,1,EVENT DISTANCE,252
19790429005459A,ACFT,SEVERE RAIN,1,LOCATION,252
19790429005459A;19790609024769A,ACFT,WATER IN FUEL,2,HAS CAUSE;HAS EFFECT,"252,269"
19790609024769A,ACFT,11 MONTHS,1,EVENT DISTANCE,269
19790609024769A,ACFT,OUTSIDE,1,LOCATION,269
19790807024709A,ACFT,CRASHED,1,EVENT DISTANCE,277
19791228036809A,ACFT,SNOW & ICE ON ACFT,1,HAS EFFECT,329
19791228036809A,ACFT,RAN OFF END RWY,1,HAS EFFECT,329
19791228036809A,ACFT,A BARN,1,HAS EFFECT,329
20000215041409A,1825,Eastern Standard Time,1,TIME PERIOD,2334
20000215041409A,Beech 1900D,Skyway Airline Flight,1,USED BY,2334
20010411006739I,RPM CONTROL,HELICOPTER,1,USED BY,2403
20010421009329I,CRUISE FLIGHT,-23,1,EVENT DISTANCE,2406
20010910029739I,CFI,TAXI OUT,1,EVENT DISTANCE,2429
20010910029739I,CFI,ATTEMPTED TO SWAP LIGHTS,1,ACTION,2429
20030607012509A,LOCAL FLIGHT,1147 AM LOCAL TIME,1,DEPARTURE TIME,2494
20040304003309I,SLIDING OR HYDROPLANING,AFTER NORMAL TOUCHDOWN,1,EVENT DISTANCE,2544
20040304003309I,SLIDING OR HYDROPLANING,LEFT SIDE OF RUNWAY,1,LOCATION,2544
20040925025079A,FUEL CONTAMINATION,AIRFRAME FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,FUEL FILTER,1,IN,2566
20040925025079A,FUEL CONTAMINATION,ENGINE DRIVEN FUEL PUMP FILTER,1,IN,2566
20050504010229A,VIBRATION,APU DOOR STRUCK MAIN ROTOR BLADE,1,CAUSE,2592
20050504010229A,VIBRATION,INFLIGHT,1,EVENT DISTANCE,2592
20050504010229A,APU DOOR,MAIN ROTOR BLADE,1,PART OF,2592
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),1535 MST,1,EVENT DISTANCE,2600
20050713014239I,AN RAYTHEON AIRCRAFT CO. B36TC (BONANZA),HAVENS LEASING,1,LOCATION,2600
20051009024969I,HELICOPTER ENGINE POWER CHECKS,PILOT AND ONE CREWMEMBER,1,CONDUCTED BY,2630
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,PILOT IN COMMAND (PIC),1,CAUSE,2642
20060718018299I,FAILURE TO SECURE FUEL TANK CAPS,DEPARTURE,1,HAS EFFECT,2642
20060621012279A,SEAT,OVERROTATE,1,CAUSE,2650
19800620022039A;20060621012279A,SEAT,TAKEOFF,3,EVENT DISTANCE;LOST DIRECTIONAL CONTROL;SLID BACKWARD,"405,2650"
20060621012279A,SEAT,ROTATION,1,EVENT DISTANCE,2650
19790718017739A;19791029027649A,SEAT,SLID BACK ON TAKEOFF,2,EVENT DISTANCE;HAS EFFECT,"275,316"
19790718017739A,SEAT,LOST CONTROL,1,EVENT DISTANCE,275
19790718017739A,SEAT,VEERED OFF RUNWAY,1,EVENT DISTANCE,275
19790718017739A,SEAT,FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF,1,EVENT DISTANCE,275
19790807024709A,SEAT,PILOT,1,USED BY,277
19800620022039A,SEAT,LATCH,1,NOT LATCHED,405
19800620022039A,SEAT,RUNWAY,1,VEERED OFF,405
19800620022039A,SEAT,TREES,1,VEERED OFF,405
20070630826079I,CLIMB AIRCRAFT ENGINE,AFTER TAKEOFF,1,HAS PROBLEMS,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,AIRCRAFT,1,USED BY,2685
20070630826079I,CLIMB AIRCRAFT ENGINE,RAY AIRPORT,1,LOCATION,2685
19750315005389A,TAILWHEEL,TKOF,1,EVENT DISTANCE,0
19780607016509A,TKOF,TRAILER,1,USED BY,115
19750419011349A,TOW PLANE,SETTLED,1,EVENT DISTANCE,1
19750419011349A,TOW PLANE,HIT TREE,1,EVENT DISTANCE,1
19750419011349A,TOW PLANE,STUDENT THOUGHT TOW IN TROUBLE,1,HAS EFFECT,1
19751029037799A,2ND ILS APCH,LOM TUNED TO WRONG FREQ,1,ACFT'S G/S INOP,2
19751209037899A,PLT,SOFT R BRAKE PEDAL DRG TAXI TO TKOF,1,HAS CAUSE,3
19761022033409A,PLT,WNDSHD,1,FOLLOWED BY,11
19761022033409A,PLT,WINDOWS FOGGED UP,1,FOLLOWED BY,11
19761022033409A,PLT,VFR DEPARTURE,1,LOCATION,11
19761021035989A,PLT,23KTS,1,EVENT DISTANCE,12
19770610021339A,PLT,CONTINUED TAXIING,1,ACTION,25
19770610021339A,PLT,TOTAL HYD FAILURE,1,CONDITION,25
19770622018359A,PLT,EMERG LNDNG GR EXTNSN,1,USED BY,26
19770622018359A,PLT,ELECTRICAL PWR FAILURE,1,HAS CAUSE,26
19780429007189A,PLT,IL CAP,2,EVENT DISTANCE;LOCATION,109
19780429007189A,PLT,WING,1,MAINTAINED BY,109
19780805024609A,PLT,MIXTURE CONTROL TO CUT OFF POSITION,1,HAS CAUSE,126
19780805024609A,PLT,LEAN MIXTURE,1,HAS CAUSE,126
19751209037899A,FLT,SOFT BRAKE STRONG WINDS BOS,1,HAS CAUSE,3
19750818025579A,TAXI,HARD SFC DUE TFC R MAIN,1,EVENT DISTANCE,4
19750818025579A,TAXI,A WASHED OUT UNDERGROUND TUNNEL,1,LOCATION,4
19790306009619I,TAXI,DRAINAGE DITCH,1,EVENT DISTANCE,196
19790306009619I,TAXI,LANDING LIGHT INOPERABLE,1,HAS EFFECT,196
19790929042239I,TAXI,UNMARKED MANHOLE,1,LOCATION,318
19800309042889I,TAXI,FUEL TRUCK,1,EVENT DISTANCE,363
19800309042889I,TAXI,DAMAGED WING,1,EVENT DISTANCE,363
19800225005279A,TAXI,AIRPLANE,1,USED BY,368
19800225005279A,TAXI,DITCH,1,EVENT DISTANCE,368
19800507051499I,TAXI,ABORTED TAKEOFF,1,EVENT DISTANCE,379
19800507051499I,TAXI,DEPARTED,1,EVENT DISTANCE,379
19750905025029A,6 IN RUT,NOT TRUE,1,NOTICED,5
19750923031109A,EMERG GR DOWN SYS,DEP FOR DEST WITH KNOWN ELEC PROB.,1,USED BY,6
19760215007629A,MTNS,CK VOR,1,LOCATION,7
19760531024959A,TURBOCHARGER WASTE GATE,MAINT NOT PERFORMED DUE PARTS NOT AVAILABLE,1,DID NOT ACTUATE,9
19760507010379A,LEFT ENG OIL SUPPLY,EXHAUSTED,1,STATE,10
19760507010379A,GEAR-UP LDG,MESQUITE BRUSH,1,LOCATION,10
19760507010379A,DENSITY ALT,7200FT,1,VALUE,10
