c5_sources,node,count
19790507025919I,BOOST PUMP,1
19790602009889A,PILOT DITCHED IN THE OCEAN,1
19790609024769A,PARTIALLY EMPTY FUEL TANKS,1
19790609024769A,PARKED OUTSIDE FOR 11 MONTHS,1
19790719019309I,PILOTS,1
19790719019309I,FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL,1
19790809030499I,GASCOLATOR SHOWED FUEL CONTAMINATED WITH DIRT AND WATER,1
19790729022479I,FAILED TO EXTEND GEAR BEFORE LANDING,1
19790718017739A,PILOT SEAT,4
19790718017739A,SLID BACK ON TAKEOFF,1
19790718017739A,FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF,1
19790807029619I,FAILED TO SECURE OIL CAP ON PREFLIGHT,1
19790807029619I,OIL STREAMING OVER COWL AT LIFTOFF,1
19790807024709A;19791029027649A,SEAT CAME LOOSE,2
19790807024709A,SEAT,2
19790807024709A,PILOT'S FEET,1
19790807024709A,RELEASED BRAKES,1
19790807024709A,CAME LOOSE,1
19790703018439I,STOPPED SHORTLY AFTER TAKE-OFF,1
19790823023209I,BRAKE DISC PADS TOTALLY WORN,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790813023739A,NO FILTER USED,1
19790817031829I,ZA ZG STUDENT PILOT,2
19790817031829I;19800604051679I,RAN OUT OF GAS,2
19790817031829I,FUEL GAUGES READ INCORRECTLY,1
19790705018829I,PILOT LANDED GEAR UP,1
19790705018829I,FAILED TO DRAIN WING SUMPS IN PREFLIGHT,1
19790816031569I,LOOSE OIL FILLER CAP,2
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE,1
19790816031569I,SHUTTING ENGINE DOWN,1
19790820032669I,EN ROUTE OIL PRESSURE,1
19790820032669I,10 PSI,1
19790820032669I,OIL CAP NOT PROPERLY SEATED,1
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL,1
19790729018879A,HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR,1
19790829023019A,LANDED IN SOYBEAN FIELD,1
19790829023019A,FLIPPED OVER,1
19790820029909A,CABIN DOOR,1
19790820029909A,OPENED ON TAKEOFF ROLL,1
19790812030579I,GEAR SWITCH,1
19790812030579I,GEAR COLLAPSED,1
19790812030579I,GEAR SWITCH IN UP POSITION,1
19790808027309A,ATTEMPTED RETURN TO RUNWAY,1
19790808027309A,ALTITUDE,1
19790808027309A,INSUFFICIENT,1
19790716019189I,AIRSTAIR DOOR,1
19790716019189I,LANDING DOOR,2
19790716019189I,RUNWAY, TEARING LOOSE FROM AIRCRAFT,1
19790918023659I,NOSE GEAR DOOR RETRACT RODS,1
19790918023659I,PILOT OWNER,1
19790928049769I;19800128019779I,ENGINE COWL,3
19790928049769I,ENGINE SHUT DOWN,1
19791017051209I,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE,1
19791022054789I,NEWLY INSTALLED FUEL CAP,2
19791022054789I,ENGINE STOPPED DUE TO FUEL STARVATION,1
19791022029739A,HIT TREES,1
19791030053329I,NIGHT FLIGHT,1
19791030053329I,EMERGENCY GEAR SYSTEM,1
19791108054919I,COCKPIT DOOR,1
19791108054919I,PARTIALLY OPENED AT ROTATION,1
19791108054919I;19791210036229A,RAN OFF END OF RUNWAY,2
19790916031359A,LANDED OFF END RUNWAY,2
19790919027319A,AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING,1
19791102034159A,WATR IN FUEL,1
19791103056779I,OVER RICH MIXTURE,1
19791103056779I,LANDED SHORT,1
19791103056779I,PRIMER UNLOCKED,1
19791103056779I,MIXTURE FULL RICH,2
19791103056779I,CARB HEAT ON,1
19790928027659A,FUEL STAINS,1
19790928027659A,TOP OF LEFT WING,1
19791014005659A,CRASHED SHORTLY AFTER TAKEOFF,1
19791014005659A,OUT OF LICENSE,1
19791014005659A,WATER FOUND IN STRAINER,1
19791002050939I,OPEN BOWL DRAIN ON THE FUEL STRAINER,1
19791002050939I,STICKING DRAIN ON THE FUEL STRAINER,1
19791116043249A,NOTICED & DISREGARDED BROKEN EXHAUST PIPE,1
19791116043249A,PILOT NOTICED & DISREGARDED BROKEN EXHAUST PIPE,1
19791116043249A,AIRLINE CAUGHT FIRE IN AIR,1
19791116043249A,TRIED TO RETURN,1
19791116043249A,EXPLODED ON FINAL,1
19790929042239I,TAXIED INTO UNMARKED MANHOLE,1
19790929042239I,NEAR UNLIGHTED TAXIWAY,1
19791023031609A,RAN ROUGH,1
19791023031609A,QUIT ON BASE ON 2ND TRY,1
19791023031609A,HIT BY STUDENT PILOT,1
19791014052729I,BECAME ROUGH,1
19791015052549I,SHUTDOWN,1
19791015052549I,MISSING FUEL CAP,1
19791219034489A,HARD AUTOROTATE LANDING,2
19791219034489A,CABLE,1
19791126034419A,CFI,4
19791126034419A,UNABLE TO CLIMB,1
19791126034419A,OFF END RWY,1
19791126034419A,SNOW COVERED RWY,1
19791126034419A,WINGS, ICE,1
19791221039859A,DID NOT DRAIN FUEL TANKS,1
19791221039859A,WATER IN TANKS CAUSED TO STOP AFTER TAKEOFF,1
19791221039859A,LANDED AFTER ENGINE TO STOP,1
19791228036809A,RAN OFF END RWY INTO A BARN,1
19791208047929I,FAILED TO CHECK POSITION OF GEAR KNOB DURING PREFLIGHT,1
19791208047929I,RETRACTED ON TAKEOFF ROLL,1
19791216046619I;19800309042889I,CREW,6
19791216046619I,POWER AND CONTROL WERE SOON RESTORED,1
19791210043359A,ENGINE COWLING CAME OPEN ON THE TAKEOFF ROLL,1
19791210043359A,DROPPED OVER A CLIFF,1
19791210043359A,UNABLE TO STOP ON RUNWAY,1
19800105013639I,RIGHT GENERATOR INOPERATIVE,1
19800105013639I,LEFT GENERATOR FAILED IN FLIGHT,1
19800109001489A,ELECTRIC POWER LOSS,1
19800109001489A,GEAR COLLAPSED ON LANDING ROLL,1
19800106011019I,NOT LIGHTED,1
19800113000039A,LOST CONTROL OF AIRPLANE,1
19800113000039A,DESCENDING IFR IN HOLDING PATTERN,1
19800120016369I,FLAP JACKSCREW,4
19800120016369I,LUBRICATED FLAP JACKSCREW,1
19800128019739I,STOPPED,1
19800128019739I,CONTAINS ICE CRYSTALS,1
19800128019739I,SHOOTING TOUCH & GO LANDINGS,1
19800128019739I,NOT SPECIFIED,1
19800119018919I,LOWEST POINT IN FUEL SYSTEM UNDER FUEL ON-OFF SELECTOR,2
19800119018919I,STRAINER,1
19800128019779I,SMOKE,1
19800129020179I,FUEL CAP O RINGS,1
19800129020179I,LARGE QUANTITY WATER FOUND RIGHT TANK,1
19800216026099I,MADE EMERGENCY LANDING IN A FIELD,1
19800219031689I,QUIT IMMEDIATELY AFTER TAKEOFF,1
19800219031689I,WATER FOUND IN GASCOLATOR,1
19800217031679I,LOST RPM DUE TO WATER IN FUEL TANKS AND FUEL SYSTEM,1
19800217031679I,STRUCK FENCE DURING FORCED LANDING,1
19800129002139A,PLANE CRASHED ON FIELD AIRSTRIP,1
19800208002479A,SURFACE AT DEPARTURE,1
19800215002609A,TRIED TO TAKE OFF WITH EXTERNAL LOAD,1
19800215002609A,LOST CONTROL OF AIRCRAFT,1
19800215002609A,LOSS OF CONTROL OF AIRPLANE,1
19800215002609A,AIRCRAFT NOSE-DIVED,1
19800223026959I,PILOT MADE EMERGENCY LANDING,1
19800223026959I,CARBURETOR ICE OR FUEL CONTAMINATION,1
19800223029599I,RIGHT ENGINE,1
19800223029599I,CENTER ENGINE,1
19800224029629I,ENGINE STOPPED AFTER LIFT-OFF,1
19800309042889I,ENGINES,1
19800309042889I,TAXI WHILE BEING REFUELED,1
19800309042889I,RAN INTO FUEL TRUCK,1
19800309042889I,DEPARTED WITH DAMAGED WING,1
19800320047429I,SPEED BRAKE LEVER NOT SEATED,1
19800331045949I,ON TAKEOFF ROLL AT 60 MPH RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE,1
19800331045949I,FLIGHT ABORTED,1
19800403047119I,LOST POWER DUE TO FUEL CONTAMINATION,1
19800403047119I,EXCESSIVE AMOUNT OF WATER FOUND IN TANKS,1
19800225005279A,TAXI FOR TAKEOFF,3
19800225005279A,SEAT SLID BACKWARDS DURING TAXI FOR TAKEOFF,1
19800225005279A,PILOT UNABLE TO REACH CONTROLS,1
19800225005279A,AIRPLANE RAN INTO A DITCH,1
19800229004169A,NOSE WHEEL STEERING,1
19800229004169A,TURNED TO LEFT ON TOUCHDOWN,1
19800229004169A,VEERING,1
19800229004169A,SNOWBANK,1
19800328007979A,KILLED TWO PERSONS,1
19800328007979A,DRANKING,2
19800328007979A,ROAD,1
19800322006789A,DID NOT DRAIN FUEL LINES,1
19800322006789A,PLANE,1
19800408048109I,FLIGHT ENGINEER,1
19800408048109I,UNSCHEDULED LANDING,1
19800410050199I,OWNER,2
19800410050199I,WHEEL CAME OFF ON LANDING,1
19800410050199I,REMOVED BRAKE ASSEMBLY DAY PREVIOUS,1
19800415047829I,ENGINE STOPPAGE ON TAKEOFF,1
19800427044589I,ALTERNATOR,3
19800427044589I,ELECTRICAL FAILURE,1
19800427044589I,LANDED WITH GEAR PARTIALLY DOWN,1
19800604051679I,STUDENT PREFLIGHTED PLANE,4
19800604051679I,STUDENT,1
19800604051679I,FIELD,1
19800607046889I,NO DAMAGE IN EMERGENCY LANDING,1
19800611054319I,PORTABLE FUEL CANS,1
19800611054319I,CANS,1
19800530018349A,FERTILIZE BUCKET SUPPORT CABLE,2
19800530018349A,LOADING SYSTEM,1
19800530018349A,COPTER,1
19800530018349A,PULLED BY AN UNKNOWN ENTITY,1
19800615052619I,TAXI LIGHT INOPERATIVE,1
19800429039119A,LEAVING A BIG HOLE,1
19800429039119A,PLANE NOSE WHEEL,1
19800429039119A,FELL INTO THE HOLE,1
19800608019219A,FAILED TO OBTAIN FULL POWER ON TAKEOFF,1
19800608019219A,SLUDGE IN OIL,1
19800424010429A,MAJOR EVENT,3
19800424010429A,MAIN ROTOR SEVERED TAIL ROTOR,1
19800424010429A,CRASHLANDED,1
19800424010429A,TRAILING LAND LINE,1
19800523016979A,AILERONS,1
19800523016979A,MAINTENANCE,1
19800523016979A,WING-TIP,1
19800523016979A,HIT RUNWAY,1
19800523016979A,FAILED TO CHECK CONTROLS,1
19800714060679I,LACK OF OIL,1
19800822082749I,BRAKES,2
19800822082749I,INOPERATIVE AFTER LANDING,1
19800822082749I,HYDRAULIC RESERVOIR,1
19800624056259I,STRUCK LEFT PROPELLER,1
19800624056259I,SAFETY,1
19800619055649I,COLLAPSED ON START-UP,1
19800823080969I,ELECTRICAL SYSTEM FAILURE,1
19800823080969I,PILOT DID NOT USE EMERGENCY PROCEDURE,1
19800707059709I,PREVIOUS LANDING ON ROUGH PRIVATE RUNWAY,1
19800623021719A,CRASHED IN DITCH,1
19800623021719A,END OF RUNWAY,1
19800712077549I,LANDED,1
19800712077549I,SHORT OF RUNWAY,1
19800712077549I,GAAS STORAGE TANK,1
19800712077549I,NAVY BASE,1
19800819040989A,FLAT BED,1
19800819040989A,VERTICAL TAKEOFF,1
19800819040989A,REAR SKID NOT INTIED,1
19800819039089A,AIRCRAFT CRASHED INTO TREES,2
