c5_sources,entity1,entity2,weight,relations,rows
19790319004969A,ENGINE FAILURE,CONTAMINATED FUEL,1,HAS EFFECT,307
19790801021959A,ENGINE FAILURE,WATER IN FUEL,1,HAS EFFECT,379
19791102034159A,ENGINE FAILURE,WATR IN FUEL,1,HAS CAUSE,398
19950216008379I,N1549U,BETHEL AIRPORT,1,LOCATION,51
19950216008379I,N1549U,AFTER TAKEOFF,1,EVENT DISTANCE,51
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,3 MILES FROM AIRPORT,1,LOCATION,52
19861114075329I,ENTERED TCA,MALFUNCTIONING ENCODING ALTIMETER,1,FOLLOWED BY,53
19960524045629A,BAGGAGE DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,55
19800624056259I,BAGGAGE DOOR,STRUCK LEFT PROPELLER,1,HAS EFFECT,487
19960524045629A,BAGGAGE,HIT LEFT PROP,1,HAS CAUSE,55
19960524045629A,BELWO UMC,LANDED ON SEA ICE,1,FOLLOWED BY,55
19960524045629A,LANDED ON SEA ICE,SEA ICE,1,LOCATION,55
19960524045629A,DOOR,WILL FLY,1,HAS EFFECT,55
19871211075169A,ROUTINE ENGINE,CITY STREET,1,LOCATION,56
19871027060859A,PICTOR,PILOT ERROR,1,HAS CAUSE,58
19871027060859A,PICTOR,FORCED LANDING,1,EVENT DISTANCE,58
19871027060859A,PICTOR,ELECTRIC POWER LOST,1,HAS CAUSE,58
19871027060859A,PICTOR,STRUCK POWER POLE,1,HAS CAUSE,58
19871027060859A,PICTOR,CIRCUIT BREAKER OFF,1,HAS CAUSE,58
19980616023109I,ENGINE COWLING SEPERATED,LOUD BANG AND SHUDDER ENROUTE,1,HAS CAUSE,59
19980616023109I,ENGINE COWLING SEPERATED,SPARKS AT ROTOR,1,HAS CAUSE,59
19980616023109I,ENGINE COWLING SEPERATED,COWL NOT FASTENED,1,HAS CAUSE,59
19910710026989A,CLIMBOUT,NO LOCKING PINS IN SEAT TRACK,1,HAS CAUSE,60
19910710026989A,CLIMBOUT,SEAT PIN BENT,1,HAS CAUSE,60
19910710026989A,CLIMBOUT,BELT NOT FASTENED,1,HAS CAUSE,60
20060621012279A,AT ROTATION,SEAT SLID BACK,1,FOLLOWED BY,64
20060621012279A,AT ROTATION,AFTER TAKEOFF,1,EVENT DISTANCE,64
20060621012279A,SEAT SLID BACK,OVERROTATE,1,HAS CAUSE,64
19780402008409I,TAXIING AIRCRAFT,WORN OUT & INEFFECTIVE BRAKES,1,HAS CAUSE,67
19780921019829I,TAXIING AIRCRAFT,LOST NOSE WHEEL STEERING,1,EVENT DISTANCE,243
19780921019829I,TAXIING AIRCRAFT,MAINTENANCE HANGAR,1,LOCATION,243
19790306009619I,TAXIING AIRCRAFT,TAXIED INTO DRAINAGE DITCH AT NIGHT,1,EVENT DISTANCE,286
19790306009619I,TAXIING AIRCRAFT,LANDING LIGHT INOPERABLE,1,HAS EFFECT,286
19890725041869I,ENGINE START,PILOTS SEAT WENT TO FULL AFT POSITION,1,FOLLOWED BY,68
19890725041869I,ENGINE START,PUSH THROTTLE IN FULL,1,FOLLOWED BY,68
19890725041869I,ENGINE START,AIRCRAFT COLLIDED WITH PARKED PLANE,1,FOLLOWED BY,68
19800106011019I,BEYOND THE RUNWAY,NOT LIGHTED,1,LOCATION,423
19800429039119A,BEYOND THE RUNWAY,LEAVING A BIG HOLE,1,EVENT DISTANCE,473
19781210024199I,WHEELS,SNOW PACKED IN THE WHEEL PANTS,1,HAS EFFECT,72
19780427013859I,ENGINE COWLING,ENGINE,1,PART OF,75
20070202001609A,BEFORE FLIGHT,NOTH PLATTE, NE,1,LOCATION
20070202001609A,BEFORE FLIGHT,IOWA CITY, IA,1,LOCATION
20070202001609A,BEFORE FLIGHT,NEAR GRINNELL,1,EVENT DISTANCE,76
20070202001609A,BEFORE FLIGHT,LOST POWER,1,HAS CAUSE,76
19951031041599A,BEFORE FLIGHT,TEST FLIGHT,1,TIME PERIOD,83
19951031041599A,BEFORE FLIGHT,STORAGE,1,LOCATION,83
19780808049579I,BEFORE FLIGHT,PILOT FAILED TO SECURE OIL STICK,1,HAS EFFECT,229
19780831038519I,BEFORE FLIGHT,AFTER LANDING, COWLING STRUCK PROP,1,EVENT DISTANCE
19790605014519I,BEFORE FLIGHT,TANK CAP, IMPROPERLY INSTALLED,1,LOCATION
19791116043249A,BEFORE FLIGHT,PILOT NOTICED & DISREGARDED BROKEN EXHAUST PIPE,1,HAS EFFECT,404
19791116043249A,BEFORE FLIGHT,AIRLINE CAUGHT FIRE IN AIR,1,HAS EFFECT,404
19791116043249A,BEFORE FLIGHT,TRIED TO RETURN,1,HAS EFFECT,404
19791116043249A,BEFORE FLIGHT,EXPLODED ON FINAL,1,HAS EFFECT,404
19800331045949I,BEFORE FLIGHT,ON TAKEOFF ROLL AT 60 MPH RIGHT MAIN GEAR STRUCK A WATER FILLED POTHOLE,1,EVENT DISTANCE,451
19800331045949I,BEFORE FLIGHT,FLIGHT ABORTED,1,HAS EFFECT,451
19780916024019A,TIE DOWN STRAP,LEFT SKID,1,USED BY,77
19780916024019A,TIE DOWN STRAP,TRAILER,1,USED BY,77
19780916024019A,TIE DOWN STRAP,HEPER,1,USED BY,77
20060718018299I,THE PILOT IN COMMAND (PIC),FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE,1,HAS CAUSE,78
19961027033759A,PRIOR DEMO FLIGHT,CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP,1,EVENT DISTANCE,80
19961027033759A,CONNECTING ROD,BROKE,1,HAS CAUSE,80
19961027033759A,BROKE,HIT COUNTER WT.,1,HAS CAUSE,80
19961027033759A,BROKE,BROKE PORP SHAFT,1,HAS CAUSE,80
20010411006739I,(-23) THE HELICOPTER,HELIPAD,1,LOCATION,87
20010411006739I,(-23) THE HELICOPTER,FLY POSITION,1,EVENT DISTANCE,87
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,USED BY,88
19870816062719I,COPPER TUBE,THROUGH THE ROOF OF A HOUSE,1,EVENT DISTANCE,88
19980620030289I,MR. KADERA,3 MILES,1,EVENT DISTANCE,89
19980620030289I,MR. KADERA,HIGHWAY 93,1,LOCATION,89
19980620030289I,MR. KADERA,SUNMER, IOWA,1,LOCATION
19980415037339I,NOSE BAGGAGE CARGO,WOODEN WHEEL CHOCK,1,HAS CAUSE,91
20000215041409A,BEECH 1900D,1825 EASTERN STANDARD TIME,1,TIME PERIOD,93
20000215041409A,BEECH 1900D,N81SK,1,LOCATION,93
19880527016939A,FUEL TANK,SELECTED FUEL TANK EMPTY,1,HAS EFFECT,95
19790507025919I,FUEL TANK,BOOST PUMP,1,USED BY,356
19800712077549I,FUEL TANK,WATER IN FUEL,1,HAS EFFECT,497
19960418007829A,CRASHED AND BURNED,AFTER DEPARTURE FROM A GRASS RUNWAY,1,EVENT DISTANCE,96
19960418007829A,CRASHED AND BURNED,GRASS RUNWAY,1,LOCATION,96
19970828026989A,(-23) M,LOUD POP ON TAKEOFF ROLL,1,EVENT DISTANCE,97
19970828026989A,(-23) M,LOST RUDDER CONTROL,1,EVENT DISTANCE,97
19970828026989A,(-23) M,EXITED RWY INTO CORNFIELD,1,EVENT DISTANCE,97
19970828026989A,(-23) M,HAD FAILED TO LOCK THE TAILWHEEL,1,EVENT DISTANCE,97
19751029037799A,2ND ILS APCH,ACFT'S G/S INOP.LOM TUNED TO WRONG FREQ,1,HAS CAUSE,102
19751209037899A,PLT,SOFT R BRAKE PEDAL DRG TAXI,1,USED BY,103
19751209037899A,PLT,TKOF.FLT RTND SPRINGFIELD,1,LOCATION,103
19751209037899A,PLT,BOS,1,LOCATION,103
19761022033409A,PLT,T/O,1,EVENT DISTANCE,110
19761022033409A,PLT,IFR,1,EVENT DISTANCE,110
19761022033409A,PLT,VFR DEPARTURE,1,EVENT DISTANCE,110
19761022033409A,PLT,WNDSHD,1,EVENT DISTANCE,110
19761022033409A,PLT,WINDOWS FOGGED UP,1,EVENT DISTANCE,110
19761021035989A,PLT,PREV NOSE WHEEL VIBRATION,1,EVENT DISTANCE,111
19761021035989A,PLT,GR SAFE LGT,1,EVENT DISTANCE,111
19761021035989A,PLT,WIND GUSTING 23KTS,1,EVENT DISTANCE,111
19770622018359A,PLT,EMERG LNDNG GR EXTNSN,1,EVENT DISTANCE,125
19770622018359A,PLT,ELECTRICAL PWR FAILURE,1,HAS CAUSE,125
19780805024609A,PLT,MOVED MIXTURE CONTROL TO CUT OFF POSITION,1,HAS EFFECT,221
19790603012119A,PLT,ACFT,1,USED BY,331
19790603012119A,PLT,BANK ACFT, STALLED, HIT GROUND,1
19750923031109A,KNOWN ELECTRICAL PROBABILITY,EMERG GR DOWN SYS,1,USED BY,106
19760215007629A,MTNS OBSCURED,FLT,1,MAINTAINED BY,107
19760215007629A,MTNS OBSCURED,PRIOR DAY,1,EVENT DISTANCE,107
19760507010379A,LEFT ENG OIL SUPPLY,GEAR-UP LDG IN MESQUITE BRUSH,1,HAS CAUSE,109
19760507010379A,LEFT ENG OIL SUPPLY,DENSITY ALT,7200FT,1,HAS CAUSE
19760507010379A,LEFT ENG OIL SUPPLY,HIGH OIL USAGE ENG,1,HAS CAUSE,109
19761119035559A,BANNER PICK UP,LOOP ON TOW ROPE CAUGHT ON L LNDG GR.PLT UN MAINTAIN FLT,1,EVENT DISTANCE,114
19770814024089A,L MAG INOP.#5 CYL COMPRESSION,25/80,1,HAS CAUSE,119
19770622022049A,OIL FILLER CAP,MISSING,1,HAS CAUSE,123
19770617020389A,INSUFFICIENT ALTITUDE FOR SUCCESSFUL AUTOROTATION,AUTOROTATION,1,EVENT DISTANCE,126
19770703018529A,FIRST FLT AFTR ANNUAL,N/A,3,EVENT DISTANCE;MAINTAINED BY;TIME PERIOD,128
19770706020519A,AN175-16,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1,HAS CAUSE,129
19770706020519A,AN175-16,WASHER CRACKED,1,HAS CAUSE,129
19770706020519A,AN175-16,SEPARATED FRM BOLT,1,HAS CAUSE,129
19770912040629A,100 OCTANE FUEL,AIRCRAFT,2,MAINTAINED BY;USED BY,130
19770912040629A,100 OCTANE FUEL,NOT FEATHERED AUTOFEATHER,1,HAS CAUSE,130
19781102023549I;19790312008529I;19790627017429I,FORCED LANDING AFTER POWER LOSS,FOUND WATER IN FUEL,3,HAS EFFECT,241
19780102000459I,TAXIED OFF RUNWAY,STRUCK DITCH AT NIGHT,1,EVENT DISTANCE,141
19780102000459I,TAXIED OFF RUNWAY,LANDING LIGHT WAS INOPERATIVE,1,EVENT DISTANCE,141
19771104034549A,FRT BRAKE PUCK 70,LAST WK,1,TIME PERIOD,143
19780319009079I,BOLT IN NOSE GEAR SCISSORS,AFTER TAKEOFF,1,EVENT DISTANCE,166
19780319009079I,BOLT IN NOSE GEAR SCISSORS,AFTER LIFTOFF,1,EVENT DISTANCE,166
19780319009079I,NOSE WHEEL,AFTER LIFTOFF,1,EVENT DISTANCE,166
19780610045289I,FUEL TANK DRAIN VALVE,SPRING LOADED TANK,1,LOCATION,198
19780626034739I,NEWLY PURCHASED AIRPLANE,STORED OUTSIDE,1,LOCATION,216
19780820049069I,LANDING STRAIGHT AHEAD IN OAT FIELD,WATER IN FUEL,1,HAS EFFECT,220
19780723038809I,STUDENT PILOT,RAN OUT OF FUEL,1,HAS EFFECT,228
19790622017199I,STUDENT PILOT,TOPPED TANKS,1,HAS EFFECT,345
19790622017199I,STUDENT PILOT,ENGINE QUIT TWICE,1,HAS EFFECT,345
19791014005659A,STUDENT PILOT,CRASHED SHORTLY AFTER TAKEOFF,1,HAS EFFECT,401
19780809049919I,LEFT GEAR,COLLAPSED ON ROLL OUT,1,HAS EFFECT,231
19780809049919I,LEFT GEAR,HYDRAULIC SYSTEM,1,MAINTAINED BY,231
19780809049919I,HYDRAULIC SYSTEM,LOW ON FLUID,1,HAS CAUSE,231
19780825038179I,15 MINUTES AFTER TAKEOFF,LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION,1,EVENT DISTANCE,234
19780831038519I,COWLING,BROKE INTO PIECES,1,HAS EFFECT,235
19780901016759I,NOSE GEAR,JAMMED,1,HAS EFFECT,236
19790427100619I;19790429025299I,NOSE GEAR,COLLAPSED,2,HAS EFFECT,336
19790429025299I,NOSE GEAR,FLAT STRUT,1,PART OF,348
19800418044679I,NOSE GEAR,COLLAPSED AFTER LANDING,1,HAS EFFECT,470
19800619055649I,NOSE GEAR,COLLAPSED ON START-UP,1,HAS EFFECT,488
19780901016759I,NOSE GEAR STRUT,DEFLATED,1,HAS CAUSE,236
19780907018599I,WING FLOATS,NOSE GAR DOOR LINKAGE BROKEN,1,HAS EFFECT,238
19780907018599I,NOSE GAR DOOR,SHARP TURN,1,HAS EFFECT,238
19780920018899I,EXPLOSION,PILOT MISTOOK FOR BACKFIRE,1,HAS EFFECT,239
19780920018899I,BEGAN FLIGHT,EXPLOSION HEARD DURING ENGINE START,1,FOLLOWED BY,239
19780920018899I,BEGAN FLIGHT,LATER, EXPLOSION HEARD DURING ENGINE START,1,EVENT DISTANCE
19780920018899I,BEGAN FLIGHT,EXHAUST TUNNELS,1,LOCATION,239
19781018032569I,TOW BAR,WHEEL WELL,1,LOCATION,240
19781102023549I;19790627017429I,FOUND WATER IN FUEL,FORCED LANDING AFTER POWER LOSS,2,HAS EFFECT,241
19790210006409I,FOUND WATER IN FUEL,FORCED LANDING AFTER ENGINE QUIT,1,HAS EFFECT,283
19780921019829I,WINGTIP,HIT HANGAR,1,HAS EFFECT,243
19780921019829I,WINGTIP,CAUGHT ON FIRE,1,HAS EFFECT,243
19780908034669A,GENERATOR SHORTING,GENERATOR CIRCUIT BREAKER SWITCH,1,HAS CAUSE,247
19781021036569A,DMGD WING,AILERON DRG PREVIOUS LDG,1,HAS EFFECT,249
19790119001139A,AIRFRAME ICE,FAILED TO CLIMB AFTER LIFTOFF,1,HAS EFFECT,252
19790119001139A,FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE,STRUCK A FENCE,1,EVENT DISTANCE,252
19790119001139A,FAIL TO CLIMB AFTER LIFTOFF DUE TO AIRFRAME ICE,WENT INVERTED,1,EVENT DISTANCE,252
19781114026859I,FUEL LINES,QUIT,1,HAS EFFECT,254
19781114026859I,FUEL LINES,ENGINE QUIT,1,HAS CAUSE,254
19781114026859I,ICE IN FUEL LINES,ENGINE QUIT,1,HAS EFFECT,254
19781230020029I,ENGINE FALURE,TOTAL ELECTRICAL FAILURE,1,HAS EFFECT,258
19781230020029I,ENGINE FALURE,BATTERY KNOWN TO BE BAD,1,HAS EFFECT,258
19781230020029I,ENGINE FALURE,FUEL CONTROL UNIT POOR CONDITION,1,HAS EFFECT,258
19790113001939I,Landed Aircraft,AIRPORT,1,LOCATION,262
19781215040349A,LOAD,HOOK RELEASE ELECTRICAL PLUG,1,HAS EFFECT,276
19781215040349A,LOAD,FROZEN TO THOUND,1,HAS EFFECT,276
19781129037719A,PLT RQSTD & CNTLR APPVD SPCL VFR CLRNCE AT NITE,N/A,1,INFLUENCED BY,278
19790223006939I,BAGGAGE CART,ROLLED INTO B99,1,HAS EFFECT,285
19790223006939I,B99,WHILE DEPARTING GATE JET BLAST,1,FOLLOWED BY,285
19790316009739I,NOS EWHEEL,RAMP,1,EVENT DISTANCE,288
19790729018879A,NOS EWHEEL,NOSE GEAR COLLAPSED ON LANDING ROLL,1,HAS EFFECT,377
19790729018879A,NOS EWHEEL,HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR,1,HAS EFFECT,377
19790316009739I,ONE PROP MORE THAN OTHER,NOSE WHEEL SANK DOWN IN HOLE ON RAMP,1,HAS EFFECT,288
19790318009229I,ZG,FORCED LANDING AFTER ENGINE QUIT,1,HAS EFFECT,289
19790318009229I,ZG,FUEL SELECTOR NOT POSITIONED PROPERLY,1,HAS EFFECT,289
19790404013469I,NOISE DURING RETRACTION,NOSE GEAR COLLAPSED ON LANDING,1,HAS EFFECT,291
19790404013469I,LOOSE NOSE GEAR DOOR,BROKE MECHANISM,1,HAS EFFECT,291
19790207002469A,EMERGENCY LANDING,AFTER FALLING FROM GLOVE BOX,1,EVENT DISTANCE,292
19790214002969A,STARTED ENGINE,SEAT SLID BACK,1,HAS EFFECT,295
19790214002969A,UNABLE TO REACH CONTROLS,HIT PARKED ACFT,1,HAS EFFECT,295
19790414012459I,FUEL SYSTEM,CONTAMINATED WITH A COLORLESS, ODERLESS SUBSTANCE,1,HAS EFFECT
19790316004809A,FUEL SYSTEM,WATER,1,HAS EFFECT,309
19790916031359A,FUEL SYSTEM,LANDED OFF END RUNWAY,1,HAS EFFECT,396
19790916031359A,FUEL SYSTEM,FOUND WATER IN FUEL,1,HAS EFFECT,396
19790211007509A,MADEN AIRCRAFT,WATER IN FUEL,1,HAS EFFECT,298
19791014052729I,MADEN AIRCRAFT,PILOT,1,USED BY,407
19790412014049I,PRECAUTIONARY LANDING,ONE SIDE OF THE ENGINE COWL CAME OPEN DUE TO A LOOSE DZUS FASTENER,1,HAS CAUSE,304
19790204002289A,ICE,GASCOLATOR,1,HAS EFFECT,306
19790204002289A,ICE,FLEXIBLE HOSE,1,HAS EFFECT,306
19800119018919I,ICE,LOWEST POINT IN FUEL SYSTEM UNDER FUEL ON-OFF SELECTOR,2,HAS EFFECT,432
19800119018919I,ICE,STRAINER,1,HAS EFFECT,432
19790405013359I,OBSTRUCTION,BETWEEN RUDDER AND VERTICAL STABILIZER,1,LOCATION,308
19790210002629A,FCD LDG,AT NIGHT,1,TIME PERIOD,311
19790309032649A,FAILURE COULD NOT BE DUPLICATED,CARGO DOOR CAME OPEN IN FLIGHT,1,HAS EFFECT,313
19790224007709I,LANDED LONG AFTER APPROACH,RAN OFF DEPARTURE END OF RUNWAY,1,EVENT DISTANCE,315
19790210002639A,CRASHED AIRCRAFT,FIRST TEST FLIGHT AFTER REBUILDING,1,EVENT DISTANCE,316
19790210002639A,CRASHED AIRCRAFT,AILERON CONTROLS REVERSED,1,HAS EFFECT,316
19790224007469I,ENGINE QUIT LEVEL FLIGHT,LEFT TANK EMPTY,1,HAS CAUSE,317
19790224007469I,ENGINE QUIT LEVEL FLIGHT,ICE IN RIGHT TANK,1,HAS CAUSE,317
19790224007469I,ENGINE QUIT LEVEL FLIGHT,GAS SEDIMENT BOWL WOULD NOT DRAIN,1,HAS CAUSE,317
19790209002599A,TRUCK,AIRCRAFT,1,EVENT DISTANCE,319
19790421024669I,GEAR,COLLAPSED AFTER LANDING,1,HAS EFFECT,321
19790812030579I,GEAR,GEAR SWITCH IN UP POSITION,1,HAS EFFECT,381
19790421024669I,EMERGENCY EXTENSION CRANK,NOT PROPERLY STOWED,1,MAINTAINED BY,321
19790603029089I,THROTTLE CABLE HOUSING,WENT TO IDLE,1,HAS EFFECT,323
19790603029089I,THROTTLE CABLE HOUSING,NOT BEEN PROPERLY SECURED,1,HAS CAUSE,323
19790529041069A,ENGINE LOST POWER ON TAKEOFF,ALTERNATE AIR DEFECT,1,HAS EFFECT,329
19790513010459A,ACFT NOSED OVER,ONE FOOT HIGH GRASS,1,EVENT DISTANCE,333
19790609016529A,ROPE,CRASH,1,HAS CAUSE,335
19790427100619I,ENGINE EQUIPPED WITH HYDRAULIC PUMP, SHUT DOWN,ENGINE EQUIPPED WITH HYDRAULIC PUMP WAS SHUT DOWN,1,HAS EFFECT
19790427100619I,EMERGENCY PROCEDURES, NOT FOLLOWED,EMERGENCY PROCEDURES NOT FOLLOWED,1,HAS EFFECT
19790623014019A,RUDDER TRIM,RAN OFF LEFT SIDE OF RUNWAY ON TAKEOFF,1,EVENT DISTANCE,339
19790503025389I,DEVELOPING ELECTRICAL PROBLEM,PILOT LANDED,1,HAS EFFECT,347
19790513026659I,8 QUARTS OIL,VECTORS TO AIRPORT,1,USED BY,349
19790515027029I,ALTERNATOR BELT,ELECTRICAL SYSTEM FAILED,1,HAS CAUSE,350
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,COULD NOT SEE OUT,1,HAS EFFECT,355
19790507025919I,FUEL EXHAUSTION,UNABLE TO RESTART ENGINE,1,HAS EFFECT,356
19790719019309I,PILOTS,FAILED TO CHECK POSITION OF GEAR HANDLE AND GEAR RETRACTION ON TAKEOFF ROLL,1,HAS EFFECT,359
19790718017739A,PILOT SEAT,SLID BACK ON TAKEOFF,1,EVENT DISTANCE,364
19790718017739A,PILOT SEAT,LOST CONTROL,1,HAS EFFECT,364
19790718017739A,PILOT SEAT,VEERED OFF RUNWAY,1,HAS EFFECT,364
19790718017739A,PILOT SEAT,FAILED TO ASCERTAIN SEAT LOCKED BEFORE TAKE OFF,1,HAS EFFECT,364
19790807024709A,SEAT,PILOT'S FEET,1,HAS EFFECT,366
19790807024709A,SEAT,CAME LOOSE,1,HAS EFFECT,366
19790817031829I,ZA ZG STUDENT PILOT,RAN OUT OF GAS,1,HAS EFFECT,373
19790817031829I,ZA ZG STUDENT PILOT,FUEL GAUGES READ INCORRECTLY,1,HAS EFFECT,373
19790705018829I,PILOT LANDED GEAR UP,FAILED TO DRAIN WING SUMPS IN PREFLIGHT,1,HAS EFFECT,374
19790816031569I,LOOSE OIL FILLER CAP,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE,1,HAS EFFECT,375
19790816031569I,LOOSE OIL FILLER CAP,SHUTTING ENGINE DOWN,1,HAS EFFECT,375
19790820032669I,EN ROUTE OIL PRESSURE,10 PSI,1,HAS EFFECT,376
19790820029909A,CABIN DOOR,OPENED ON TAKEOFF ROLL,1,EVENT DISTANCE,380
19790812030579I,GEAR SWITCH,GEAR COLLAPSED,1,HAS EFFECT,381
19790808027309A,ALTITUDE,INSUFFICIENT,1,HAS EFFECT,382
19790716019189I,AIRSTAIR DOOR,AFTER TAKEOFF,1,EVENT DISTANCE,384
19790716019189I,LANDING DOOR,AFTER LANDING,1,EVENT DISTANCE,384
19790716019189I,LANDING DOOR,RUNWAY, TEARING LOOSE FROM AIRCRAFT,1,LOCATION
19790918023659I,NOSE GEAR DOOR RETRACT RODS,PILOT OWNER,1,USED BY,386
19790928049769I,ENGINE COWL,ENGINE SHUT DOWN,1,HAS EFFECT,388
19790928049769I,ENGINE COWL,NOT BEEN PROPERLY SECURED,1,MAINTAINED BY,388
19791022054789I,NEWLY INSTALLED FUEL CAP,ENGINE STOPPED DUE TO FUEL STARVATION,1,HAS EFFECT,391
19791022054789I,NEWLY INSTALLED FUEL CAP,ENGINE,1,USED BY,391
19791108054919I,COCKPIT DOOR,PARTIALLY OPENED AT ROTATION,1,EVENT DISTANCE,395
19791103056779I,LANDED SHORT,ENGINE QUIT,1,HAS EFFECT,399
19791103056779I,PRIMER UNLOCKED,MIXTURE FULL RICH,1,HAS EFFECT,399
19791103056779I,MIXTURE FULL RICH,CARB HEAT ON,1,HAS EFFECT,399
19790928027659A,FUEL STAINS,TOP OF LEFT WING,1,LOCATION,400
19790929042239I,TAXIED INTO UNMARKED MANHOLE,NEAR UNLIGHTED TAXIWAY,1,LOCATION,405
19791219034489A,CABLE,HARD AUTOROTATE LANDING,1,EVENT DISTANCE,412
19791126034419A,CFI,UNABLE TO CLIMB,1,HAS EFFECT,413
19791126034419A,CFI,OFF END RWY,1,EVENT DISTANCE,413
19791126034419A,CFI,SNOW COVERED RWY,1,LOCATION,413
19791126034419A,CFI,WINGS, ICE,1,LOCATION
19791216046619I,CREW,LOST POWER,1,HAS EFFECT,418
19791216046619I,CREW,POWER AND CONTROL WERE SOON RESTORED,1,HAS EFFECT,418
19800309042889I,CREW,ENGINES,1,USED BY,448
19800309042889I,CREW,TAXI WHILE BEING REFUELED,1,USED BY,448
19800309042889I,CREW,RAN INTO FUEL TRUCK,1,EVENT DISTANCE,448
19800309042889I,CREW,DEPARTED WITH DAMAGED WING,1,EVENT DISTANCE,448
19800109001489A,ELECTRIC POWER LOSS,GEAR COLLAPSED ON LANDING ROLL,1,HAS EFFECT,422
19800113000039A,LOST CONTROL OF AIRPLANE,DESCENDING IFR IN HOLDING PATTERN,1,EVENT DISTANCE,425
19800120016369I,FLAP JACKSCREW,LUBRICATED FLAP JACKSCREW,1,HAS EFFECT,429
19800120016369I,FLAP JACKSCREW,AIRCRAFT,3,INFLUENCED BY;MAINTAINED BY;USED BY,429
19800128019739I,SHOOTING TOUCH & GO LANDINGS,NOT SPECIFIED,1,LOCATION,430
19800128019779I,SMOKE,ENGINE COWL,1,HAS EFFECT,434
19800129020179I,FUEL CAP O RINGS,LARGE QUANTITY WATER FOUND RIGHT TANK,1,HAS EFFECT,437
19800215002609A,TRIED TO TAKE OFF WITH EXTERNAL LOAD,LOST CONTROL OF AIRCRAFT,1,EVENT DISTANCE,443
19800215002609A,LOSS OF CONTROL OF AIRPLANE,AIRCRAFT NOSE-DIVED,1,EVENT DISTANCE,443
19800223029599I,RIGHT ENGINE,CENTER ENGINE,1,HAS EFFECT,445
19800225005279A,TAXI FOR TAKEOFF,SEAT SLID BACKWARDS DURING TAXI FOR TAKEOFF,1,EVENT DISTANCE,453
19800225005279A,TAXI FOR TAKEOFF,PILOT UNABLE TO REACH CONTROLS,1,HAS EFFECT,453
19800225005279A,TAXI FOR TAKEOFF,AIRPLANE RAN INTO A DITCH,1,HAS EFFECT,453
19800229004169A,NOSE WHEEL STEERING,TURNED TO LEFT ON TOUCHDOWN,1,EVENT DISTANCE,454
19800229004169A,VEERING,SNOWBANK,1,LOCATION,454
19800322006789A,PLANE,CRASHED,1,HAS EFFECT,457
19800408048109I,FLIGHT ENGINEER,UNSCHEDULED LANDING,1,HAS EFFECT,458
19800410050199I,OWNER,WHEEL CAME OFF ON LANDING,1,MAINTAINED BY,459
19800410050199I,OWNER,REMOVED BRAKE ASSEMBLY DAY PREVIOUS,1,MAINTAINED BY,459
19800415047829I,ENGINE STOPPAGE ON TAKEOFF,WATER IN FUEL,1,HAS EFFECT,460
19800427044589I,ALTERNATOR,ELECTRICAL FAILURE,1,HAS CAUSE,461
19800427044589I,ALTERNATOR,COLLAPSED,1,HAS CAUSE,461
19800427044589I,ALTERNATOR,LANDED WITH GEAR PARTIALLY DOWN,1,HAS CAUSE,461
19800604051679I,STUDENT PREFLIGHTED PLANE,LANDED IN FIELD,1,HAS EFFECT,466
19800604051679I,STUDENT PREFLIGHTED PLANE,STUDENT,1,USED BY,466
19800604051679I,STUDENT PREFLIGHTED PLANE,RAN OUT OF GAS,1,HAS CAUSE,466
19800604051679I,STUDENT PREFLIGHTED PLANE,FIELD,1,LOCATION,466
19800530018349A,FERTILIZE BUCKET SUPPORT CABLE,LOADING SYSTEM,1,USED BY,469
19800530018349A,FERTILIZE BUCKET SUPPORT CABLE,AFTER TAKEOFF,1,EVENT DISTANCE,469
19800530018349A,COPTER,PULLED BY AN UNKNOWN ENTITY,1,USED BY,469
19800429039119A,PLANE NOSE WHEEL,FELL INTO THE HOLE,1,EVENT DISTANCE,473
19800424010429A,MAJOR EVENT,MAIN ROTOR SEVERED TAIL ROTOR,1,HAS EFFECT,479
19800424010429A,MAJOR EVENT,CRASHLANDED,1,HAS EFFECT,479
19800424010429A,MAJOR EVENT,TRAILING LAND LINE,1,USED BY,479
19800523016979A,AILERONS,MAINTENANCE,1,USED BY,480
19800523016979A,WING-TIP,HIT RUNWAY,1,HAS EFFECT,480
19800822082749I,BRAKES,INOPERATIVE AFTER LANDING,1,HAS EFFECT,483
19800822082749I,BRAKES,HYDRAULIC RESERVOIR,1,MAINTAINED BY,483
19800624056259I,SAFETY,PILOT,1,INFLUENCED BY,487
19800823080969I,ELECTRICAL SYSTEM FAILURE,PILOT DID NOT USE EMERGENCY PROCEDURE,1,HAS EFFECT,492
