c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,"<PILOTS SEAT, WENT TO, FULL AFT POSITION>
<AIRCRAFT, COLLIDED WITH, PARKED AIRCRAFT>","<PILOTS SEAT, WENT TO, FULL AFT POSITION>
<AIRCRAFT, COLLIDED WITH, PARKED AIRCRAFT>"
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,"<AFTER LIFTOFF, FOLLOWS, LIFTOFF>
<PILOT, NOTICED, RIGHT FUEL CAP MISSING>
<ABORTED, FOLLOWS, NOTICED>
<LANDED, FOLLOWS, ABORTED>
<LANDED, LOCATION, SAME RUNWAY>
<RAN OFF, FOLLOWS, LANDED>
<RAN OFF, LOCATION, SIDE OF RUNWAY>","<AFTER LIFTOFF, FOLLOWS, LIFTOFF>
<PILOT, NOTICED, RIGHT FUEL CAP MISSING>
<ABORTED, FOLLOWS, NOTICED>
<LANDED, FOLLOWS, ABORTED>
<LANDED, LOCATION, SAME RUNWAY>
<RAN OFF, FOLLOWS, LANDED>
<RAN OFF, LOCATION, SIDE OF RUNWAY>"
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","<AIRCRAFT, DEPARTED, BARTLESVILLE MUNICIPAL AIRPORT>","<AIRCRAFT, DEPARTED, BARTLESVILLE MUNICIPAL AIRPORT>"
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,"<PILOT, RAN OFF, END OF RUNWAY>
<REMAINING BRAKE, FAILED, NULL>","<PILOT, RAN OFF, END OF RUNWAY>
<REMAINING BRAKE, FAILED, NULL>"
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,"<WHEELS, HAS CAUSE, SNOW PACKED IN THE WHEEL PANTS>","<WHEELS, HAS CAUSE, SNOW PACKED IN THE WHEEL PANTS>"
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,"<LOST POWER, HAS EFFECT, LANDED HARD>
<LANDED HARD, LOCATION, ROUGH WATER>
<DAMAGED, PART OF, FLOATS>
<DAMAGED, PART OF, LONGERON>
<WATER, PART OF, FUEL>
<MISREAD, HAS CAUSE, WATER IN SUMP>
<MISREAD, HAS EFFECT, FUEL>","<LOST POWER, HAS EFFECT, LANDED HARD>
<LANDED HARD, LOCATION, ROUGH WATER>
<DAMAGED, PART OF, FLOATS>
<DAMAGED, PART OF, LONGERON>
<WATER, PART OF, FUEL>
<MISREAD, HAS CAUSE, WATER IN SUMP>
<MISREAD, HAS EFFECT, FUEL>"
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU","<AIRCRAFT, AFTER, NORMAL TOUCHDOWN>
<AIRCRAFT, STARTED SLIDING, LEFT SIDE OF RUNWAY>","<AIRCRAFT, AFTER, NORMAL TOUCHDOWN>
<AIRCRAFT, STARTED SLIDING, LEFT SIDE OF RUNWAY>"
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,"<ENGINE COWLING, SEPARATED, ENGINE>","<ENGINE COWLING, SEPARATED, ENGINE>"
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","<AIRCRAFT, LOST POWER, NEAR GRINNELL>","<AIRCRAFT, LOST POWER, NEAR GRINNELL>"
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,"<TIE DOWN STRAP, CAUGHT ON, TRAILER>","<TIE DOWN STRAP, CAUGHT ON, TRAILER>"
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,"<PILOT, FAILED TO ENSURE, FUEL TANK CAPS>","<PILOT, FAILED TO ENSURE, FUEL TANK CAPS>"
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,"<FUEL CONTAMINATION, LOCATION, AIRFRAME FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, ENGINE DRIVEN FUEL PUMP FILTER>","<FUEL CONTAMINATION, LOCATION, AIRFRAME FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, ENGINE DRIVEN FUEL PUMP FILTER>"
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,"<CONNECTING ROD, BENT, HYDRO LOCK>","<CONNECTING ROD, BENT, HYDRO LOCK>"
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ","<AIRCRAFT, STRUCK, N106DA>
<N106DA, LOCATION, PARKED AIRCRAFT>
<PILOT, UNAWARE OF, BRAKE PROBLEMS>
<BRAKE PROBLEMS, PART OF, AIRCRAFT>","<AIRCRAFT, STRUCK, N106DA>
<N106DA, LOCATION, PARKED AIRCRAFT>
<PILOT, UNAWARE OF, BRAKE PROBLEMS>
<BRAKE PROBLEMS, PART OF, AIRCRAFT>"
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","<N759TY, INSTANCE OF, CE-182>","<N759TY, INSTANCE OF, CE-182>"
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,"<NOSE BAGGAGE DOOR, OPENED, CLIMBOUT>
<POWER, REDUCED, NULL>
<TEST FLIGHT, INSTANCE OF, STORAGE>","<NOSE BAGGAGE DOOR, OPENED, CLIMBOUT>
<POWER, REDUCED, NULL>
<TEST FLIGHT, INSTANCE OF, STORAGE>"
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,"<ELEVATOR CONTROL, JAMMED, HARNESS CAUGHT ON ELEVATOR CABLE>
<STICK BOOT, NOT FASTENED, FLOOR>
<LANDED, LOCATION, FIELD>","<ELEVATOR CONTROL, JAMMED, HARNESS CAUGHT ON ELEVATOR CABLE>
<STICK BOOT, NOT FASTENED, FLOOR>
<LANDED, LOCATION, FIELD>"
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,"<LOST POWER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LANDED, LOCATION, PRIVATE STRIP>
<NOSED OVER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LEFT FUEL CAP LEAKED, HAS EFFECT, PREVENTED GRAVITY FUEL FLOW>","<LOST POWER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LANDED, LOCATION, PRIVATE STRIP>
<NOSED OVER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LEFT FUEL CAP LEAKED, HAS EFFECT, PREVENTED GRAVITY FUEL FLOW>"
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,"<PILOT, FORGOT TO REMOVE, TIE DOWN STRAP>","<PILOT, FORGOT TO REMOVE, TIE DOWN STRAP>"
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.","<HELICOPTER, LOCATION, HELIPAD>","<HELICOPTER, LOCATION, HELIPAD>"
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","<COPPER TUBE, USED BY, AERIAL BANNERS>","<COPPER TUBE, USED BY, AERIAL BANNERS>"
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA","<FORCED LANDING, LOCATION, HIGHWAY 93>","<FORCED LANDING, LOCATION, HIGHWAY 93>"
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","<N153JC, INSTANCE OF, HOMEBUILT CIERNIA GLASAIR III>","<N153JC, INSTANCE OF, HOMEBUILT CIERNIA GLASAIR III>"
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,"<NOSE BAGGAGE DOOR, PART OF, NOSE LANDING GEAR>","<NOSE BAGGAGE DOOR, PART OF, NOSE LANDING GEAR>"
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.","<NR1 ENGINE, INSTANCE OF, COMPRESSOR STALL>","<NR1 ENGINE, INSTANCE OF, COMPRESSOR STALL>"
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","<BEECH 1900D, INSTANCE OF, AIRCRAFT>
<N81SK, OWNED BY, SKYWAY AIRLINE>
<SKYWAY AIRLINE FLIGHT, TIME PERIOD, FEBRUARY 19, 2000>","<BEECH 1900D, INSTANCE OF, AIRCRAFT>
<N81SK, OWNED BY, SKYWAY AIRLINE>
<SKYWAY AIRLINE FLIGHT, TIME PERIOD, FEBRUARY 19, 2000>"
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,"<TAILWHEEL, FOUND, JAMMED FAR RIGHT>","<TAILWHEEL, FOUND, JAMMED FAR RIGHT>"
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"<ENGINE, QUIT, INITIAL CLIMBOUT>
<CRASHED, HAS CAUSE, AVOIDING TREES>
<SELECTED FUEL TANK, FOUND, EMPTY>","<ENGINE, QUIT, INITIAL CLIMBOUT>
<CRASHED, HAS CAUSE, AVOIDING TREES>
<SELECTED FUEL TANK, FOUND, EMPTY>"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"<AIRPLANE, CRASHED, NULL>","<AIRPLANE, CRASHED, NULL>"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"<TAKEOFF ROLL, HAS EFFECT, LOUD POP>
<RUDDER CONTROL, LOST CONTROL, NULL>
<RWY, LOCATION, CORNFIELD>
<TAILWHEEL, FAILED TO LOCK, NULL>","<TAKEOFF ROLL, HAS EFFECT, LOUD POP>
<RUDDER CONTROL, LOST CONTROL, NULL>
<RWY, LOCATION, CORNFIELD>
<TAILWHEEL, FAILED TO LOCK, NULL>"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ","<CANOPY, HAS EFFECT, UNCONTROLLED GROUND COLLISION>
<UNCONTROLLED GROUND COLLISION, HAS CAUSE, PILOT ERROR>
<CANOPY, FOLLOWS, CLIMBOUT>","<CANOPY, HAS EFFECT, UNCONTROLLED GROUND COLLISION>
<UNCONTROLLED GROUND COLLISION, HAS CAUSE, PILOT ERROR>
<CANOPY, FOLLOWS, CLIMBOUT>"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,"<OIL FILLER CAP, OWNED BY, ENGINE>","<OIL FILLER CAP, OWNED BY, ENGINE>"
19750315005389A,TAILWHEEL COCKED RIGHT PRIOR TO TKOF.                                                                              ,"<TAILWHEEL, FOLLOWS, PRIOR TO TKOF>","<TAILWHEEL, FOLLOWS, PRIOR TO TKOF>"
19750419011349A,TOW PLANE BECAME AIRBORNE THEN SETTLED.STUDENT THOUGHT TOW IN TROUBLE & RELEASED.HIT TREE.                         ,"<TOW PLANE, BECAME, AIRBORNE>
<TOW PLANE, HIT, TREE>","<TOW PLANE, BECAME, AIRBORNE>
<TOW PLANE, HIT, TREE>"
19751029037799A,"2ND ILS APCH,ACFT'S G/S INOP.LOM TUNED TO WRONG FREQ.                                                              ","<ACFT, INFLUENCED BY, 2ND ILS APCH>
<ACFT, INFLUENCED BY, G/S INOP>
<LOM, TUNED TO, WRONG FREQ>","<ACFT, INFLUENCED BY, 2ND ILS APCH>
<ACFT, INFLUENCED BY, G/S INOP>
<LOM, TUNED TO, WRONG FREQ>"
19751209037899A,PLT NOTED SOFT R BRAKE PEDAL DRG TAXI TO TKOF.FLT RTND SPRINGFIELD DUE SOFT BRAKE STRONG WINDS BOS                 ,"<PLT, NOTED, SOFT R BRAKE PEDAL>
<FLT, RETURNED, SPRINGFIELD>
<RETURNED, HAS CAUSE, SOFT BRAKE>
<RETURNED, HAS CAUSE, STRONG WINDS BOS>","<PLT, NOTED, SOFT R BRAKE PEDAL>
<FLT, RETURNED, SPRINGFIELD>
<RETURNED, HAS CAUSE, SOFT BRAKE>
<RETURNED, HAS CAUSE, STRONG WINDS BOS>"
19750818025579A,TAXI OFF HARD SFC DUE TFC R MAIN GR BROKE THROUGH ROOF OF A WASHED OUT UNDERGROUND TUNNEL.                         ,"<R MAIN GR, PART OF, TAXI OFF HARD SFC>","<R MAIN GR, PART OF, TAXI OFF HARD SFC>"
19750905025029A,ACFT BEING TAXIED ON GRASS TAXIWAY NOSE WHEEL STRUCK A 6 IN RUT WHICH WAS NOT NOTICED.                             ,"<ACFT, TAXIING AIRCRAFT, GRASS TAXIWAY>","<ACFT, TAXIING AIRCRAFT, GRASS TAXIWAY>"
19750923031109A,DEP FOR DEST WITH KNOWN ELEC PROB. DIDNT USE EMERG GR DOWN SYS.                                                    ,"<DEP, USED BY, DEST>
<DEP, HAS CAUSE, KNOWN ELEC PROB>
<DEP, DIDNT USE, EMERG GR DOWN SYS>","<DEP, USED BY, DEST>
<DEP, HAS CAUSE, KNOWN ELEC PROB>
<DEP, DIDNT USE, EMERG GR DOWN SYS>"
19760215007629A,MTNS OBSCURED.FLT TO CK VOR REC REPTD INOP PRIOR DAY.                                                              ,"<FLT, INFLUENCED BY, MTNS OBSCURED>
<VOR REC, INOPERATIVE, PRIOR DAY>","<FLT, INFLUENCED BY, MTNS OBSCURED>
<VOR REC, INOPERATIVE, PRIOR DAY>"
19760531024959A,MAINT NOT PERFORMED DUE PARTS NOT AVAILABLE. TURBOCHARGER WASTE GATE DID NOT ACTUATE.                              ,"<TURBOCHARGER WASTE GATE, NOT ACTUATE, NULL>","<TURBOCHARGER WASTE GATE, NOT ACTUATE, NULL>"
19760507010379A,"LEFT ENG OIL SUPPLY EXHAUSTED.GEAR-UP LDG IN MESQUITE BRUSH.DENSITY ALT,7200FT. HIGH OIL USAGE ENG                 ","<LEFT ENGINE, OIL SUPPLY, EXHAUSTED>
<GEAR-UP LANDING, LOCATION, MESQUITE BRUSH>
<ENGINE, HIGH OIL USAGE, NULL>","<LEFT ENGINE, OIL SUPPLY, EXHAUSTED>
<GEAR-UP LANDING, LOCATION, MESQUITE BRUSH>
<ENGINE, HIGH OIL USAGE, NULL>"
19761022033409A,PLT CONTINUED T/O IFR AFTER WNDSHD & WINDOWS FOGGED UP DURING VFR DEPARTURE.                                       ,"<PLT, CONTINUED, T/O IFR>
<WNDSHD & WINDOWS, FOGGED UP, DURING VFR DEPARTURE>","<PLT, CONTINUED, T/O IFR>
<WNDSHD & WINDOWS, FOGGED UP, DURING VFR DEPARTURE>"
19761021035989A,PLT PREOCCUPIED WITH PREV NOSE WHEEL VIBRATION.DIDN'T OBSERVE GR SAFE LGT. WIND GUSTING 23KTS.                     ,"<PLT, PREOCCUPIED WITH, PREV NOSE WHEEL VIBRATION>","<PLT, PREOCCUPIED WITH, PREV NOSE WHEEL VIBRATION>"
19760730023679A,"ELECT SYST WENT DEAD,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED.NOT TIME TO EXT.GEAR MANUALLY.                   ","<ELECT SYST, HAS EFFECT, WENT DEAD>","<ELECT SYST, HAS EFFECT, WENT DEAD>"
19760715023479A,GRASS FIRE ONLY. SKID CAUGHT UNDER REFUELING LINE.                                                                 ,"<SKID, CAUGHT UNDER, REFUELING LINE>","<SKID, CAUGHT UNDER, REFUELING LINE>"
19761119035559A,"BANNER PICK UP,LOOP ON TOW ROPE CAUGHT ON L LNDG GR.PLT UN MAINTAIN FLT.                                           ","<LOOP ON TOW ROPE, CAUGHT ON, L LNDG GR>","<LOOP ON TOW ROPE, CAUGHT ON, L LNDG GR>"
19770225003319A,NO NARRATIVE AVAILABLE                                                                                             ,,
19770506041719A,"R ENG,L MAG EXCESSIVE DROP. ATTMPTD FEATHER R PROP,UN FEATHER DUE PRESSURE SWITCH MALFUNCTION.                     ","<R PROP, UNABLE TO FEATHER, PRESSURE SWITCH MALFUNCTION>","<R PROP, UNABLE TO FEATHER, PRESSURE SWITCH MALFUNCTION>"
19770120001659A,RUDDER GUST LOCK ENGAGED.ICE ON WINGS.OVERWEIGHT                                                                   ,"<RUDDER GUST LOCK, ENGAGED, NULL>","<RUDDER GUST LOCK, ENGAGED, NULL>"
19770702018479A,RUDDER & AIL CTL CABLES LOOSE. R RUDDER CABLE CAUGHT UNDER BATTERY BOX SUPPORT STRUCTURE.                          ,"<R RUDDER CABLE, PART OF, BATTERY BOX SUPPORT STRUCTURE>","<R RUDDER CABLE, PART OF, BATTERY BOX SUPPORT STRUCTURE>"
19770814024089A,L MAG INOP.#5 CYL COMPRESSION 25/80.                                                                               ,"<L MAG, INFLUENCED BY, INOP>","<L MAG, INFLUENCED BY, INOP>"
19770530012939A,WRONG PROP INSTALLED                                                                                               ,"<WRONG PROP, INSTANCE OF, INSTALLED>","<WRONG PROP, INSTANCE OF, INSTALLED>"
19770528021299A,APRX 1/2 CUPFULL FLUID UNDER R BRAKE PRIOR TO DEPARTURE.                                                           ,"<R BRAKE, LOCATION, UNDER>","<R BRAKE, LOCATION, UNDER>"
19770705018649A,MIXTURE CONTROL BALL BEARING MISSING FROM HANDLE                                                                   ,"<MIXTURE CONTROL, PART OF, HANDLE>","<MIXTURE CONTROL, PART OF, HANDLE>"
19770622022049A,OIL FILLER CAP MISSING.                                                                                            ,"<OIL FILLER CAP, NOT FASTENED, NULL>","<OIL FILLER CAP, NOT FASTENED, NULL>"
19770610021339A,ACFT N42807 & N7930C SUBSTANTIALLY DMGD. PLT CONTINUED TAXIING AFTER TOTAL HYD FAILURE.                            ,"<ACFT N42807, DAMAGED, SUBSTANTIALLY>
<ACFT N7930C, DAMAGED, SUBSTANTIALLY>
<PLT, CONTINUED TAXIING, AFTER TOTAL HYD FAILURE>","<ACFT N42807, DAMAGED, SUBSTANTIALLY>
<ACFT N7930C, DAMAGED, SUBSTANTIALLY>
<PLT, CONTINUED TAXIING, AFTER TOTAL HYD FAILURE>"
19770622018359A,PLT DID NOT USE EMERG LNDNG GR EXTNSN AFTER ELECTRICAL PWR FAILURE.                                                ,"<PLT, DID NOT USE, EMERG GR DOWN SYS>
<ELECT SYST, FAILURE, ELECTRIC POWER>","<PLT, DID NOT USE, EMERG GR DOWN SYS>
<ELECT SYST, FAILURE, ELECTRIC POWER>"
19770617020389A,INSUFFICIENT ALTITUDE FOR SUCCESSFUL AUTOROTATION.                                                                 ,"<INSUFFICIENT ALTITUDE, HAS EFFECT, UNSUCCESSFUL AUTOROTATION>","<INSUFFICIENT ALTITUDE, HAS EFFECT, UNSUCCESSFUL AUTOROTATION>"
19770530015519A,"CHOKER CABLE STILL CONNECTED TO CARGO HOOK DURING FLT, FREE TO TRAIL IN SLIPSTREAM, STRUCK T/R.                    ","<CHOKER CABLE, CONNECTED TO, CARGO HOOK>
<CHOKER CABLE, DURING, FLT>
<CHOKER CABLE, FREE TO TRAIL, SLIPSTREAM>
<CHOKER CABLE, STRUCK, T/R>","<CHOKER CABLE, CONNECTED TO, CARGO HOOK>
<CHOKER CABLE, DURING, FLT>
<CHOKER CABLE, FREE TO TRAIL, SLIPSTREAM>
<CHOKER CABLE, STRUCK, T/R>"
19770703018529A,OIL TEMP BULB RETAINING NUT FINGER TIGHT.FIRST FLT AFTR ANNUAL.                                                    ,"<FIRST FLT, TIME PERIOD, AFTER ANNUAL>","<FIRST FLT, TIME PERIOD, AFTER ANNUAL>"
19770706020519A,AN175-16 HAD PULLED THROUGH TORQUE LINK CENTER SCISSORS.WASHER CRACKED & SEPARATED FRM BOLT.                       ,"<WASHER, CRACKED, NULL>","<WASHER, CRACKED, NULL>"
19770912040629A,APRX 1745LBS OVR MAX GWT.ENG NOT FEATHERED.AUTOFEATHER NOT CONNECTED.100 OCTANE FUEL.                              ,"<ENG, NOT FEATHERED, NULL>","<ENG, NOT FEATHERED, NULL>"
19780106001449I,"EMERGENCY LANDING AFTER ENGINE QUIT. CAUSE WAS IMPROPER PREFLIGHT, OUT OF FUEL.                                    ","<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, IMPROPER PREFLIGHT>
<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, RAN OUT OF FUEL>
<ENGINE, QUIT, NULL>","<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, IMPROPER PREFLIGHT>
<EMERGENCY OFF AIRPORT LANDING, HAS CAUSE, RAN OUT OF FUEL>
<ENGINE, QUIT, NULL>"
19780110002479I,FORCED LANDING AFTER ENGINE QUIT. SUSPECT WATER IN FUEL.                                                           ,"<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>","<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>"
19780112002729I,FORCED LANDING AFTER POWER LOSS. WATER FOUND IN FUEL.                                                              ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>","<FORCED LANDING, HAS CAUSE, POWER LOSS>
<WATER, LOCATION, FUEL>"
19780108002219I,FORCED LANDING AFTER ENGINE QUIT. FOUND FROZEN WATER IN FUEL SYSTEM.                                               ,"<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<WATER IN FUEL, HAS EFFECT, FROZEN>","<FORCED LANDING, FOLLOWS, ENGINE QUIT>
<WATER IN FUEL, HAS EFFECT, FROZEN>"
19780113002859I,"ABORTED TAKEOFF DUE TO UNLOCKED DOOR, UNABLE TO STOP BEFORE STRIKING SNOW BANK.                                    ","<ABORTED, HAS CAUSE, UNLOCKED DOOR>","<ABORTED, HAS CAUSE, UNLOCKED DOOR>"
19780129004679I,"ENGINE QUIT, LANDING MADE ON FROZEN LAKE. ICE RESTRICTION IN MAIN FUEL STRAINER.                                   ","<ENGINE, HAS EFFECT, ENGINE QUIT>
<LANDING, LOCATION, FROZEN LAKE>
<ICE, LOCATION, MAIN FUEL STRAINER>","<ENGINE, HAS EFFECT, ENGINE QUIT>
<LANDING, LOCATION, FROZEN LAKE>
<ICE, LOCATION, MAIN FUEL STRAINER>"
19780203005449I,SHORTLY AFTER CHANGING FUEL TANKS ONE ENGINE BECAME ROUGH AND WAS SHUT DOWN. HAD BEEN TOPPED OFF WITH JET FUEL.    ,"<ENGINE, BECAME, ROUGH>
<ENGINE, WAS, SHUT DOWN>
<FUEL TANKS, CHANGING, SHORTLY AFTER>
<FUEL TANKS, HAD BEEN TOPPED OFF WITH, JET FUEL>","<ENGINE, BECAME, ROUGH>
<ENGINE, WAS, SHUT DOWN>
<FUEL TANKS, CHANGING, SHORTLY AFTER>
<FUEL TANKS, HAD BEEN TOPPED OFF WITH, JET FUEL>"
19780205005989I,"ENGINE VIBRATED, LOST POWER, THEN QUIT. CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER.                             ","<ENGINE, LOST POWER, NULL>
<ENGINE, QUIT, NULL>
<CARBURETOR FLOAT BOWL, CONTAMINATED WITH, WATER>","<ENGINE, LOST POWER, NULL>
<ENGINE, QUIT, NULL>
<CARBURETOR FLOAT BOWL, CONTAMINATED WITH, WATER>"
19780121004029I,GEAR SWITCH WAS NOT IN THE DOWN POSITION AND GEAR RETRACTED DURING TAKE OFF ROLL.                                  ,"<GEAR, RETRACT, DURING TAKEOFF ROLL>","<GEAR, RETRACT, DURING TAKEOFF ROLL>"
19780130004789I,PILOT FAILED TO CHECK POSITION OF GEAR HANDLE. GEAR RETRACTED ON TAKEOFF ROLL.                                     ,"<GEAR, RETRACT, TAKEOFF ROLL>","<GEAR, RETRACT, TAKEOFF ROLL>"
19780102000459I,"TAXIED OFF RUNWAY, STRUCK DITCH AT NIGHT. LANDING LIGHT WAS INOPERATIVE.                                           ","<TAXIED OFF RUNWAY, STRUCK, DITCH>","<TAXIED OFF RUNWAY, STRUCK, DITCH>"
19771213042839A,"RUDDER,R AIL CTL LOCKS INSTALLED.REAR CG AFT OF OPTIMUM RANGE BUT FORWARD OF REARMOST LIMIT.                       ","<R AIL CTL LOCKS, INSTALLED, NULL>","<R AIL CTL LOCKS, INSTALLED, NULL>"
19771104034549A,"RT BRAKE PUCK 70 WORN,FADING FOR LAST WK.                                                                          ","<RT BRAKE, WORN OUT & INEFFECTIVE BRAKES, NULL>","<RT BRAKE, WORN OUT & INEFFECTIVE BRAKES, NULL>"
19770927027719A,WATER IN REAR COMPTMT FLOATS.EXCEEDED AFT CG LMT.THROTTLE FRICTION LOOSE.                                          ,"<FLOATS, PART OF, REAR COMPTMT>
<REAR COMPTMT, HAS EFFECT, EXCEEDED AFT CG LMT>
<THROTTLE FRICTION, LOOSE, NULL>","<FLOATS, PART OF, REAR COMPTMT>
<REAR COMPTMT, HAS EFFECT, EXCEEDED AFT CG LMT>
<THROTTLE FRICTION, LOOSE, NULL>"
