c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19890725041869I,ON ENGINE START PILOTS SEAT WENT TO FULL AFT POSITION. PUSH THROTTLE IN FULL. AIRCRAFT COLLIDED WITH PARKED PLANE. ,"<PILOTS SEAT, WENT TO, FULL AFT POSITION>
<AIRCRAFT, COLLIDED WITH, PARKED AIRCRAFT>","<PILOTS SEAT, WENT TO, FULL AFT POSITION>
<AIRCRAFT, COLLIDED WITH, PARKED AIRCRAFT>"
19911222062669I,AFTER LIFTOFF PILOT NOTICED RIGHT FUEL CAP MISSING. ABORTED. LANDED ON SAME RUNWAY. RAN OFF SIDE OF RUNWAY.        ,"<AFTER LIFTOFF, FOLLOWS, LIFTOFF>
<PILOT, NOTICED, RIGHT FUEL CAP MISSING>
<ABORTED, FOLLOWS, NOTICED>
<LANDED, FOLLOWS, ABORTED>
<LANDED, LOCATION, SAME RUNWAY>
<RAN OFF, FOLLOWS, LANDED>
<RAN OFF, LOCATION, SIDE OF RUNWAY>","<AFTER LIFTOFF, FOLLOWS, LIFTOFF>
<PILOT, NOTICED, RIGHT FUEL CAP MISSING>
<ABORTED, FOLLOWS, NOTICED>
<LANDED, FOLLOWS, ABORTED>
<LANDED, LOCATION, SAME RUNWAY>
<RAN OFF, FOLLOWS, LANDED>
<RAN OFF, LOCATION, SIDE OF RUNWAY>"
20030607012509A,"(-23) THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT (BVO) BARTLESVILLE, OK AT 1147 AM LOCAL TIME FOR A LOCAL","<AIRCRAFT, DEPARTED, BARTLESVILLE MUNICIPAL AIRPORT>","<AIRCRAFT, DEPARTED, BARTLESVILLE MUNICIPAL AIRPORT>"
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,"<PILOT, RAN OFF, END OF RUNWAY>
<REMAINING BRAKE, FAILED, NULL>","<PILOT, RAN OFF, END OF RUNWAY>
<REMAINING BRAKE, FAILED, NULL>"
19781210024199I,WHEELS LOCKED UP AFTER SEVERAL TOUCH AND GO LANDINGS DUE TO SNOW PACKED IN THE WHEEL PANTS.                        ,"<WHEELS, HAS CAUSE, SNOW PACKED IN THE WHEEL PANTS>","<WHEELS, HAS CAUSE, SNOW PACKED IN THE WHEEL PANTS>"
19950804028629A,LOST POWER LANDED HARD IN ROUGH WATER. DAMAGED FLOATS AND LONGERON. WATER IN FUEL. MISREAD WATER IN SUMP TO BE FUEL,"<LOST POWER, HAS EFFECT, LANDED HARD>
<LANDED HARD, LOCATION, ROUGH WATER>
<DAMAGED, PART OF, FLOATS>
<DAMAGED, PART OF, LONGERON>
<WATER, PART OF, FUEL>
<MISREAD, HAS CAUSE, WATER IN SUMP>
<MISREAD, HAS EFFECT, FUEL>","<LOST POWER, HAS EFFECT, LANDED HARD>
<LANDED HARD, LOCATION, ROUGH WATER>
<DAMAGED, PART OF, FLOATS>
<DAMAGED, PART OF, LONGERON>
<WATER, PART OF, FUEL>
<MISREAD, HAS CAUSE, WATER IN SUMP>
<MISREAD, HAS EFFECT, FUEL>"
20040304003309I,"(-23) AFTER NORMAL TOUCHDOWN THE AIRCRAFT STARTED SLIDING OR HYDROPLANING TOWARD LEFT SIDE OF RUNWAY, AIRCRAFT STRU","<AIRCRAFT, AFTER, NORMAL TOUCHDOWN>
<AIRCRAFT, STARTED SLIDING, LEFT SIDE OF RUNWAY>","<AIRCRAFT, AFTER, NORMAL TOUCHDOWN>
<AIRCRAFT, STARTED SLIDING, LEFT SIDE OF RUNWAY>"
19780427013859I,ENGINE COWLING SEPARATED FROM ENGINE IN FLIGHT.                                                                    ,"<ENGINE COWLING, SEPARATED, ENGINE>","<ENGINE COWLING, SEPARATED, ENGINE>"
20070202001609A,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","<AIRCRAFT, LOST POWER, NEAR GRINNELL>","<AIRCRAFT, LOST POWER, NEAR GRINNELL>"
19780916024019A,TIE DOWN STRAP ACROSS LEFT SKID CAUGHT ON TRAILER AND TETHERED HEPER.                                              ,"<TIE DOWN STRAP, CAUGHT ON, TRAILER>","<TIE DOWN STRAP, CAUGHT ON, TRAILER>"
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,"<PILOT, FAILED TO ENSURE, FUEL TANK CAPS>","<PILOT, FAILED TO ENSURE, FUEL TANK CAPS>"
20040925025079A,(-23) FUEL CONTAMINATION IN AIRFRAME FUEL FILTER AS WELL AS IN FUEL FILTER AND ENGINE DRIVEN FUEL PUMP FILTER. THE ,"<FUEL CONTAMINATION, LOCATION, AIRFRAME FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, ENGINE DRIVEN FUEL PUMP FILTER>","<FUEL CONTAMINATION, LOCATION, AIRFRAME FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, FUEL FILTER>
<FUEL CONTAMINATION, LOCATION, ENGINE DRIVEN FUEL PUMP FILTER>"
19961027033759A,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,"<CONNECTING ROD, BENT, HYDRO LOCK>","<CONNECTING ROD, BENT, HYDRO LOCK>"
19870309039779I,"WHILE TAXIING, THE AIRCRAFT STRUCK N106DA WHICH WAS PARKED.  PILOT WAS UNAWARE OF BRAKE PROBLEMS ON THE AIRCRAFT.  ","<AIRCRAFT, STRUCK, N106DA>
<N106DA, LOCATION, PARKED AIRCRAFT>
<PILOT, UNAWARE OF, BRAKE PROBLEMS>
<BRAKE PROBLEMS, PART OF, AIRCRAFT>","<AIRCRAFT, STRUCK, N106DA>
<N106DA, LOCATION, PARKED AIRCRAFT>
<PILOT, UNAWARE OF, BRAKE PROBLEMS>
<BRAKE PROBLEMS, PART OF, AIRCRAFT>"
20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","<N759TY, INSTANCE OF, CE-182>","<N759TY, INSTANCE OF, CE-182>"
19951031041599A,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,"<NOSE BAGGAGE DOOR, OPENED, CLIMBOUT>
<POWER, REDUCED, NULL>
<TEST FLIGHT, INSTANCE OF, STORAGE>","<NOSE BAGGAGE DOOR, OPENED, CLIMBOUT>
<POWER, REDUCED, NULL>
<TEST FLIGHT, INSTANCE OF, STORAGE>"
19850729066139I,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,"<ELEVATOR CONTROL, JAMMED, HARNESS CAUGHT ON ELEVATOR CABLE>
<STICK BOOT, NOT FASTENED, FLOOR>
<LANDED, LOCATION, FIELD>","<ELEVATOR CONTROL, JAMMED, HARNESS CAUGHT ON ELEVATOR CABLE>
<STICK BOOT, NOT FASTENED, FLOOR>
<LANDED, LOCATION, FIELD>"
19940226003029A,LOST POWER EN ROUTE. LANDED ON PRIVATE STRIP. NOSED OVER. LEFT FUEL CAP LEAKED. PREVENTED GRAVITY FUEL FLOW.       ,"<LOST POWER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LANDED, LOCATION, PRIVATE STRIP>
<NOSED OVER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LEFT FUEL CAP LEAKED, HAS EFFECT, PREVENTED GRAVITY FUEL FLOW>","<LOST POWER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LANDED, LOCATION, PRIVATE STRIP>
<NOSED OVER, HAS CAUSE, LEFT FUEL CAP LEAKED>
<LEFT FUEL CAP LEAKED, HAS EFFECT, PREVENTED GRAVITY FUEL FLOW>"
19780111000459A,ACFT DISPATCHER HARRASSMENT OF PILOT. PILOT FORGOT TO REMOVE TIEDROPE.                                             ,"<PILOT, FORGOT TO REMOVE, TIE DOWN STRAP>","<PILOT, FORGOT TO REMOVE, TIE DOWN STRAP>"
20010411006739I,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.","<HELICOPTER, LOCATION, HELIPAD>","<HELICOPTER, LOCATION, HELIPAD>"
19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","<COPPER TUBE, USED BY, AERIAL BANNERS>","<COPPER TUBE, USED BY, AERIAL BANNERS>"
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA","<FORCED LANDING, LOCATION, HIGHWAY 93>","<FORCED LANDING, LOCATION, HIGHWAY 93>"
19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","<N153JC, INSTANCE OF, HOMEBUILT CIERNIA GLASAIR III>","<N153JC, INSTANCE OF, HOMEBUILT CIERNIA GLASAIR III>"
19980415037339I,(-5)NOSE BAGGAGE CARGO CONSISTING OF A WOODEN WHEEL CHOCK SHIFTED DURING FLIGHT AND JAMMED THE NOSE LANDING GEAR ME,"<NOSE BAGGAGE DOOR, PART OF, NOSE LANDING GEAR>","<NOSE BAGGAGE DOOR, PART OF, NOSE LANDING GEAR>"
19950826026019A,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.","<NR1 ENGINE, INSTANCE OF, COMPRESSOR STALL>","<NR1 ENGINE, INSTANCE OF, COMPRESSOR STALL>"
20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","<BEECH 1900D, INSTANCE OF, AIRCRAFT>
<N81SK, OWNED BY, SKYWAY AIRLINE>
<SKYWAY AIRLINE FLIGHT, TIME PERIOD, FEBRUARY 19, 2000>","<BEECH 1900D, INSTANCE OF, AIRCRAFT>
<N81SK, OWNED BY, SKYWAY AIRLINE>
<SKYWAY AIRLINE FLIGHT, TIME PERIOD, FEBRUARY 19, 2000>"
19860514036219I,GROUND LOOPED ON LANDING. TAILWHEEL WAS FOUND JAMMED FAR RIGHT.                                                    ,"<TAILWHEEL, FOUND, JAMMED FAR RIGHT>","<TAILWHEEL, FOUND, JAMMED FAR RIGHT>"
19880527016939A,ENGINE QUIT ON INITIAL CLIMBOUT. CRASH LANDED AVOIDING TREES. FOUND SELECTED FUEL TANK EMPTY. TRIP WAS TO GET FUEL.,"<ENGINE, QUIT, INITIAL CLIMBOUT>
<CRASHED, HAS CAUSE, AVOIDING TREES>
<SELECTED FUEL TANK, FOUND, EMPTY>","<ENGINE, QUIT, INITIAL CLIMBOUT>
<CRASHED, HAS CAUSE, AVOIDING TREES>
<SELECTED FUEL TANK, FOUND, EMPTY>"
19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"<AIRPLANE, CRASHED, NULL>","<AIRPLANE, CRASHED, NULL>"
19970828026989A,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,"<TAKEOFF ROLL, HAS EFFECT, LOUD POP>
<RUDDER CONTROL, LOST CONTROL, NULL>
<RWY, LOCATION, CORNFIELD>
<TAILWHEEL, FAILED TO LOCK, NULL>","<TAKEOFF ROLL, HAS EFFECT, LOUD POP>
<RUDDER CONTROL, LOST CONTROL, NULL>
<RWY, LOCATION, CORNFIELD>
<TAILWHEEL, FAILED TO LOCK, NULL>"
19870523018729A,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ","<CANOPY, HAS EFFECT, UNCONTROLLED GROUND COLLISION>
<UNCONTROLLED GROUND COLLISION, HAS CAUSE, PILOT ERROR>
<CANOPY, FOLLOWS, CLIMBOUT>","<CANOPY, HAS EFFECT, UNCONTROLLED GROUND COLLISION>
<UNCONTROLLED GROUND COLLISION, HAS CAUSE, PILOT ERROR>
<CANOPY, FOLLOWS, CLIMBOUT>"
20030620012809I,(-23) PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF. OIL WAS OBSERVED COMING OUT OF THE ENGINE ,"<OIL FILLER CAP, OWNED BY, ENGINE>","<OIL FILLER CAP, OWNED BY, ENGINE>"
