c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19800819039089A,ENGINE FAILED AFTER TAKEOFF. AIRCRAFT CRASHED INTO TREES.                                                          ,"<ENGINE, HAS EFFECT, FAILED>
<FAILED, HAS CAUSE, AFTER TAKEOFF>
<AIRCRAFT, HAS EFFECT, CRASHED INTO TREES>","<ENGINE, HAS EFFECT, FAILED>
<FAILED, HAS CAUSE, AFTER TAKEOFF>
<AIRCRAFT, HAS EFFECT, CRASHED INTO TREES>"
19800817081579I,NOSE GEAR RETRACTED ON TAKEOFF ROLL. PILOT FAILED TO CHECK GEAR HANDLE POSITION.                                   ,"<NOSE GEAR, HAS EFFECT, RETRACTED ON TAKEOFF ROLL>
<PILOT, HAS CAUSE, FAILED TO CHECK GEAR HANDLE POSITION>","<NOSE GEAR, HAS EFFECT, RETRACTED ON TAKEOFF ROLL>
<PILOT, HAS CAUSE, FAILED TO CHECK GEAR HANDLE POSITION>"
19800810080939I,SIPHONING IN FLIGHT DUE TO IMPROPERLY PLACED FUEL CAP. INOPERATIVE FUEL GAUGES.                                    ,"<SIPHONING IN FLIGHT, HAS CAUSE, IMPROPERLY PLACED FUEL CAP>","<SIPHONING IN FLIGHT, HAS CAUSE, IMPROPERLY PLACED FUEL CAP>"
19800724029239A,"ENGINE SEIZED DURING SPRAY OPERATION. STALLED, TURNING FOR EMERGENCY LANDING. FOUND OIL QUICK DRAIN OPEN.          ","<ENGINE, HAS EFFECT, SEIZED>
<ENGINE SEIZED, HAS CAUSE, SPRAY OPERATION>
<ENGINE SEIZED, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, TURNING FOR EMERGENCY LANDING>
<OIL QUICK DRAIN, HAS EFFECT, OPEN>","<ENGINE, HAS EFFECT, SEIZED>
<ENGINE SEIZED, HAS CAUSE, SPRAY OPERATION>
<ENGINE SEIZED, HAS EFFECT, STALLED>
<STALLED, HAS EFFECT, TURNING FOR EMERGENCY LANDING>
<OIL QUICK DRAIN, HAS EFFECT, OPEN>"
19800717026269A,"LIFTED EXTERNAL LOAD. LONG LINE CAUGHT ON SKID, PULLED HELICOPTER DOWN INTO TREES. FAILED TO DUMP LOAD.            ","<LONG LINE, HAS EFFECT, PULLED HELICOPTER DOWN INTO TREES>","<LONG LINE, HAS EFFECT, PULLED HELICOPTER DOWN INTO TREES>"
19800806066409I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,"<FORCED LANDING, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>","<FORCED LANDING, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>"
19800703059429I,"MAINTENANCE MAN LEFT TIE DOWN ROPE HANGING OUT OF AIRCRAFT,WHICH BECAME ENTANGLED IN FLOAT FORCING CRAFT OFF DOCK. ","<TIE DOWN ROPE, MAINTAINED BY, MAINTENANCE MAN>","<TIE DOWN ROPE, MAINTAINED BY, MAINTENANCE MAN>"
19800722062269I,REAR AIRSTAIRS CAME OPEN IN FLIGHT.                                                                                ,"<REAR AIRSTAIRS, HAS EFFECT, CAME OPEN IN FLIGHT>","<REAR AIRSTAIRS, HAS EFFECT, CAME OPEN IN FLIGHT>"
19800711024979A,PILOT DID NOT DO A COMPLETE PREFLIGHT. CONTROL WAS LOCKED ON TAKEOFF. PLANE CRASHED AFTER LIFTOFF FROM RUNWAY.     ,"<PLANE, HAS CAUSE, CONTROL WAS LOCKED ON TAKEOFF>
<PLANE, HAS EFFECT, CRASHED AFTER LIFTOFF FROM RUNWAY>","<PLANE, HAS CAUSE, CONTROL WAS LOCKED ON TAKEOFF>
<PLANE, HAS EFFECT, CRASHED AFTER LIFTOFF FROM RUNWAY>"
19800716027379A,FIRST FLIGHT AFTER REPAIRS. LOST CONTROL ON CLIMBOUT. FOUND AILERON QUICK DISCONNECTS NOT CONNECTED.               ,"<FLIGHT, FOLLOWS, REPAIRS>","<FLIGHT, FOLLOWS, REPAIRS>"
19800711025329A,STUDENT PILOT TAXIING FOR TAKEOFF LOST CONTROL AND CRASHED INTO DITCH OFF SIDE OF TAXIWAY.                         ,"<STUDENT PILOT, INSTANCE OF, PILOT>","<STUDENT PILOT, INSTANCE OF, PILOT>"
19800828077119I,"ENGINE POWER LOSS AFTER TAKEOFF, LANDED IN CANE FIELD. SUSPECT FUEL CONTAMINATION.                                 ","<ENGINE POWER LOSS, HAS EFFECT, LANDED IN CANE FIELD>
<ENGINE POWER LOSS, HAS CAUSE, SUSPECT FUEL CONTAMINATION>","<ENGINE POWER LOSS, HAS EFFECT, LANDED IN CANE FIELD>
<ENGINE POWER LOSS, HAS CAUSE, SUSPECT FUEL CONTAMINATION>"
19800828088529I,PITOT TUBE OBSTRUCTED. STUDENT PILOT ABORTED TAKEOFF DUE TO PERCEIVED SLOW ACCELERATION. BLEW A TIRE OFF RUNWAY.   ,"<PITOT TUBE, HAS CAUSE, OBSTRUCTED>
<STUDENT PILOT, HAS EFFECT, ABORTED TAKEOFF>
<TAKEOFF, HAS CAUSE, PERCEIVED SLOW ACCELERATION>
<TIRE, HAS EFFECT, BLEW OFF RUNWAY>","<PITOT TUBE, HAS CAUSE, OBSTRUCTED>
<STUDENT PILOT, HAS EFFECT, ABORTED TAKEOFF>
<TAKEOFF, HAS CAUSE, PERCEIVED SLOW ACCELERATION>
<TIRE, HAS EFFECT, BLEW OFF RUNWAY>"
19800920069229I,EMERGENCY LANDING AFTER ENGINE RAN ROUGH. FOUND AUTOMOTIVE GRADE FUEL IN TANKS AND RUSTED CARB HEAT MUFF.          ,"<EMERGENCY LANDING, HAS CAUSE, ENGINE RAN ROUGH>","<EMERGENCY LANDING, HAS CAUSE, ENGINE RAN ROUGH>"
19800921069839I,UNSCHEDULED LANDING AFTER ENGINE ROUGHNESS. FOUND WATER IN FUEL TANKS.                                             ,"<UNSCHEDULED LANDING, HAS CAUSE, ENGINE ROUGHNESS>
<ENGINE ROUGHNESS, HAS CAUSE, WATER IN FUEL TANKS>","<UNSCHEDULED LANDING, HAS CAUSE, ENGINE ROUGHNESS>
<ENGINE ROUGHNESS, HAS CAUSE, WATER IN FUEL TANKS>"
19800924070749I,BAGGAGE DOOR WAS NOT PROPERLY LATCHED ALLOWING BRIEFCASE TO FALL OUT AND STRIKE PROPELLER.                         ,"<BRIEFCASE, HAS CAUSE, BAGGAGE DOOR NOT PROPERLY LATCHED>
<BRIEFCASE, HAS EFFECT, FALL OUT>
<BRIEFCASE, HAS EFFECT, STRIKE PROPELLER>","<BRIEFCASE, HAS CAUSE, BAGGAGE DOOR NOT PROPERLY LATCHED>
<BRIEFCASE, HAS EFFECT, FALL OUT>
<BRIEFCASE, HAS EFFECT, STRIKE PROPELLER>"
19800926071329I,NOSE BAGGAGE DOOR CAME OFF IN FLIGHT.                                                                              ,"<NOSE BAGGAGE DOOR, HAS EFFECT, CAME OFF IN FLIGHT>","<NOSE BAGGAGE DOOR, HAS EFFECT, CAME OFF IN FLIGHT>"
19801001089029I,AIRCRAFT BEGAN TO POP AND SPUTTER AFTER LIFTOFF. LANDED IN FIELD.INLET FUEL SCREEN CHAMBER FULL OF WATER.          ,"<INLET FUEL SCREEN CHAMBER, FULL OF, WATER>","<INLET FUEL SCREEN CHAMBER, FULL OF, WATER>"
19801002072409I,ZD ZE NOSE BAGGAGE DOOR CAME OPEN ON TAKEOFF RUN. ABORTED TAKEOFF AND RAN OFF END OF RUNWAY. AC OUT OF ANNUAL      ,"<NOSE BAGGAGE DOOR, PART OF, ZD ZE>","<NOSE BAGGAGE DOOR, PART OF, ZD ZE>"
19801002072439I,ZN PILOT DID NOT GET GREEN LIGHTS WITH GEAR EXTENSION AND DID NOT TRY TO EXTEND MANUALLY. GEAR COLLAPSED ON LANDING,"<ZN PILOT, DID NOT GET, GREEN LIGHTS WITH GEAR EXTENSION>
<GEAR, COLLAPSED ON, LANDING>","<ZN PILOT, DID NOT GET, GREEN LIGHTS WITH GEAR EXTENSION>
<GEAR, COLLAPSED ON, LANDING>"
19801009081049I,PILOT STARTED TO TAXI FROM TIEDOWN SPOT WHEN RIGHT BRAKE FAILED. AIRCRAFT STRUCK PARKED AIRCRAFT.                  ,"<PILOT, HAS CAUSE, RIGHT BRAKE FAILED>
<AIRCRAFT, HAS EFFECT, STRUCK PARKED AIRCRAFT>","<PILOT, HAS CAUSE, RIGHT BRAKE FAILED>
<AIRCRAFT, HAS EFFECT, STRUCK PARKED AIRCRAFT>"
19801013077609I,"EMERGENCY LANDING DUE TO LOSS OF OIL. AIRCRAFT JUST SERVICED, OIL CAP NOT SECURED, PILOT FAILED TO CHECK.          ","<EMERGENCY LANDING, HAS CAUSE, LOSS OF OIL>","<EMERGENCY LANDING, HAS CAUSE, LOSS OF OIL>"
19801014084349I,"ATTEMPTED SINGLE ENGINE FERRY AFTER PERMIT HAD BEEN DENIED.  LOST RPM, LANDED IN OCEAN.  FLOTATION GEAR WORKED OK. ","<SINGLE ENGINE FERRY, INSTANCE OF, ATTEMPTED>","<SINGLE ENGINE FERRY, INSTANCE OF, ATTEMPTED>"
19801020083779I,UNSCHEDULED LANDING AFTER NOTICING OIL LEAK. OIL CAP NOT SECURED PROPERLY.                                         ,"<OIL LEAK, HAS CAUSE, OIL CAP NOT SECURED PROPERLY>","<OIL LEAK, HAS CAUSE, OIL CAP NOT SECURED PROPERLY>"
19801021077929I,NOSE GEAR STUCK ON RETRACTION AND COULD NOT BE EXTENDED. MECHANIC HAD FAILED TO CONNECT DOORS AFTER MAINTENANCE.   ,"<NOSE GEAR, HAS CAUSE, MECHANIC HAD FAILED TO CONNECT DOORS AFTER MAINTENANCE>","<NOSE GEAR, HAS CAUSE, MECHANIC HAD FAILED TO CONNECT DOORS AFTER MAINTENANCE>"
19801101078729I,"AIRCRAFT LOST BRAKE WHILE MAKING LEFT TURN. ON APPLICATION OF RIGHT BRAKE,AIRCRAFT LEFT RUNWAY AND STRUCK TREES.   ","<AIRCRAFT, HAS CAUSE, LOST BRAKE>
<AIRCRAFT, HAS EFFECT, LEFT RUNWAY>
<AIRCRAFT, HAS EFFECT, STRUCK TREES>","<AIRCRAFT, HAS CAUSE, LOST BRAKE>
<AIRCRAFT, HAS EFFECT, LEFT RUNWAY>
<AIRCRAFT, HAS EFFECT, STRUCK TREES>"
19801105078969I,PILOT TOOK OFF WITH THE ELEVATOR STUCK IN THE FULL NOSE UP POSITION. WAS ABLE TO BREAK IT LOOSE AND LAND.          ,"<ELEVATOR, POSITION, FULL NOSE UP>","<ELEVATOR, POSITION, FULL NOSE UP>"
19800923070849I,"TOOK OFF WITH ONE GENERATOR INOPERATIVE, THE OTHER THEN FAILED, CAUSING INSUFFICIENT POWER TO LOCK LANDING GEAR.   ","<GENERATOR, INOPERATIVE, ONE>
<OTHER GENERATOR, FAILED, THEN>
<FAILED GENERATOR, HAS CAUSE, INSUFFICIENT POWER>
<INSUFFICIENT POWER, HAS EFFECT, LOCK LANDING GEAR>","<GENERATOR, INOPERATIVE, ONE>
<OTHER GENERATOR, FAILED, THEN>
<FAILED GENERATOR, HAS CAUSE, INSUFFICIENT POWER>
<INSUFFICIENT POWER, HAS EFFECT, LOCK LANDING GEAR>"
19800922070659I,PROPELLER PICKED UP GROUNDING CABLE FROM RAMP AND DAMAGED AIRCRAFT.                                                ,"<PROPELLER, HAS EFFECT, DAMAGED AIRCRAFT>","<PROPELLER, HAS EFFECT, DAMAGED AIRCRAFT>"
19800922070309I,NOSE GEAR COLLAPSED AFTER LANDING WITH FLAT TIRE.                                                                  ,"<NOSE GEAR, HAS CAUSE, FLAT TIRE>","<NOSE GEAR, HAS CAUSE, FLAT TIRE>"
19800903086869I,"FORCED LANDING AFTER FUEL WAS EXHAUSTED. FOUND LOOSE FUEL CAP ALLOWING FUEL TO SIPHON OVERBOARD,                   ","<FUEL EXHAUSTION, HAS CAUSE, LOOSE FUEL CAP>","<FUEL EXHAUSTION, HAS CAUSE, LOOSE FUEL CAP>"
19800920069449I,FORCED LANDING AFTER ENGINE QUIT SHORTLY AFTER TAKEOFF. FOUND WATER IN FUEL.                                       ,"<FORCED LANDING, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>","<FORCED LANDING, HAS CAUSE, ENGINE QUIT>
<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>"
19800908069749I,FUEL ADDED FROM TANK ON LOADING TRUCK PRIOR TO DEPARTURE FOR SPRAYING. ENGINE STOPPED DUE TO WATER IN THE FUEL.    ,"<ENGINE, HAS CAUSE, WATER IN THE FUEL>","<ENGINE, HAS CAUSE, WATER IN THE FUEL>"
19801026075989I,AIRCRAFT TOOK OFF WITH WING TIP MISSING.                                                                           ,"<AIRCRAFT, TOOK OFF WITH, WING TIP MISSING>","<AIRCRAFT, TOOK OFF WITH, WING TIP MISSING>"
19800901067979I,POWER LOSS OCCURRED. MADE EMERGENCY LANDING. WATER IN SEDIMENT BOWL OF FUEL SYSTEM.                                ,"<POWER LOSS, HAS EFFECT, EMERGENCY LANDING>
<WATER, LOCATION, SEDIMENT BOWL OF FUEL SYSTEM>","<POWER LOSS, HAS EFFECT, EMERGENCY LANDING>
<WATER, LOCATION, SEDIMENT BOWL OF FUEL SYSTEM>"
19800904089099I,AMATEUR BUILT PLANE WOULD NOT DEVELOP SUFFICIENT RPM BECAUSE OF INCORRECT PROP INSTALLATION.                       ,"<AMATEUR BUILT PLANE, HAS CAUSE, INCORRECT PROP INSTALLATION>","<AMATEUR BUILT PLANE, HAS CAUSE, INCORRECT PROP INSTALLATION>"
19801105083419I,ZA PILOT STOPPED FOR FUEL. ON TAKEOFF ENGINE QUIT. WTER FOUND IN FUEL TANKS STRAINER AND T FITTING.                ,"<ENGINE, HAS CAUSE, WATER IN FUEL TANKS>","<ENGINE, HAS CAUSE, WATER IN FUEL TANKS>"
19800917083909I,TEMPORARY LOSS OF ENGINE POWER AFTER PILOT KICKED FUEL SELECTOR.                                                   ,"<TEMPORARY LOSS OF ENGINE POWER, HAS CAUSE, PILOT KICKED FUEL SELECTOR>","<TEMPORARY LOSS OF ENGINE POWER, HAS CAUSE, PILOT KICKED FUEL SELECTOR>"
19800926071449I,UNSCHEDULED LANDING AFTER CABLE BLEW INTO TAIL ROTOR CAUSING IT TO SEPERATE AIRCRAFT.                              ,"<CABLE, HAS CAUSE, UNSCHEDULED LANDING>","<CABLE, HAS CAUSE, UNSCHEDULED LANDING>"
19800921042509A,"NOSED UP NEAR STALL ON TAKEOFF. PILOT REMOVED CONTROL LOCK, RECOVERED TO HIGH SINK RATE AT GROUND IMPACT.          ","<CONTROL LOCK, REMOVED BY, PILOT>","<CONTROL LOCK, REMOVED BY, PILOT>"
19800921081689I,ENGINE QUIT MOMENTARILY AFTER TAKEOFF CAUSING WING TO STRIKE A TREE. FOUND WATER IN THE FUEL.                      ,"<ENGINE QUIT, HAS EFFECT, WING TO STRIKE A TREE>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>","<ENGINE QUIT, HAS EFFECT, WING TO STRIKE A TREE>
<ENGINE QUIT, HAS CAUSE, WATER IN THE FUEL>"
19801005048649A,"LIFTED OFF WITH EFFORT, AIRPLANE NOSE HEAVY, ABORTED, SLAMMED INTO RUNWAY NOSE DOWN. FOUND ELEVATOR TRIM FULL DOWN.","<ABORTED, HAS CAUSE, AIRPLANE NOSE HEAVY>","<ABORTED, HAS CAUSE, AIRPLANE NOSE HEAVY>"
19800901081639I,FORCED LANDING AFTER ENGINE QUIT. FOUND WATER IN FUEL.                                                             ,"<ENGINE, HAS EFFECT, FORCED LANDING>
<ENGINE, HAS CAUSE, WATER IN FUEL>","<ENGINE, HAS EFFECT, FORCED LANDING>
<ENGINE, HAS CAUSE, WATER IN FUEL>"
19801015057189A,"NOT SATISFIED WITH PERFORMANCE. ABORTED TAKEOFF. LANDED, RAN OFF END OF RUNWAY. SUSPECT FRONT ON WINGS.            ","<ABORTED TAKEOFF, HAS CAUSE, NOT SATISFIED WITH PERFORMANCE>","<ABORTED TAKEOFF, HAS CAUSE, NOT SATISFIED WITH PERFORMANCE>"
19800901067929I,"OIL PRESSURE BEGAN TO RISE. PILOT NOTIFIED CENTER. DIP STICK LOOSE, LOW OIL QUANTITY.                              ","<OIL PRESSURE, HAS EFFECT, RISE>","<OIL PRESSURE, HAS EFFECT, RISE>"
19801020075389I,ENGINE SHUT DOWN DUE TO LOSS OF OIL PRESSURE. LOSS OF OIL WAS DUE TO LOOSE OIL CAP.                                ,"<ENGINE SHUT DOWN, HAS CAUSE, LOSS OF OIL PRESSURE>
<LOSS OF OIL PRESSURE, HAS CAUSE, LOOSE OIL CAP>","<ENGINE SHUT DOWN, HAS CAUSE, LOSS OF OIL PRESSURE>
<LOSS OF OIL PRESSURE, HAS CAUSE, LOOSE OIL CAP>"
19800907069679I,"DOWNLOCK PINS IMPROPERLY INSTALLED AFTER LANDING, NOT FLAGGED, NOT REMOVED BEFORE TAKEOFF.                         ","<DOWNLOCK PINS, USED BY, AIRCRAFT>","<DOWNLOCK PINS, USED BY, AIRCRAFT>"
19801114074879I,"ZE ZW NOSE BAGGAGE DOOR CAME OPEN AT ROTATION, TAKE OFF ABORTED. SLID SIDEWAYS ON ICE AND SNOW, GEAR COLLAPSED.    ","<NOSE BAGGAGE DOOR, EVENT DISTANCE, ROTATION>
<TAKE OFF, HAS CAUSE, NOSE BAGGAGE DOOR CAME OPEN>
<TAKE OFF, HAS EFFECT, ABORTED>
<GEAR, HAS EFFECT, COLLAPSED>
<SLID, LOCATION, ICE AND SNOW>","<NOSE BAGGAGE DOOR, EVENT DISTANCE, ROTATION>
<TAKE OFF, HAS CAUSE, NOSE BAGGAGE DOOR CAME OPEN>
<TAKE OFF, HAS EFFECT, ABORTED>
<GEAR, HAS EFFECT, COLLAPSED>
<SLID, LOCATION, ICE AND SNOW>"
19801024077939I,"ZA ZG ZR NOSE GEAR COULD NOT BE EXTENDED, STUCK BY LOOSE GEAR DOOR. AIRCRAFT NOT RELEASED BY MAINTENANCE.          ","<ZA ZG ZR NOSE GEAR, HAS CAUSE, LOOSE GEAR DOOR>
<AIRCRAFT, MAINTAINED BY, MAINTENANCE>","<ZA ZG ZR NOSE GEAR, HAS CAUSE, LOOSE GEAR DOOR>
<AIRCRAFT, MAINTAINED BY, MAINTENANCE>"
19800911070199I,PILOT ENTERED CONTROL AREA IMPROPERLY. IGNORED TOWER LIGHTS. STATED HE HAD ELECTRICAL FAILURE.                     ,"<PILOT, ENTERED, CONTROL AREA>
<PILOT, IGNORED, TOWER LIGHTS>
<PILOT, STATED, ELECTRICAL FAILURE>","<PILOT, ENTERED, CONTROL AREA>
<PILOT, IGNORED, TOWER LIGHTS>
<PILOT, STATED, ELECTRICAL FAILURE>"
19801005072789I,PILOT RAN OFF END OF RUNWAY WHEN REMAINING BRAKE FAILED.                                                           ,"<RUNWAY, USED BY, PILOT>
<BRAKE, HAS EFFECT, RUN OFF END OF RUNWAY>
<REMAINING BRAKE, HAS CAUSE, FAILED>","<RUNWAY, USED BY, PILOT>
<BRAKE, HAS EFFECT, RUN OFF END OF RUNWAY>
<REMAINING BRAKE, HAS CAUSE, FAILED>"
19801116083749I,FORCED LANDING AFTER ONE ENGINE QUIT;FOUND ICE IN AUXILIARY FUEL SYSTEM.                                           ,"<FORCED LANDING, HAS CAUSE, ONE ENGINE QUIT>
<ONE ENGINE QUIT, HAS CAUSE, ICE IN AUXILIARY FUEL SYSTEM>","<FORCED LANDING, HAS CAUSE, ONE ENGINE QUIT>
<ONE ENGINE QUIT, HAS CAUSE, ICE IN AUXILIARY FUEL SYSTEM>"
19801031066869A,PILOT FAILED TO REPLACE OIL FILLER CAP BEFORE TAKEOFF. ENGINE SIEZED OUT OF OIL. CRASH LANDED ON PRIVATE STRIP.    ,"<PILOT, HAS CAUSE, FAILED TO REPLACE OIL FILLER CAP>
<ENGINE, HAS CAUSE, OUT OF OIL>
<ENGINE, HAS EFFECT, SIEZED>
<CRASH, LOCATION, PRIVATE STRIP>","<PILOT, HAS CAUSE, FAILED TO REPLACE OIL FILLER CAP>
<ENGINE, HAS CAUSE, OUT OF OIL>
<ENGINE, HAS EFFECT, SIEZED>
<CRASH, LOCATION, PRIVATE STRIP>"
19800920042639A,HAD CARB FIRE ON STARTING. ENGINE QUIT EN ROUTE. FOUND STARTING FIRE HAD WARPED CARB DIAPHRAM.                     ,"<STARTING, HAS CAUSE, CARB FIRE>
<ENGINE, HAS EFFECT, QUIT EN ROUTE>
<STARTING FIRE, HAS EFFECT, WARPED CARB DIAPHRAM>","<STARTING, HAS CAUSE, CARB FIRE>
<ENGINE, HAS EFFECT, QUIT EN ROUTE>
<STARTING FIRE, HAS EFFECT, WARPED CARB DIAPHRAM>"
19801130080689I,PILOT STARTED ENGINE AND TAXIED OUT WITH TOW BAR STILL ATTACHED. PROPELLER WAS DAMAGED.                            ,"<ENGINE, USED BY, PILOT>
<TOW BAR, PART OF, ENGINE>
<PROPELLER, HAS EFFECT, DAMAGED>","<ENGINE, USED BY, PILOT>
<TOW BAR, PART OF, ENGINE>
<PROPELLER, HAS EFFECT, DAMAGED>"
19801208085609I,ENGINE LOST POWER AT CRUISE. LANDED ON HIGHWAY. CAUSE OF WATER CONTAMINATION UNKNOWN.                              ,"<ENGINE, HAS EFFECT, LOST POWER>","<ENGINE, HAS EFFECT, LOST POWER>"
19801219084719I,"ZG PILOT COULD NOT KEEP RIGHT ENGINE RUNNING.  ON INSPECTION, WATER FOUND IN FUEL.                                 ","<ZG PILOT, USED BY, RIGHT ENGINE>
<RIGHT ENGINE, HAS CAUSE, WATER IN FUEL>","<ZG PILOT, USED BY, RIGHT ENGINE>
<RIGHT ENGINE, HAS CAUSE, WATER IN FUEL>"
19801223085169I,AIRCRAFT TAXIING ONTO RUNWAY FOR TAKEOFF HIT A LARGE UNMARKED HOLE ON EDGE OF RUNWAY AND RUNWAY INTERSECTION.      ,"<AIRCRAFT, LOCATION, RUNWAY>","<AIRCRAFT, LOCATION, RUNWAY>"
19801223087189I,FORCED LANDING AFTER POWER LOSS. FOUND WATER IN FUEL.                                                              ,"<FORCED LANDING, HAS CAUSE, POWER LOSS>
<POWER LOSS, HAS CAUSE, WATER IN FUEL>","<FORCED LANDING, HAS CAUSE, POWER LOSS>
<POWER LOSS, HAS CAUSE, WATER IN FUEL>"
19801223087949I,"ZE ABORTED TAKEOFF, RUN OFF END OF RUNWAY. FOUND ICE BUILDUP ON WINGS.                                             ","<ABORTED TAKEOFF, HAS CAUSE, ICE BUILDUP ON WINGS>","<ABORTED TAKEOFF, HAS CAUSE, ICE BUILDUP ON WINGS>"
19801227088119I,"ZD ZW UNABLE TO EXTEND NOSE GEAR BEFORE LANDING. GEAR STRUT WAS FLAT, HUNG UP WHEN RETRACTED.                      ","<NOSE GEAR, PART OF, ZD ZW>","<NOSE GEAR, PART OF, ZD ZW>"
19801227089509I,ZA ZG ZK NOSE WHEEL AND LOWER STRUT SEPARATED FROM THE AIRCRAFT AFTER LIFT OFF DUE TO A BROKEN AND MISSING BOLT.   ,"<NOSE WHEEL AND LOWER STRUT, PART OF, AIRCRAFT>
<NOSE WHEEL AND LOWER STRUT, HAS CAUSE, BROKEN AND MISSING BOLT>","<NOSE WHEEL AND LOWER STRUT, PART OF, AIRCRAFT>
<NOSE WHEEL AND LOWER STRUT, HAS CAUSE, BROKEN AND MISSING BOLT>"
19810121012239I,ENGINE STOPPED DURING TAKEOFF. PILOT FEELS CAUSE WAS DUE TO ICE IN T FITTING DRAIN.                                ,"<ENGINE STOPPED, HAS CAUSE, ICE IN T FITTING DRAIN>","<ENGINE STOPPED, HAS CAUSE, ICE IN T FITTING DRAIN>"
19810216012039I,ZG CABIN FILLED WITH SMOKE. AIRCRAFT RETURNED. FOUND PIECE OF CHARREL CLOTH FROM ENGINE PLUG LAYING ON EXHAUST.    ,"<ZG CABIN, FILLED WITH, SMOKE>","<ZG CABIN, FILLED WITH, SMOKE>"
19801205085559I,ABORTED TAKEOFF DUE TO TAKEOFF WARNING HORN. SPEED BRAKE LEVER NOT SEATED PROPERLY.                                ,"<TAKEOFF WARNING HORN, HAS EFFECT, ABORTED TAKEOFF>
<SPEED BRAKE LEVER, HAS CAUSE, ABORTED TAKEOFF>","<TAKEOFF WARNING HORN, HAS EFFECT, ABORTED TAKEOFF>
<SPEED BRAKE LEVER, HAS CAUSE, ABORTED TAKEOFF>"
19801130083579I,RAN OFF END OF RUNWAY AFTER ATTEMPTING TAKEOFF WITH PARK BRAKE PARTIALLY SET.                                      ,"<RAN OFF END OF RUNWAY, HAS CAUSE, ATTEMPTING TAKEOFF WITH PARK BRAKE PARTIALLY SET>","<RAN OFF END OF RUNWAY, HAS CAUSE, ATTEMPTING TAKEOFF WITH PARK BRAKE PARTIALLY SET>"
19810223013719I,AFTER TAKEOFF SECOND OFFICER OBSERVED AFT BIN LIGHT CAME ON. AIRCRAFT LANDED AND GROUND PERSONNEL FOUND DOOR AJAR. ,"<AFT BIN LIGHT, OBSERVED BY, SECOND OFFICER>
<AIRCRAFT, USED BY, GROUND PERSONNEL>
<DOOR, PART OF, AIRCRAFT>","<AFT BIN LIGHT, OBSERVED BY, SECOND OFFICER>
<AIRCRAFT, USED BY, GROUND PERSONNEL>
<DOOR, PART OF, AIRCRAFT>"
19801119080409I,"REAR CARGO DOOR CAME OPEN AT V1, FLIGHT RETURNED. REASON FOR DOOR OPENING IS UNDER INVESTIGATION.                  ","<REAR CARGO DOOR, HAS CAUSE, UNDER INVESTIGATION>","<REAR CARGO DOOR, HAS CAUSE, UNDER INVESTIGATION>"
19801213084659I,"ZA ENGINE LOST POWER, EMERGENCY LANDING IN FIELD.  TEE FITTING AT LOWEST POINT SOLIDE ICE RESTRICTING FUEL FLOW.   ","<ZA ENGINE, HAS CAUSE, POWER LOSS>
<EMERGENCY LANDING, HAS CAUSE, POWER LOSS>
<TEE FITTING, HAS EFFECT, FUEL FLOW RESTRICTION>
<SOLID ICE, HAS EFFECT, FUEL FLOW RESTRICTION>","<ZA ENGINE, HAS CAUSE, POWER LOSS>
<EMERGENCY LANDING, HAS CAUSE, POWER LOSS>
<TEE FITTING, HAS EFFECT, FUEL FLOW RESTRICTION>
<SOLID ICE, HAS EFFECT, FUEL FLOW RESTRICTION>"
19801121087109I,"LANDED SHORT OF RUNWAY AFTER ENGINES QUIT. CAUSE WAS FUEL EXHAUSTION, GAUGES WERE INACCURATE.                      ","<ENGINES QUIT, HAS CAUSE, FUEL EXHAUSTION>","<ENGINES QUIT, HAS CAUSE, FUEL EXHAUSTION>"
19810131013859I,ZA ENGINE MALFUNCTION AND EMERGENCY LANDING. SUSPECTED WATER IN FUEL SYSTEM.                                       ,"<ENGINE MALFUNCTION, HAS CAUSE, WATER IN FUEL SYSTEM>","<ENGINE MALFUNCTION, HAS CAUSE, WATER IN FUEL SYSTEM>"
19801207076399A,PILOT LOST CONTROL & AIRCRAFT CRASHED DURING TAKEOFF DUE TO BOLT COMING OUT OF RUDDER HORN.                        ,"<PILOT, HAS CAUSE, BOLT COMING OUT OF RUDDER HORN>
<AIRCRAFT, HAS EFFECT, CRASHED>
<CRASHED, FOLLOWS, LOST CONTROL>
<LOST CONTROL, HAS CAUSE, BOLT COMING OUT OF RUDDER HORN>
<CRASHED, TIME PERIOD, DURING TAKEOFF>","<PILOT, HAS CAUSE, BOLT COMING OUT OF RUDDER HORN>
<AIRCRAFT, HAS EFFECT, CRASHED>
<CRASHED, FOLLOWS, LOST CONTROL>
<LOST CONTROL, HAS CAUSE, BOLT COMING OUT OF RUDDER HORN>
<CRASHED, TIME PERIOD, DURING TAKEOFF>"
