c5_sources,node,count
19780504031959I,PILOT LOST CONTROL,1
19780504031959I;19780808049829I,RAN OFF SIDE OF RUNWAY,2
19780504031959I,DOOR POPPED OPEN,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780518033959I,BACKFIRED,1
19780518033959I,THIRD TOUCH AND GO,1
19780518033959I;19780820049069I,LANDED STRAIGHT AHEAD,2
19780519033989I,JETWAY,2
19780519033989I,PARKING AREA,1
19780526040429I,DOWN POSITION,1
19780526040429I;19780809049919I,HYDRAULIC SYSTEM,3
19780528040689I,HOME-BUILT,1
19780528040689I,AILERON CONTROLS,1
19780529040959I,SPUTTERED AND QUIT,1
19780529040959I,CRUISE,1
19780529040959I,MARSHY AREA,1
19780529040959I,TIPPED UP ON NOSE,1
19780515023299A,LOGGING OPNS,1
19780515023299A,L SKID,1
19780603041599I,FLOAT PLANE,2
19780603041599I,PLANE,1
19780603041599I,FLOATS,3
19780603041599I,SANK,1
19780603041599I,WATER IN FLOATS,1
19780603041599I,BALL COVERS,1
19780603041599I,GONE,1
19780603041629I,FLOAT STRUT,2
19780603041629I,AIRPLANE STRUCTURE,1
19780603041629I,TAKEOFF RUN,1
19780603041629I,WIRED TO A BRACE,1
19780527014729A,CARB AIR BOX ASSEMBLY,1
19780527014729A,ACORNS,1
19780616046119I;19790318009019I,PRECAUTIONARY LANDING,3
19780616046119I,LOW POWER,1
19780616046119I,CARBURETOR HEAT,2
19780616046119I,OVER RICH MIXTURE,1
19780616046129I,COULD NOT BE FULLY EXTENDED,1
19780616046129I,NOSE GEAR DOORS,2
19780616046129I,HAD BEEN LEFT UNHOOKED,1
19780619046649I,CONTROL PROBLEMS,1
19780619046649I,AILERON PUSH ROD,2
19780622016229A,ROPE,1
19780622016229A,GLIDER WHEEL BRACKET,1
19780429007189A,TREE,1
19780429007189A,IL CAP,1
19780623018469A,LOOSE BATTERY POST,1
19780623018469A,LOSS OF ALTERNATOR,2
19780623018469A,EXCITING CURRENT,1
19780607020299A,ABORTED,1
19780607020299A,AIRBORNE,1
19780603041639I,DOOR WAS CLOSED IN FLIGHT,1
19780603041639I,DOOR OPEN,1
19780607010749A,FULL NOSE DOWN TRIM,1
19780607016509A;19781117041969A,TKOF,5
19780607016509A;19781104034149A,TRAILER,2
19780607016509A;19781104034149A,R SKID,4
19780607016509A,TIEDOWN,2
19780623036259I,SMOKE AND FUMES IN COCKPIT,1
19780623036419I,OIL CAP,1
19780625035919I,250 FEET,1
19780625035919I,WATER AND OTHER FOREIGN MATERIAL FOUND,1
19780625035919I,GASCOLATOR BOWL,1
19780625035779I,FUEL SELECTOR MOVED BY A PASSENGER,3
19780625035779I,SOON AFTER TAKEOFF,1
19780625035779I,DURING LOADING,1
19780626034739I,NEWLY PURCHASED,1
19780626034739I,OUTSIDE,1
19780812020899A,MUD DOBBER(WASP),1
19780812020899A,FUEL VENT LINE,1
19780810035619A,LOW OIL STATE,1
19780810035619A,UNKNOWN,1
19780810035619A,LNDD,1
19780810035619A,FLOODED ALFALFA FIELD,1
19780820049069I,LOSS OF ENGINE POWER,1
19780820049069I,OAT FIELD,1
19780805024609A,MIXTURE CONTROL,1
19780704042039I,INOPERATIVE RADIO,1
19780704042039I,UNABLE TO FIND DESTINATION,1
19780704042039I,NEARLY OUT OF FUEL,1
19780704042039I,FOUND AN AIRPORT,1
19780822026439A,SEAT RETAINERS MISSING,1
19780726036499I,GOT AIRBORNE,1
19780726036499I,INFLATION,1
19780726036499I,CAM ADJUSTMENT,1
19780629034269I,IFR,1
19780629034269I,VFR,1
19780629034269I,RADIO FAILURE,1
19780629034269I,ATC,1
19780725039589I,55 GAL DRUM,1
19780708043109I;19780723038809I,STUDENT PILOT,4
19780708043109I,MAIN FUEL SUMP LEFT OPEN,1
19780708043109I,AIRPORT LANDING,1
19780708043109I,OVERSHOT,1
19780723038809I,FUEL DRAIN,1
19780808049579I;19781120025989I,OIL LOSS,2
19780808049579I,FAILED TO SECURE OIL STICK,1
19780808049829I,LOOSE WHEEL FAIRING,2
19780808049829I,JAMMED TIRE,2
19780809049919I,LOW ON FLUID,1
19780811037539I,DRAINED WATER FROM FUEL TANK,1
19780814037299I,ACTUATOR,1
19780814037299I,RETRACTED,1
19780814037299I;19781228040429A,SWITCH,2
19780825038179I,15 MINUTES AFTER TAKEOFF,1
19780831038519I,CREW NOTICED COWLING LOOSE,1
19780831038519I,COWLING,2
19780831038519I,STRUCK PROP,1
19780831038519I,BROKE INTO PIECES,1
19780901016759I,UNABLE TO EXTEND,1
19780901016759I,DEFLATED NOSE GEAR STRUT,1
19780904017739I,JET FUEL,1
19780907018599I,WING FLOATS,1
19780907018599I,DAMAGED,1
19780907018599I,NOSE GAR DOOR LINKAGE,1
19780907018599I,BROKEN,1
19780920018899I,PILOT MISTOOK FOR BACKFIRE,2
19780920018899I,BEGAN FLIGHT,2
19780920018899I,LATER FOUND EXHAUST TUNNELS DAMAGED,1
19781018032569I,UNABLE TO GET THE NOSE WHEEL DOWN,1
19781018032569I;19781119026389I,WHEEL,2
19780921019829I,MAINTENANCE HANGAR,1
19780921019829I,WINGTIP,1
19780921019829I,HANGAR,2
19780921019829I,CAUGHT ON FIRE,1
19780925018069I,NACELLE,1
19780923027059I;19781230020029I,TOTAL ELECTRICAL FAILURE,2
19780923027059I,FINAL,1
19780923027059I,GEAR PARTIALLY EXTENDED,1
19780908034669A;19781120025989I,GENERATOR,2
19780908034669A,SHORTING,1
19781020041019A,STRUCK COM POLES,1
19781020041019A,STRUCK CONCRETE WALL,1
19781020041019A,PN 41A2,1
19781020041019A,ROD ASY,1
19781021036569A;19790316009739I,WING,2
19781021036569A,DMGD,3
19781021036569A,AILERON,1
19781021036569A,PREVIOUS LDG,1
19781009029939I;19790111000619I,LANDED GEAR UP,2
19781009029939I,TAKEOFF RUNWAY,1
19781009029939I,TOPPED OFF WITH JET FUEL,1
19780829037939I,LANDED ON REMAINING RUNWAY GEAR UP,1
19790119001139A,AIRFRAME ICE,1
19790119001139A,FAILED TO CLIMB,1
19790119001139A,INVERTED,1
19781114026859I,ICE IN FUEL LINES,2
19781114026859I,FUEL LINES,1
19781120025989I,DIP STICK,1
19781120025989I,CREW,1
19781120025989I,OVERLOAD,2
19781128024449I,FUEL STORAGE TANK,1
19781230019999I,FUEL STARVATION,2
19781230020029I,FUEL CONTROL UNIT,1
19781230020029I,POOR CONDITION,1
19790106001239I,ICY RAMP,1
19790106001239I,FAILED TO RELEASE BRAKES,1
19790106001239I,TIRES,1
19790106001239I,BLOWN ON LANDING,1
19790107000829I,6 QTS,1
19790107000829I,LEFT NACELLE,1
19790107000829I,BOOST PUMP,1
19790111000619I;19790210006409I,FOUND WATER IN FUEL,2
19790111000619I,3 FOULED SPARK PLUGS,1
19790113001939I,LANDED ON THE AIRPORT,1
19790116002119I,EMERGENCY LIFT-OFF,1
19790116002119I,MAINTENANCE EQUIPMENT ON THE RUNWAY,1
19790123003659I,NO LEFT BRAKE,1
19781119026389I;19790123003659I,BRAKE,2
19790127003899I,RAN OUT OF OIL,1
19790127003899I,INSTRUCTIONAL FLIGHT,1
19790127003899I,FAILED INTERNALLY,1
19781110039789A,1/4IN,1
19781205041369A,CERTIFICATED,1
19781102039739A;19781205041369A,GUST LOCK,2
19781205041369A,EARLY PART OF CRPATH,1
19781205041369A,BFR BREAK UP,1
19781119026389I,ATTEMPTED TURN ON TAXIWAY,1
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,3
19781216025369I,GEAR WARNING HORN,1
19781231044159A,HEAVY FROST,1
19781231044159A,ACT,1
19781231044159A,TRIM HINGES,1
19781207022839I,THROTTLE LINKAGE,3
19781207022839I;19790224005689A,SNOW,3
19781102039739A,R WING,1
19781102039739A,CESSNA 172,2
19781102039739A,172,1
19781102039739A,SUB DMG,1
19781215040349A,HOOK RELEASE,2
19781215040349A,ELECTRICAL PLUG FOUND DISCONNECTED,1
19781215040349A,THOUND,1
19781117041969A;19790316004819A,FROST,3
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT,2
19781223039539A,DID NOT RESET BREAKERS,1
19781228040429A,ELT IMPACT SWITCH,1
19790203005099I,LOST RIGHT BRAKE,2
19790203005099I,VEERED OFF RUNWAY,1
19790203005099I,BRAKE WORN OUT,1
19790207005159I,ICE IN FUEL STRAINER,1
19790207005159I,FUEL STRAINER,1
19790220007249I,GRINDING NOISE,1
19790220007249I,GEAR RETRACTION,1
19790223006939I,B99,1
19790306009619I,LANDING LIGHT INOPERABLE,1
19790318009229I,ZG,1
19790318009229I,FUEL SELECTOR,1
19790318009229I,NOT POSITIONED PROPERLY,1
19790318009019I,LOW OVERCASE,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790404013469I,LOUD NOISE DURING RETRACTION,1
19790404013469I,NOSE GEAR COLLAPSED ON LANDING,2
19790404013469I,LOOSE NOSE GEAR DOOR,2
19790404013469I,JAMMED AND BROKE MECHANISM,1
19790404013469I,ZK,1
19790207002469A,ARMED FLARE GUN,1
19790207002469A,GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,2
19790214002969A,FAILED TO ASSURE SEAT WAS LOCKED,2
19790214002969A,UNABLE REACH CONTROLS,1
19790214002969A,STARTED ENGINE,1
19790214002969A,SEAT SLID BACK,1
19790214002969A,CONTROLS,1
19790214002969A,HIT PARKED ACFT,1
19790207005339I,FORWARD CARGO DOOR,2
19790207005339I,WAS NOT LATCHED,1
19790414012459I,SUDDENLY STOPPED,1
19790414012459I,COLORLESS, ODERLESS SUBSTANCE,1
19790211007509A,CLIMB-OUT,1
19790211007509A,CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
