c5_sources,node,count
19780225001819I,SOON AFTER LIFT OFF,1
19780225001819I,FUEL GAUGE,2
19780307014069I,BARRICADE,2
19780307014069I,UNLIGHTED,1
19780307014069I,TAXING,1
19780221000179I,NOT CHECKED IT BEFORE TAKEOFF,1
19780228000419I,SURGING IN FLIGHT,1
19780228000419I,SHUT DOWN,1
19780303015509I,ELECTRICAL EMERGENCY,1
19780303015509I,JUMP START,1
19780311016379I;19790203005099I;19790807029669I,LOST DIRECTIONAL CONTROL,6
19780311016379I;19780409009699I;19780616046129I;19780923027059I,TOUCHDOWN,4
19780311016379I,BRAKE RESERVOIR,1
19780327010619I,FUEL CAPS,3
19780327010619I,LOST FUEL IN FLIGHT,1
19780309015599I;19780327010619I,FUEL LEAK,3
19780327010619I,RAN OUT,1
19780327010619I,LANDED FOR FUEL,1
19780316008589I,BRAKE FAILURE,2
19780316008589I,PURGED OF AIR,1
19780319009079I,NOSE GEAR SCISSORS,1
19780319009079I;19780829037939I;19781009029939I;19790111000619I;19790807029619I;19791022029739A,AFTER LIFTOFF,7
19780319009079I,DROPPED OUT,1
19780325010349I,WATER CONTAMINATION,1
19780325010349I;19790316004809A,FINAL APPROACH,2
19780328011399I;19780613045599I;19780626034739I;19790113001939I,WATER IN ALL OF THE FUEL SYSTEM,4
19780328011399I,AFTER LIFT OFF,1
19780330011569I,LOST ELECTRICAL POWER,2
19780330011569I,EXTENDED GEAR MANUALLY,2
19780330011569I,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1
19780402009009I,ROLLOUT,1
19780402009009I,EMERGENCY GEAR EXTENSION,1
19780402009009I;19780409009699I;19790710018689I,ELECTRICAL FAILURE,4
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,1
19780401007929I;19790316009739I;19790728024469A,HOLE,3
19780403009359I,LANDED SHORT OF RUNWAY,2
19780403009359I,SHORT FINAL,1
19780403009389I;19790529041069A,ENGINE LOST POWER,2
19780403009389I,HIGHWAY,1
19780403009389I,FOUND FUEL GASOLATOR,1
19780403009389I;19790414012459I,CONTAMINATED,2
19780210005719I,CARB,2
19780210005719I,COULD NOT TURN IT OFF,1
19780416008469I,DAMAGE TO GEAR,2
19780416008469I,PLANE HIT TAXIWAY LIP,1
19780309015599I,VACUUM IN THE TANK,1
19780309015599I;19791022054789I,A NON-VENTED CAP,2
19780309015599I;19790224007469I,RIGHT TANK,3
19780309015599I,RIGHT TANK WAS NOT FUELED,1
19780507032369I,OIL LEAK,1
19780507032369I,FOUND LOOSE OIL CAP,1
19780525040389I,INEFFECTIVE LANDING,1
19780525040389I,RAN FENCE,1
19780617046219I,BEFORE REPAIRS WERE COMPLETED,1
19780617046219I,MAG FAILURE,1
19780520014159A,GUSTING TO 30K,1
19780427013959I;19790207002459A;19790309032649A;19790625015009A,FAILURE,5
19780427013959I,FAILURE OF 2 TIRES,1
19780427013959I,AIRCRAFT WAS CLEARED FOR TAKEOFF,1
19780429014759I,SUMPS,1
19780429014759I,FREEWAY,1
19780501031459I,UNSCHEDULED LANDING,2
19780501031459I,OIL COMING FROM ENGINES,1
19780501031459I,BOTH OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I;19780814037299I,FAULTY GEAR ACTUATOR,3
19780503031639I,UNABLE TO EXTEND GEAR,1
19780504031959I,PILOT LOST CONTROL,1
19780504031959I;19780808049829I;19790823023209I,RAN OFF RUNWAY,3
19780504031959I,DOOR POPPED OPEN,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780518033959I,BACKFIRED,1
19780518033959I,THIRD TOUCH AND GO,1
19780518033959I;19780820049069I,LANDED STRAIGHT AHEAD,2
19780519033989I,JETWAY,2
19780519033989I,PARKING AREA,1
19780526040429I;19790812030579I;19790929049639I,DOWN POSITION,3
19780526040429I;19780809049919I,HYDRAULIC SYSTEM,3
19780528040689I,HOME-BUILT,1
19780528040689I;19790210002639A,AILERON CONTROLS,2
19780529040959I,SPUTTERED AND QUIT,1
19780529040959I,CRUISE,1
19780529040959I,MARSHY AREA,1
19780529040959I,TIPPED UP ON NOSE,1
19780515023299A,LOGGING OPNS,1
19780515023299A,L SKID,1
19780603041599I,FLOAT PLANE,2
19780603041599I,PLANE,1
19780603041599I,FLOATS,3
19780603041599I,SANK,1
19780603041599I,WATER IN FLOATS,1
19780603041599I,BALL COVERS,1
19780603041599I,GONE,1
19780603041629I,FLOAT STRUT,2
19780603041629I,AIRPLANE STRUCTURE,1
19780603041629I,TAKEOFF RUN,1
19780603041629I,WIRED TO A BRACE,1
19780527014729A,CARB AIR BOX ASSEMBLY,1
19780527014729A,ACORNS,1
19780616046119I;19790318009019I;19790412014049I,PRECAUTIONARY LANDING,4
19780616046119I,LOW POWER,1
19780616046119I,CARBURETOR HEAT,2
19780616046119I;19791103056779I,OVER RICH MIXTURE,2
19780616046129I,COULD NOT BE FULLY EXTENDED,1
19780616046129I,NOSE GEAR DOORS,2
19780616046129I,HAD BEEN LEFT UNHOOKED,1
19780619046649I,CONTROL PROBLEMS,1
19780619046649I,AILERON PUSH ROD,2
19780622016229A;19790609016529A,ROPE,3
19780622016229A,GLIDER WHEEL BRACKET,1
19780429007189A,TREE,1
19780429007189A,IL CAP,1
19780623018469A,LOOSE BATTERY POST,1
19780623018469A,LOSS OF ALTERNATOR,2
19780623018469A,EXCITING CURRENT,1
19780607020299A,ABORTED,1
19780607020299A,AIRBORNE,1
19780603041639I,DOOR WAS CLOSED IN FLIGHT,1
19780603041639I,DOOR OPEN,1
19780607010749A,FULL NOSE DOWN TRIM,1
19780607016509A;19781117041969A,TKOF,5
19780607016509A;19781104034149A,TRAILER,2
19780607016509A;19781104034149A,R SKID,4
19780607016509A,TIEDOWN,2
19780623036259I,SMOKE AND FUMES IN COCKPIT,1
19780623036419I;19790807029619I;19790820032669I,OIL CAP,5
19780625035919I,250 FEET,1
19780625035919I,WATER AND OTHER FOREIGN MATERIAL FOUND,1
19780625035919I,GASCOLATOR BOWL,1
19780625035779I,FUEL SELECTOR MOVED BY A PASSENGER,3
19780625035779I,SOON AFTER TAKEOFF,1
19780625035779I,DURING LOADING,1
19780626034739I,NEWLY PURCHASED,1
19780626034739I;19790609024769A,OUTSIDE,2
19780812020899A,MUD DOBBER(WASP),1
19780812020899A,FUEL VENT LINE,1
19780810035619A,LOW OIL STATE,1
19780810035619A;19790524200519I;19791103056779I,UNKNOWN,3
19780810035619A,LNDD,1
19780810035619A,FLOODED ALFALFA FIELD,1
19780820049069I,LOSS OF ENGINE POWER,1
19780820049069I,OAT FIELD,1
19780805024609A,MIXTURE CONTROL,1
19780704042039I,INOPERATIVE RADIO,1
19780704042039I,UNABLE TO FIND DESTINATION,1
19780704042039I,NEARLY OUT OF FUEL,1
19780704042039I,FOUND AN AIRPORT,1
19780822026439A,SEAT RETAINERS MISSING,1
19780726036499I,GOT AIRBORNE,1
19780726036499I,INFLATION,1
19780726036499I,CAM ADJUSTMENT,1
19780629034269I,IFR,1
19780629034269I,VFR,1
19780629034269I,RADIO FAILURE,1
19780629034269I,ATC,1
19780725039589I,55 GAL DRUM,1
19780708043109I;19780723038809I;19790622017199I;19790817031829I,STUDENT PILOT,10
19780708043109I,MAIN FUEL SUMP LEFT OPEN,1
19780708043109I,AIRPORT LANDING,1
19780708043109I,OVERSHOT,1
19780723038809I,FUEL DRAIN,1
19780808049579I;19781120025989I,OIL LOSS,2
19780808049579I,FAILED TO SECURE OIL STICK,1
19780808049829I,LOOSE WHEEL FAIRING,2
19780808049829I,JAMMED TIRE,2
19780809049919I,LOW ON FLUID,1
19780811037539I,DRAINED WATER FROM FUEL TANK,1
19780814037299I,ACTUATOR,1
19780814037299I,RETRACTED,1
19780814037299I;19781228040429A,SWITCH,2
19780825038179I,15 MINUTES AFTER TAKEOFF,1
19780831038519I,CREW NOTICED COWLING LOOSE,1
19780831038519I,COWLING,2
19780831038519I,STRUCK PROP,1
19780831038519I,BROKE INTO PIECES,1
19780901016759I,UNABLE TO EXTEND,1
19780901016759I,DEFLATED NOSE GEAR STRUT,1
19780904017739I,JET FUEL,1
19780907018599I,WING FLOATS,1
19780907018599I,DAMAGED,1
19780907018599I,NOSE GAR DOOR LINKAGE,1
19780907018599I,BROKEN,1
19780920018899I,PILOT MISTOOK FOR BACKFIRE,2
19780920018899I,BEGAN FLIGHT,2
19780920018899I,LATER FOUND EXHAUST TUNNELS DAMAGED,1
19781018032569I,UNABLE TO GET THE NOSE WHEEL DOWN,1
19781018032569I;19781119026389I,WHEEL,2
19780921019829I,MAINTENANCE HANGAR,1
19780921019829I,WINGTIP,1
19780921019829I,HANGAR,2
19780921019829I,CAUGHT ON FIRE,1
19780925018069I,NACELLE,1
19780923027059I;19781230020029I,TOTAL ELECTRICAL FAILURE,2
19780923027059I,FINAL,1
19780923027059I,GEAR PARTIALLY EXTENDED,1
19780908034669A;19781120025989I,GENERATOR,2
19780908034669A,SHORTING,1
19781020041019A,STRUCK COM POLES,1
19781020041019A,STRUCK CONCRETE WALL,1
19781020041019A,PN 41A2,1
19781020041019A,ROD ASY,1
19781021036569A;19790210002629A;19790316009739I,WING,3
19781021036569A,DMGD,3
19781021036569A,AILERON,1
19781021036569A,PREVIOUS LDG,1
19781009029939I;19790111000619I,LANDED GEAR UP,2
19781009029939I,TAKEOFF RUNWAY,1
19781009029939I,TOPPED OFF WITH JET FUEL,1
19780829037939I,LANDED ON REMAINING RUNWAY GEAR UP,1
19790119001139A,AIRFRAME ICE,1
19790119001139A,FAILED TO CLIMB,1
19790119001139A,INVERTED,1
19781114026859I,ICE IN FUEL LINES,2
19781114026859I;19790623022919A,FUEL LINES,2
19781120025989I,DIP STICK,1
19781120025989I;19790602009889A,CREW,2
19781120025989I,OVERLOAD,2
19781128024449I,FUEL STORAGE TANK,1
19781230019999I;19791022054789I,FUEL STARVATION,4
19781230020029I,FUEL CONTROL UNIT,1
19781230020029I,POOR CONDITION,1
19790106001239I,ICY RAMP,1
19790106001239I,FAILED TO RELEASE BRAKES,1
19790106001239I,TIRES,1
19790106001239I,BLOWN ON LANDING,1
19790107000829I,6 QTS,1
19790107000829I,LEFT NACELLE,1
19790107000829I;19790507025919I,BOOST PUMP,2
19790111000619I;19790210006409I;19790627017429I,FOUND WATER IN FUEL,3
19790111000619I,3 FOULED SPARK PLUGS,1
19790113001939I;19790609011809A,LANDED ON AIRPORT,2
19790116002119I,EMERGENCY LIFT-OFF,1
19790116002119I,MAINTENANCE EQUIPMENT ON THE RUNWAY,1
19790123003659I,NO LEFT BRAKE,1
19781119026389I;19790123003659I,BRAKE,2
19790127003899I,RAN OUT OF OIL,1
19790127003899I,INSTRUCTIONAL FLIGHT,1
19790127003899I,FAILED INTERNALLY,1
19781110039789A,1/4IN,1
19781205041369A,CERTIFICATED,1
19781102039739A;19781205041369A,GUST LOCK,2
19781205041369A,EARLY PART OF CRPATH,1
19781205041369A,BFR BREAK UP,1
19781119026389I,ATTEMPTED TURN ON TAXIWAY,1
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,3
19781216025369I,GEAR WARNING HORN,1
19781231044159A,HEAVY FROST,1
19781231044159A,ACT,1
19781231044159A,TRIM HINGES,1
19781207022839I,THROTTLE LINKAGE,3
19781207022839I;19790224005689A,SNOW,3
19781102039739A,R WING,1
19781102039739A,CESSNA 172,2
19781102039739A,172,1
19781102039739A,SUB DMG,1
19781215040349A,HOOK RELEASE,2
19781215040349A,ELECTRICAL PLUG FOUND DISCONNECTED,1
19781215040349A,THOUND,1
19781117041969A;19790316004819A,FROST,3
19781223039539A,BOTH GENERATOR CIRCUIT BREAKERS OUT,2
19781223039539A,DID NOT RESET BREAKERS,1
19781228040429A,ELT IMPACT SWITCH,1
19790203005099I,LOST RIGHT BRAKE,2
19790203005099I,VEERED OFF RUNWAY,1
19790203005099I,BRAKE WORN OUT,1
19790207005159I,ICE IN FUEL STRAINER,1
19790207005159I,FUEL STRAINER,1
19790220007249I,GRINDING NOISE,1
19790220007249I;19790615016499I,GEAR RETRACTION,3
19790223006939I,B99,1
19790306009619I,LANDING LIGHT INOPERABLE,1
19790318009229I,ZG,1
19790318009229I,FUEL SELECTOR,1
19790318009229I,NOT POSITIONED PROPERLY,1
19790318009019I,LOW OVERCASE,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790404013469I,LOUD NOISE DURING RETRACTION,1
19790404013469I,NOSE GEAR COLLAPSED ON LANDING,2
19790404013469I,LOOSE NOSE GEAR DOOR,2
19790404013469I,JAMMED AND BROKE MECHANISM,1
19790404013469I,ZK,1
19790207002469A,ARMED FLARE GUN,1
19790207002469A,GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,2
19790214002969A,FAILED TO ASSURE SEAT WAS LOCKED,2
19790214002969A,UNABLE REACH CONTROLS,1
19790214002969A,STARTED ENGINE,1
19790214002969A,SEAT SLID BACK,1
19790214002969A,CONTROLS,1
19790214002969A,HIT PARKED ACFT,1
19790207005339I,FORWARD CARGO DOOR,2
19790207005339I,WAS NOT LATCHED,1
19790414012459I,SUDDENLY STOPPED,1
19790414012459I,COLORLESS, ODERLESS SUBSTANCE,1
19790211007509A,CLIMB-OUT,1
19790211007509A,CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
19790222003429A,6700 FT ALTITUDE,1
19790412014049I,DZUS FASTENER,1
19790412014049I;19790421024669I;19790602009889A,AIRCRAFT COMPONENT,3
19790222003439A,ACRFT,2
19790222003439A,65 DAYS PRIOR TO ACCIDENT,1
19790222003439A,DATE OF ACCIDENT,1
19790204002289A,FLEXIBLE HOSE,3
19790204002289A,AIR FILTER,1
19790204002289A,CARBURATOR,1
19790319004969A,CONTAMINATED FUEL,2
19790405013359I,OBSTRUCTION,2
19790405013359I,MAGAZINE,1
19790405013359I,VERTICAL STABILIZER,1
19790316004809A,STRUCK GROUND,1
19790316004809A,SHORT OF RUNWAY,1
19790421024889I,PILOT TOOK OFF WITH THE ENGINE NOT OPERATING PROPERLY,1
19790421024889I,MUSHED BACK TO THE GROUND BEYOND THE RUNWAY,1
19790210002629A,FCD,1
19790210002629A,LDG,2
19790210002629A,APT,1
19790210002629A,FUEL STAINS,2
19790210002629A,WING DRAINS,1
19790210002629A,LESS THAN 2 GALS FUEL,1
19790210002629A,ONBOARD,1
19790318010729A,EMPTY TANK,1
19790318010729A,ILS APPROACH,1
19790318010729A,SHORT OF RWY,1
19790309032649A,DOOR CAME OPEN IN FLIGHT,1
19790309032649A,DOOR WAS PROPERLY LATCHED,1
19790309032649A,COULD NOT BE DUPLICATED,1
19790421024749I,WATER AND DEBRIS,1
19790224007709I,WINDSHIELD,2
19790224007709I,FOGGED UP,1
19790224007709I,HEATER,1
19790210002639A,REBUILDING,1
19790210002639A,REVERSED,1
19790224007469I,LEVEL FLIGHT,1
19790224007469I,LEFT TANK,2
19790224007469I,FUEL TANK,2
19790224007469I,GAS SEDIMENT BOWL,1
19790224007469I,WOULD NOT DRAIN,1
19790209002599A;19790513026659I,AIRPORT,2
19790421024669I,BROKEN EXTENSION CABLE,1
19790421024669I,EMERGENCY EXTENSION CRANK,1
19790421024669I,NOT PROPERLY STOWED,1
19790603029089I,THROTTLE CABLE HOUSING SLIPPED OUT OF CLAMP,1
19790603029089I,THROTTLE CABLE HOUSING,1
19790615016499I,NOISE,1
19790615016499I,TOWBAR,1
19790508100289I,LOST UPPER ENGINE COWLING,1
19790508100289I,HAD NOT BEEN FASTENED,1
19790510009019A,UNABLE TO MAINTAIN FLIGHT,1
19790510009019A,MODERATE FROST,1
19790529041069A,ENGINE OIL FILLER CAP,1
19790529041069A,AIR INTAKE,1
19790529041069A,ALTERNATE AIR DEFECT,1
19790424024939I,NOISE DURING GEAR RETRACTION,1
19790424024939I,DOOR PINS NOT ATTACHED AFTER MAINTENANCE,1
19790424024939I,COULD NOT BE EXTENDED,1
19790424024939I,DOOR PINS,1
19790603012119A,25-FT AGL LIFTOFF,1
19790603012119A,HIT GROUND,1
19790603012119A,FAILED TO ASSURE FUEL VALVE ON,1
19790515018139A,FLIGHT CONTROLS IN LOCKED MODE,1
19790515018139A,INADEQUATE PRE-FLIGHT CHECK,1
19790513010459A,3 FEET,1
19790513010459A,1 FOOT,1
19790623022919A,SPUTTERING,1
19790623022919A,CRASHED & BURNED,1
19790609016529A,AERO TOW TAKE OFF,1
19790609016529A,140 FEET,1
19790427100619I,HYDRAULIC PUMP WAS SHUT DOWN,1
19790427100619I,EMERGENCY PROCEDURES NOT FOLLOWED,1
19790427100559I,AUTOROTATION,1
19790524200519I,PASSENGER CABIN,1
19790524200519I,FUMES,1
19790524200519I,AFT FUEL CAP,2
19790524200519I,IMPROPER INSTALLATION,1
19790623014019A,RUDDER TRIM,1
19790623014019A,FULL NOSE LEFT TRIM,1
19790623014019A,RAN OFF LEFT SIDE OF RUNWAY,1
19790605014429I,SPEED LIMIT SIGN,1
19790429005459A,2 WKS,1
19790429005459A,SEVERE RAIN,1
19790610014749I,TANKS NEARLY EMPTY,1
19790609011809A,LOST ELECT. POWER,3
19790609011809A,LANDING GEAR NOT LOCKED DOWN,1
19790609011809A,GENERATORS NOT TURNED ON,1
19790622017199I;19790622017219I,TOPPED HIS TANKS,3
19790622017199I,RUNWAY AT HOME,1
19790625015009A,TWO & ONE HALF QUARTS,1
19790503025389I,ELECTRICAL PROBLEM,1
19790503025389I,PILOT LANDED,2
19790503025389I,BELT FAILED,1
19790503025389I,BELT,1
19790503025389I,PILOT TOOK OFF AGAIN,1
19790513026659I,LOSS OF OIL PREESURE,3
19790513026659I,ENGINE SHUTDOWN,2
19790513026659I,MINOR OIL LEAK,1
19790515027029I,ALTERNATOR BELT,1
19790515027029I,ELECTRICAL SYSTEM FAILURE,2
19790515027029I,PREVENTABLE GEAR UP LANDING,1
19790525014229A,BEAGLE,1
19790525014229A,IMPROPERLY SERVICED STRUTS,2
19790525014229A,GR RESONANCE,1
19790425024979I,UNABLE TO MAINTAIN ALTITUDE,1
19790425024979I,LOSS,1
19790511011259A,ATTEMPTED TAKE OFF,3
19790511011259A,ICE ON AIRFRAME,1
19790511011259A,SETTLED TO GROUND,1
19790511011259A,STRUCK DITCH,1
19790519010229A,INSTRUMENT PANEL LIGHT SWITCH,3
19790519010229A,ATTEMPTED FORCED LANDING,1
19790519010229A,DEFECTIVE,1
19790507025919I,UNABLE TO RESTART ENGINE,1
19790507025919I,ENGINE CONTROLS,1
19790602009889A,DITCHED,2
19790602009889A,IN THE OCEAN,1
19790602009889A,LOSS OF AIRCRAFT,1
19790609024769A,11 MONTHS,1
19790809030499I;19790817031829I,ZA,4
19790809030499I,ENGINE FAILED,1
19790809030499I,INSTRUCTIONAL MANUEVERS,1
19790809030499I,FUEL CONTAMINATED,3
19790809030499I,DIRT,1
19790729022479I,FAILED TO EXTEND GEAR,1
19790729022479I,EXTEND GEAR,1
19790725018519A,AIRPLANES,3
19790725018519A,NOT ALIGNED WITH RUNWAY,1
19790725018519A,RUDDER PEDAL,4
19790725018519A,NOT FUNCTIONING,1
19790725018519A,SMALL BOTTLE,1
19790726019139A,ENGINE ACCESS DOOR,2
19790726019139A,ENGINE SPUTTERED,1
19790726019139A,INSTRUCTOR,2
19790726019139A,ATTEMPTED 180 BACK TO RUNWAY,1
19790726019139A,UNABLE,1
19790718017739A,PILOT SEAT,1
19790807029619I,FAILED TO SECURE OIL CAP,1
19790807029619I,OIL WAS STREAMING OVER COWL,2
19790813030889I,FAILED TO SECURE OIL CAP PROPERLY,2
19790813030889I;19790916031359A,LANDED,2
19790703018439I,TAKE-OFF,1
19790703018439I,STRUCK RUNWAY GEAR UP,1
19790703018439I,3 QUARTS OF WATER,1
19790807029669I,AIRSPEED INDICATOR,2
19790807029669I,PITOT TUBE,1
19790807029669I,SOLE PILOT,1
19790807029669I,ILLEGAL,1
19790823023209I,BRAKE DISC PADS TOTALLY WORN,1
19790813023739A,WATER AND TRASH IN FUEL,1
19790813023739A,BARREL,1
19790728024469A,OIL FILLER CAP,2
19790728024469A,WRECK SIGHT,3
19790728024469A,IMPACT FORCES,1
19790728024469A,OIL PAN,1
19790817031829I,1 HOUR FLIGHT,1
19790817031829I,FUEL GAUGES,1
19790817031829I,READ INCORRECTLY,1
19790705018829I,WING SUMPS,1
19790816031569I,FLUCTUATION,1
19790816031569I,LOSS OF OIL PRESSURE,3
19790816031569I,LOOSE OIL FILLER CAP,1
19790816031569I,SHUTTING ENGINE DOWN,1
19790820032669I,OIL PRESSURE,2
19790820032669I,DROPPED TO 10 PSI,1
19790820032669I,NOT BEEN PROPERLY SEATED,1
19790820032669I,OIL SYSTEM,1
19790829023019A,SPRAY RUN,1
19790812030579I,GEAR SWITCH,1
19790808027309A,RETURN TO RUNWAY,1
19790712020439I,STOPPED ON RUNWAY,1
19790712020439I,NOSE GEAR TORQUE LINK,1
19790712020439I,APEX PIN,1
19790716019189I,AIRSTAIR DOOR,3
19790716019189I,TEARING LOOSE,1
19790710018689I,MANUAL GEAR EXTENSION,1
19790710018689I,FAILED TO REENGAGE CLUTCH,1
19790710018689I,LOCK GEAR IN PLACE,1
19790918023659I,OWNER,1
19790918023659I,NOSE GEAR DOOR,1
19790918023659I,RETRACT RODS,1
19790918023659I,JAMMING THE NOSE GEAR,1
19790918023659I,FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS,1
19790928049769I,ENGINE SHUT DOWN,1
19790928049769I,NOT PROPERLY SECURED,1
19790929049639I,AFTER START OF TAKEOFF RUN,1
19790929049639I,SELECTOR SWITCH,1
19791017051209I,OBSTRUCTED FUEL VENT LINE,1
19790904034369I,FUEL CONTAMINATED WITH WATER,1
19791022029739A,TOUCH AND GO LANDING,1
19790916031359A,END OF RUNWAY,1
19790916031359A,FOUND WATER IN FUEL SYSTEM,1
19790919027319A,ATTEMPTED EMERGENCY LANDING,1
19791103056779I,MIXTURE FULL RICH,2
19791103056779I,CARB HEAT,1
