question_id,method_type,question,ground_truth,predicted_answer,bleu_score,meteor_score,rouge_l_f1,rouge_1_f1,rouge_2_f1,semantic_similarity,exact_match,method
action_023,graphrag,What action could be taken when: #2 intake on r/h engine leaking?,REMOVED & REPLACED W/ NEW GASKET.,"Inspect and replace the #2 intake manifold gasket on the right-hand engine to address the leakage. Additionally, check for any associated damage or wear in the intake system components.",0.0,0.0,0.1142857142857143,0.1142857142857143,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_024,vanilla,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,"Replace the left-hand engine #3 rocker shaft plug with a new one that meets OEM specifications, ensuring all related components are inspected for wear and proper torque is applied during installation.",0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_024,textchunkrag,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,"Replace the left-hand engine #3 rocker shaft plug and inspect the surrounding components for wear or damage. Conduct a thorough inspection of the engine for any additional issues, such as oil contamination or other worn parts, as indicated by the related maintenance records.",0.0,0.0,0.08695652173913045,0.08695652173913045,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_024,graphrag,What action could be taken when: l/h engine #3 rocker shaft plug worn?,REPLACED PLUGS.,"Inspect and replace the l/h engine #3 rocker shaft plug. Additionally, check for associated components such as the rocker arm and shaft for wear or damage, and inspect the oil system for contamination or leaks.",0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_025,vanilla,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,"Replace the cracked baffle bracket on the #3 cylinder with a new, approved part, and inspect the surrounding area for any additional damage or wear. Conduct a thorough inspection of the entire engine to ensure no other components are compromised. Document the maintenance action in the aircraft's maintenance log.",0.0,0.0,0.03448275862068966,0.06896551724137932,0.0,0.038461538461538464,False,base_phi-4-14b_kg_gs100
action_025,textchunkrag,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Remove and replace the cracked baffle bracket on the #3 cylinder. Inspect adjacent components for potential damage or stress. Conduct a borescope inspection of the #3 cylinder to assess internal condition and ensure no further damage. Replace the cylinder if necessary. Document all findings and actions taken.,0.0,0.0,0.1090909090909091,0.1090909090909091,0.0,0.041666666666666664,False,base_phi-4-14b_kg_gs100
action_025,graphrag,What action could be taken when: baffle bracket cracked on #3 cylinder?,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,Replace the baffle bracket on the #3 cylinder. Inspect the cylinder for additional damage and ensure all related components are secure and in good condition.,0.0,0.0,0.06060606060606061,0.12121212121212122,0.0,0.06451612903225805,False,base_phi-4-14b_kg_gs100
action_026,vanilla,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,"Inspect the middle and right-hand engine cowl surfaces for any signs of wear or damage. Clean the areas thoroughly, ensuring they are free from grease, oil, and debris. Cut new chafe tape to the required length, ensuring it overlaps by at least 50% at the seams. Apply the chafe tape smoothly and securely over the specified areas, ensuring no wrinkles or gaps. Inspect the applied tape for proper adhesion and coverage. Document the maintenance action in the aircraft's maintenance records.",0.0,0.0,0.04545454545454545,0.04545454545454545,0.023255813953488372,0.05970149253731343,False,base_phi-4-14b_kg_gs100
action_026,textchunkrag,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,"Inspect and replace the chafe tape on both the middle and right-hand engine cowl. Additionally, inspect the DZUS fasteners and surrounding areas for any signs of wear, damage, or misalignment, and secure or replace as necessary to prevent further separation or damage.",0.0,0.0,0.16326530612244897,0.16326530612244897,0.0425531914893617,0.15000000000000002,False,base_phi-4-14b_kg_gs100
action_026,graphrag,What action could be taken when: middle & r/h engine cowl need new chafe tape?,REMOVED & REPLACED CHAFE TAPE AS NEEDED.,Inspect and secure all DZUS fasteners on the middle and right-hand engine cowl. Replace the chafe tape on the engine cowl to prevent future separation and ensure all fasteners are properly torqued according to the manufacturer's specifications.,0.0,0.0,0.13333333333333336,0.13333333333333336,0.046511627906976744,0.1142857142857143,False,base_phi-4-14b_kg_gs100
action_027,vanilla,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.","Remove the loose baffle (aft) seal from l/h eng #3, inspect for damage or wear, and replace with a new seal. Torque all fasteners to manufacturer's specifications. Conduct a leak check and verify proper installation.",0.0,0.0,0.18604651162790697,0.23255813953488372,0.048780487804878044,0.09756097560975609,False,base_phi-4-14b_kg_gs100
action_027,textchunkrag,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.","Inspect and secure the aft seal of the left-hand engine #3 baffle. If the seal is damaged or worn, replace it with a new one. Ensure all fasteners are torqued to the manufacturer's specifications.",0.005311256555131655,0.0,0.1904761904761905,0.1904761904761905,0.049999999999999996,0.05405405405405405,False,base_phi-4-14b_kg_gs100
action_027,graphrag,What action could be taken when: l/h eng #3 baffle (aft) seal loose?,"SECURED #3 BAFFLE SEAL, L/H.","Inspect and secure the left-hand engine #3 baffle (aft) seal. If the seal is damaged, replace it to ensure proper engine compartment integrity and prevent potential oil or fluid leaks.",0.006244385951234721,0.0,0.2162162162162162,0.2162162162162162,0.05714285714285715,0.12121212121212122,False,base_phi-4-14b_kg_gs100
action_028,vanilla,What action could be taken when: muffler missing nut?,REPLACED NUT.,Inspect the muffler assembly for any additional missing or damaged components. Secure the muffler with the appropriate nut and torque it to the manufacturer's specified value. Document the maintenance action in the aircraft's maintenance records.,0.0,0.0,0.05128205128205129,0.05128205128205129,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_028,textchunkrag,What action could be taken when: muffler missing nut?,REPLACED NUT.,"Inspect the muffler assembly for any signs of damage or misalignment due to the missing nut. Securely reinstall the nut, ensuring it is torqued to the manufacturer's specifications. Replace the nut if it is damaged or missing threads. Verify the integrity of the muffler mounting and surrounding components for any additional issues.",0.0,0.0,0.07272727272727272,0.07272727272727272,0.0,0.05,False,base_phi-4-14b_kg_gs100
action_028,graphrag,What action could be taken when: muffler missing nut?,REPLACED NUT.,Inspect and replace the muffler mounting hardware to ensure the nut is securely fastened. Verify the integrity of the muffler and associated components for any additional damage or wear.,0.0,0.0,0.12903225806451613,0.12903225806451613,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_029,vanilla,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,"Perform a detailed inspection of the fuel system, including fuel lines, filters, and pumps, to identify and rectify any blockages or malfunctions. Additionally, check the engine's ignition system, including spark plugs and ignition leads, for any signs of wear or failure. Document findings and corrective actions in the maintenance log.",0.0,0.0,0.06451612903225806,0.06451612903225806,0.0,0.04081632653061225,False,base_phi-4-14b_kg_gs100
action_029,textchunkrag,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,"Inspect and test the fuel system for contamination, particularly checking for water in the fuel tanks and ensuring the fuel selector is on the correct tank. Replace any contaminated fuel and verify the integrity of the fuel caps and filters. Conduct a thorough engine test at idle and full throttle to confirm proper operation.",0.0,0.0,0.0923076923076923,0.0923076923076923,0.0,0.0816326530612245,False,base_phi-4-14b_kg_gs100
action_029,graphrag,"What action could be taken when: power at idle, engine quit. restarted & tested idle w/ full?",RAN UP A/C ENGINE. ADJUSTED IDLE SPEED. IDLE MIXTURE CH,"Inspect and test the fuel system, focusing on fuel tanks and caps, to ensure there is no fuel starvation or contamination. Replace any faulty components as necessary.",0.0,0.0,0.0,0.0,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_030,vanilla,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,"Replace the left-hand side baffle with a new, approved part, and perform a thorough inspection of adjacent components for any additional damage or wear. Update the maintenance log accordingly.",0.0,0.0,0.2105263157894737,0.2105263157894737,0.05555555555555555,0.11428571428571428,False,base_phi-4-14b_kg_gs100
action_030,textchunkrag,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,"Inspect the l/h side baffle for extent of damage and replace the cracked baffle. Additionally, inspect adjacent components for any related damage or loose fasteners and secure or replace as necessary.",0.0,0.0,0.2,0.25,0.15789473684210525,0.24242424242424243,False,base_phi-4-14b_kg_gs100
action_030,graphrag,What action could be taken when: l/h side baffle is cracked?,REPLACED L/H SIDE BAFFLE W/ SERVICEABLE PART.,"Inspect and replace the left-hand side baffle. Ensure adjacent components, such as the engine cowling and stabilizer, are checked for related damage or stress.",0.0,0.0,0.18181818181818182,0.18181818181818182,0.06451612903225806,0.06666666666666667,False,base_phi-4-14b_kg_gs100
action_031,vanilla,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,"Remove the cylinder #4 rocker cover and inspect the gasket and surrounding area for damage or debris. Replace the gasket with a new one, ensuring it is correctly seated and torqued to the manufacturer's specifications. Clean the mating surfaces thoroughly before installation.",0.0,0.0,0.16666666666666666,0.20833333333333334,0.04347826086956521,0.09523809523809525,False,base_phi-4-14b_kg_gs100
action_031,textchunkrag,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,"Remove and replace the cylinder #4 rocker cover gasket. Inspect the rocker cover and cylinder head surface for any damage or warping, and clean both surfaces thoroughly before installing the new gasket. Ensure the oil filler cap is secured properly to prevent oil leaks.",0.0,0.0,0.20408163265306123,0.20408163265306123,0.0851063829787234,0.15,False,base_phi-4-14b_kg_gs100
action_031,graphrag,What action could be taken when: cyl #4 rocker cover gasket leaking?,REMOVED & REPLACED ROCKER COVER GASKET.,Remove and replace the cylinder #4 rocker cover gasket. Inspect the surrounding area for any additional damage or wear that may contribute to the leak. Ensure all mating surfaces are clean and free of debris before installing the new gasket.,0.0,0.0,0.2222222222222222,0.2222222222222222,0.09302325581395347,0.14634146341463414,False,base_phi-4-14b_kg_gs100
action_032,vanilla,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,"Remove the damaged right-hand baffle plug and replace it with a new one, ensuring it is properly torqued to the manufacturer's specifications. Inspect the surrounding area for any additional damage or wear. Update the maintenance log with details of the replacement and any findings during the inspection.",0.0,0.0,0.07547169811320753,0.11320754716981131,0.0392156862745098,0.09302325581395347,False,base_phi-4-14b_kg_gs100
action_032,textchunkrag,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,"Replace the right-hand baffle plug with a new one, ensuring proper installation and torque specifications are followed. Inspect the surrounding area for any additional damage or debris that may have caused the plug to fail.",0.0,0.0,0.09999999999999999,0.19999999999999998,0.05263157894736842,0.1111111111111111,False,base_phi-4-14b_kg_gs100
action_032,graphrag,What action could be taken when: r/h baffle plug needs to be replaced?,INSTALLED NEW BAFFLE PLUG.,"Replace the right-hand baffle plug with a new one, ensuring proper installation and securing to prevent any potential issues related to engine performance or overheating.",0.0,0.0,0.13333333333333336,0.2666666666666667,0.07142857142857142,0.14285714285714285,False,base_phi-4-14b_kg_gs100
action_033,vanilla,What action could be taken when: l/h cooling baffle connecting rod broken?,INSTALLED NEW CONNECTING ROD ON COOLING BAFFLE.,"Replace the left-hand cooling baffle connecting rod with a new, manufacturer-approved part, ensuring all related components are inspected for damage and properly torqued to specifications. Update the maintenance log accordingly.",0.0,0.0,0.10256410256410256,0.25641025641025644,0.1081081081081081,0.16666666666666663,False,base_phi-4-14b_kg_gs100
action_033,textchunkrag,What action could be taken when: l/h cooling baffle connecting rod broken?,INSTALLED NEW CONNECTING ROD ON COOLING BAFFLE.,Replace the left-hand cooling baffle connecting rod. Inspect adjacent components for damage or misalignment and ensure proper torque specifications are met during reassembly.,0.0,0.0,0.12903225806451613,0.25806451612903225,0.13793103448275862,0.13333333333333333,False,base_phi-4-14b_kg_gs100
action_033,graphrag,What action could be taken when: l/h cooling baffle connecting rod broken?,INSTALLED NEW CONNECTING ROD ON COOLING BAFFLE.,Replace the left-hand cooling baffle connecting rod. Inspect adjacent components for potential damage or misalignment. Conduct a thorough system check to ensure no further issues are present.,0.0,0.0,0.1142857142857143,0.2285714285714286,0.12121212121212122,0.11764705882352941,False,base_phi-4-14b_kg_gs100
action_034,vanilla,What action could be taken when: #4 cyl has no compression?,"INSTALLED NEW GASKET, LEAK CK GOOD.","Perform a compression test on all cylinders to confirm the issue. If confirmed, inspect the #4 cylinder for valve seating, piston ring condition, and cylinder wall integrity. Replace or repair components as necessary, following manufacturer guidelines.",0.0,0.0,0.0,0.0,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_034,textchunkrag,What action could be taken when: #4 cyl has no compression?,"INSTALLED NEW GASKET, LEAK CK GOOD.","Perform a compression test on all cylinders. If #4 cylinder still shows no compression, inspect and replace the piston, rings, and/or cylinder as necessary. Check for scoring or wear in the cylinder bore and replace if required. Inspect and replace the spark plug and ensure the ignition system is functioning correctly. Verify the valve clearance and adjust or replace valves if needed. Check the integrity of the head gasket and replace if compromised.",0.0,0.0,0.025,0.025,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_034,graphrag,What action could be taken when: #4 cyl has no compression?,"INSTALLED NEW GASKET, LEAK CK GOOD.","Perform a compression test on the #4 cylinder to confirm the lack of compression. If confirmed, inspect the cylinder head, valves, and piston for damage or wear. Replace or repair any faulty components as necessary. Additionally, check the spark plug and ignition system for the #4 cylinder to ensure proper operation.",0.0,0.0,0.0,0.0,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_035,vanilla,What action could be taken when: #3 baffle needs to be patched. button plug hole has worn too?,INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.,"Replace the worn button plug with a new one, ensuring it is properly torqued to specifications. Patch the #3 baffle using an approved repair kit or material, following the manufacturer's repair procedures, and inspect the repair for integrity.",0.0,0.0,0.08695652173913043,0.17391304347826086,0.0,0.09523809523809523,False,base_phi-4-14b_kg_gs100
action_035,textchunkrag,What action could be taken when: #3 baffle needs to be patched. button plug hole has worn too?,INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.,Patch the #3 baffle using a suitable repair patch material and method as per manufacturer's guidelines. Replace the worn button plug with a new one to ensure a proper seal. Inspect the surrounding area for any additional wear or damage and address as necessary.,0.0,0.0,0.11538461538461539,0.15384615384615385,0.0,0.08695652173913043,False,base_phi-4-14b_kg_gs100
action_035,graphrag,What action could be taken when: #3 baffle needs to be patched. button plug hole has worn too?,INSTALLED RIVETED PATCH & REPLACED BOTH BAFFLE PLUGS.,Patch the #3 baffle and replace the worn button plug hole. Ensure the patch is securely bonded and the new plug is properly installed and tested for integrity.,0.0,0.0,0.17142857142857143,0.2857142857142857,0.0,0.21428571428571425,False,base_phi-4-14b_kg_gs100
action_036,vanilla,What action could be taken when: l/h engine baffle seal above #4 cylinder is torn?,INSTALLED NEW SEAL.,"Replace the left-hand engine baffle seal above the #4 cylinder with a new, approved seal, ensuring all surrounding components are inspected for damage or wear and reassembled according to the manufacturer's maintenance manual.",0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_036,textchunkrag,What action could be taken when: l/h engine baffle seal above #4 cylinder is torn?,INSTALLED NEW SEAL.,"Replace the left-hand engine baffle seal above the #4 cylinder. Inspect the surrounding area for additional damage or wear, and ensure all components are properly secured and aligned. Conduct a thorough inspection of the engine for any related issues, such as oil leaks or damage to nearby components, and address those as necessary.",0.0,0.0,0.03508771929824561,0.03508771929824561,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_036,graphrag,What action could be taken when: l/h engine baffle seal above #4 cylinder is torn?,INSTALLED NEW SEAL.,Replace the left-hand engine baffle seal above the #4 cylinder. Inspect for any associated damage or debris that may have caused the tear and ensure the surrounding area is clean and free of obstructions before installation.,0.0,0.0,0.05,0.1,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_037,vanilla,"What action could be taken when: l/h eng #2, 3 rocker cover gaskets are leaking?",REMOVED & REPLACED ROCKER COVER GASKETS.,"Replace the left-hand engine number 2 and 3 rocker cover gaskets with new, manufacturer-approved gaskets, ensuring all surfaces are clean and free of debris before installation. Torque all fasteners to the manufacturer's specified values. Conduct a post-repair leak test to verify the integrity of the installation.",0.0,0.0,0.14545454545454545,0.14545454545454545,0.07547169811320753,0.08888888888888889,False,base_phi-4-14b_kg_gs100
action_037,textchunkrag,"What action could be taken when: l/h eng #2, 3 rocker cover gaskets are leaking?",REMOVED & REPLACED ROCKER COVER GASKETS.,"Remove and replace the left-hand engine number 2 and 3 rocker cover gaskets. Inspect the rocker covers for any warping or damage and ensure proper torque specifications are met during reinstallation. Additionally, inspect the oil filler cap and associated hoses for leaks or damage, as indicated by related maintenance records.",0.0,0.0,0.17857142857142855,0.17857142857142855,0.07407407407407407,0.1276595744680851,False,base_phi-4-14b_kg_gs100
action_037,graphrag,"What action could be taken when: l/h eng #2, 3 rocker cover gaskets are leaking?",REMOVED & REPLACED ROCKER COVER GASKETS.,Replace the leaking left-hand engine #2 and #3 rocker cover gaskets. Inspect the rocker covers and surrounding areas for any additional damage or misalignment that could contribute to leaks. Ensure all gaskets are properly seated and torqued to specifications during reinstallation.,0.0,0.0,0.1702127659574468,0.1702127659574468,0.08888888888888888,0.14285714285714285,False,base_phi-4-14b_kg_gs100
action_038,vanilla,What action could be taken when: #1 rocker cover leaking on l/h engine?,REMOVED & REPLACED GAKSET.,"Inspect the l/h engine rocker cover gasket and mounting hardware for damage or wear. If any issues are found, replace the gasket and ensure all mounting hardware is secure and free of corrosion. Reassemble the rocker cover, ensuring proper torque specifications are met. Conduct a leak test to confirm the repair.",0.0,0.0,0.03636363636363637,0.03636363636363637,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_038,textchunkrag,What action could be taken when: #1 rocker cover leaking on l/h engine?,REMOVED & REPLACED GAKSET.,Inspect and replace the left-hand engine rocker cover gasket. Ensure the oil cap and dipstick are securely fastened to prevent further leaks. Conduct a thorough inspection for any additional oil system leaks or damage.,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_038,graphrag,What action could be taken when: #1 rocker cover leaking on l/h engine?,REMOVED & REPLACED GAKSET.,Inspect and replace the left-hand engine rocker cover gasket to address the leak. Ensure the oil reservoir cap is securely fastened and check for any other potential oil leaks in the vicinity.,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_039,vanilla,What action could be taken when: cyl #3 aft baffle has sheared rivet?,REMOVED AFT BAFFLE & OIL PSI LINE. REPLACED RIVET. INST,"Remove the sheared rivet from the aft baffle of cylinder #3. Inspect the surrounding area for additional damage or cracks. Replace the sheared rivet with a new one of the correct specification, ensuring proper alignment and torque as per the aircraft maintenance manual. Conduct a functional check of the cylinder to confirm proper operation. Document the maintenance action in the aircraft's maintenance records.",0.0,0.0,0.136986301369863,0.136986301369863,0.02816901408450704,0.07142857142857142,False,base_phi-4-14b_kg_gs100
action_039,textchunkrag,What action could be taken when: cyl #3 aft baffle has sheared rivet?,REMOVED AFT BAFFLE & OIL PSI LINE. REPLACED RIVET. INST,Remove and replace the sheared rivet on the cyl #3 aft baffle. Inspect the surrounding area for additional damage or stress. Ensure all rivets in the vicinity are secure and replace any others that show signs of wear or damage.,0.0,0.0,0.163265306122449,0.20408163265306123,0.0425531914893617,0.04545454545454545,False,base_phi-4-14b_kg_gs100
action_039,graphrag,What action could be taken when: cyl #3 aft baffle has sheared rivet?,REMOVED AFT BAFFLE & OIL PSI LINE. REPLACED RIVET. INST,"Replace the sheared rivet on the cylinder #3 aft baffle with a new rivet of the correct specification. Inspect the surrounding area for additional damage or fatigue, and perform a thorough inspection of the cylinder and baffle for any signs of stress or wear.",0.0,0.0,0.11320754716981131,0.1509433962264151,0.03921568627450981,0.0975609756097561,False,base_phi-4-14b_kg_gs100
action_040,vanilla,What action could be taken when: l/h eng corner bracket on l/h rear baffle is cracked?,REMOVED & REPLACED BRACKET.,"Replace the left-hand engine corner bracket on the left-hand rear baffle with a new, properly inspected part, and perform a thorough inspection of adjacent components for any additional damage or wear.",0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_040,textchunkrag,What action could be taken when: l/h eng corner bracket on l/h rear baffle is cracked?,REMOVED & REPLACED BRACKET.,Replace the left-hand engine corner bracket on the left-hand rear baffle and inspect adjacent components for additional damage or stress. Ensure proper torque and alignment during installation.,0.0,0.0,0.125,0.125,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_040,graphrag,What action could be taken when: l/h eng corner bracket on l/h rear baffle is cracked?,REMOVED & REPLACED BRACKET.,Replace the left-hand engine corner bracket on the left-hand rear baffle. Conduct a thorough inspection of surrounding components for additional damage or stress. Ensure all fasteners are secure and replace any damaged parts as necessary. Document the repair and update maintenance records.,0.0,0.0,0.08510638297872342,0.08510638297872342,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_041,vanilla,What action could be taken when: hardware missing from aft r/h baffle?,INSTALLED NEW HARDWARE.,"1. Inspect the aft right-hand baffle area to confirm the missing hardware and assess any potential damage.
2. Refer to the aircraft maintenance manual (AMM) for the specific hardware part number and installation instructions.
3. Obtain the correct replacement hardware as specified in the AMM.
4. Install the replacement hardware according to the AMM procedures, ensuring all fasteners are torqued to the specified values.
5. Perform a functional check of the baffle system to ensure proper operation.
6. Document the maintenance action in the aircraft maintenance records, including details of the inspection, parts replaced, and any discrepancies noted.",0.0,0.0,0.03921568627450981,0.03921568627450981,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_041,textchunkrag,What action could be taken when: hardware missing from aft r/h baffle?,INSTALLED NEW HARDWARE.,"Inspect and replace the aft right baffle hardware, ensuring all fasteners and securing mechanisms are properly installed and torqued to specifications. Conduct a thorough inspection of adjacent components for any additional damage or wear. Implement a detailed checklist to verify all baffles and cowling components are secured during routine maintenance.",0.0,0.0,0.03773584905660377,0.07547169811320754,0.0,0.044444444444444446,False,base_phi-4-14b_kg_gs100
action_041,graphrag,What action could be taken when: hardware missing from aft r/h baffle?,INSTALLED NEW HARDWARE.,Inspect the aft right baffle assembly for any loose or missing fasteners and secure or replace the missing hardware as necessary. Ensure all components are properly fastened and verify the integrity of the baffle structure.,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_042,vanilla,What action could be taken when: bolt on top of engine case shows signs of leaking?,SEALED BOLT W/ HIGH TEMP RTV.,"Inspect the bolt and surrounding area for corrosion or damage. If leakage is confirmed, replace the bolt and gasket, ensuring proper torque specifications are met. Perform a leak test to verify the repair.",0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.05714285714285715,False,base_phi-4-14b_kg_gs100
action_042,textchunkrag,What action could be taken when: bolt on top of engine case shows signs of leaking?,SEALED BOLT W/ HIGH TEMP RTV.,"Inspect the bolt and surrounding area for damage or wear. Tighten the bolt to the manufacturer's specified torque. If the bolt or surrounding area is damaged, replace the bolt and repair or replace the affected engine case area as necessary. Ensure the oil cap is properly secured to prevent future leaks.",0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.05,False,base_phi-4-14b_kg_gs100
action_042,graphrag,What action could be taken when: bolt on top of engine case shows signs of leaking?,SEALED BOLT W/ HIGH TEMP RTV.,Inspect and replace the leaking bolt on the top of the engine case. Ensure the engine case is properly sealed and inspect surrounding components for any additional signs of leakage or damage.,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.12903225806451613,False,base_phi-4-14b_kg_gs100
action_043,vanilla,What action could be taken when: l/h eng #1 rocker cover gasket leaking?,REMOVED OLD GASKET & REPLACED W/ NEW.,"Remove the left-hand engine number 1 rocker cover, inspect the gasket and sealing surfaces for damage or wear, replace the gasket with a new one, clean and inspect the sealing surfaces, and reinstall the rocker cover ensuring proper torque specifications are met.",0.0,0.0,0.16326530612244897,0.16326530612244897,0.0,0.05128205128205128,False,base_phi-4-14b_kg_gs100
action_043,textchunkrag,What action could be taken when: l/h eng #1 rocker cover gasket leaking?,REMOVED OLD GASKET & REPLACED W/ NEW.,"Remove and replace the left-hand engine #1 rocker cover gasket. Inspect the rocker cover surface for any damage or irregularities and ensure the oil reservoir cap is secured properly. Check for any other related issues, such as oil pressure fluctuations or leaks, and address them as necessary.",0.0,0.0,0.07407407407407407,0.1111111111111111,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_043,graphrag,What action could be taken when: l/h eng #1 rocker cover gasket leaking?,REMOVED OLD GASKET & REPLACED W/ NEW.,"Remove and replace the left-hand engine #1 rocker cover gasket. Inspect the rocker cover and mating surface for damage or warping that could contribute to the leak. Tighten the rocker cover bolts to the manufacturer's specified torque. Check for any additional oil leaks or related issues, such as oil pressure fluctuations, as indicated in the maintenance records.",0.0,0.0,0.061538461538461535,0.09230769230769231,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_044,vanilla,What action could be taken when: l/h eng baffle tie rod wire hitting both o/b clamps?,DAMAGE NEG. ADJUSTED TOWARD I/B & ADJ CLAMPS OUT OF THE,"Inspect the left-hand engine baffle tie rod wire for signs of wear or damage. If necessary, replace the wire and ensure both outboard clamps are properly positioned and secured to prevent contact. Document the inspection and any corrective actions taken in the maintenance log.",0.0,0.0,0.10714285714285715,0.14285714285714285,0.0,0.11999999999999998,False,base_phi-4-14b_kg_gs100
action_044,textchunkrag,What action could be taken when: l/h eng baffle tie rod wire hitting both o/b clamps?,DAMAGE NEG. ADJUSTED TOWARD I/B & ADJ CLAMPS OUT OF THE,"Inspect and adjust the left-hand engine baffle tie rod wire to ensure it is properly aligned and not contacting the outerboard clamps. If necessary, replace or reposition the clamps to prevent interference.",0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.1,False,base_phi-4-14b_kg_gs100
action_044,graphrag,What action could be taken when: l/h eng baffle tie rod wire hitting both o/b clamps?,DAMAGE NEG. ADJUSTED TOWARD I/B & ADJ CLAMPS OUT OF THE,"Inspect and adjust the left-hand engine baffle tie rod wire to ensure it does not contact the outboard clamps. If necessary, replace or reposition the clamps to prevent interference.",0.0,0.0,0.14634146341463417,0.14634146341463417,0.0,0.10526315789473684,False,base_phi-4-14b_kg_gs100
action_045,vanilla,What action could be taken when: sniffler valves dirty?,CLEANED SNIFFLER VALVES.,"Remove the sniffler valves, clean them thoroughly using appropriate cleaning agents and tools, inspect for any damage or wear, and reinstall them. Document the maintenance action in the aircraft maintenance records.",0.0,0.0,0.1176470588235294,0.17647058823529413,0.0625,0.06666666666666667,False,base_phi-4-14b_kg_gs100
action_045,textchunkrag,What action could be taken when: sniffler valves dirty?,CLEANED SNIFFLER VALVES.,Clean the sniffer valves thoroughly and inspect them for any signs of obstruction or damage. Replace if necessary to ensure proper operation.,0.0,0.0,0.16,0.16,0.0,0.0,False,base_phi-4-14b_kg_gs100
action_045,graphrag,What action could be taken when: sniffler valves dirty?,CLEANED SNIFFLER VALVES.,Clean or replace the sniffer valves to ensure proper operation and prevent potential contamination or performance issues.,0.0,0.0,0.2,0.2,0.0,0.0,False,base_phi-4-14b_kg_gs100
