c5,c119,gpt4o_triplets,gpt4o_triplets_clean
19790807029619I,PILOT FAILED TO SECURE OIL CAP ON PREFLIGHT. OIL WAS STREAMING OVER COWL AT LIFTOFF.                               ,"<OIL CAP, PART OF, PREFLIGHT>
<OIL, LOCATION, COWL>
<OIL, EVENT DISTANCE, LIFTOFF>","<OIL CAP, PART OF, PREFLIGHT>
<OIL, LOCATION, COWL>
<OIL, EVENT DISTANCE, LIFTOFF>"
19790807024709A,PILOT ABORTED TAKEOFF & WHILE APPLYING BRAKES SEAT CAME LOOSE CAUSING PILOT'S FEET TO RELEASE BRAKES. ACFT CRASHED ,"<PILOT, ABORTED, TAKEOFF>
<SEAT, CAUSED, PILOT'S FEET TO RELEASE BRAKES>
<ACFT, CRASHED, NULL>","<PILOT, ABORTED, TAKEOFF>
<SEAT, CAUSED, PILOT'S FEET TO RELEASE BRAKES>
<ACFT, CRASHED, NULL>"
19790813030889I,PILOT FAILED TO SECURE OIL CAP PROPERLY AT PREVIOUS STOP. LANDED WITH LOW OIL PRESSURE.                            ,"<OIL CAP, NOT FASTENED, PROPERLY>
<LANDED, HAS CAUSE, LOW OIL PRESSURE>","<OIL CAP, NOT FASTENED, PROPERLY>
<LANDED, HAS CAUSE, LOW OIL PRESSURE>"
19790703018439I,ENGINE STOPPED SHORTLY AFTER TAKE-OFF. AIRCRAFT STRUCK RUNWAY GEAR UP. PILOT DRAINED 3 QUARTS OF WATER FROM TANKS. ,"<ENGINE, STOPPED, SHORTLY AFTER TAKE-OFF>
<AIRCRAFT, STRUCK, RUNWAY>
<GEAR, UP, NULL>
<PILOT, DRAINED, 3 QUARTS OF WATER FROM TANKS>","<ENGINE, STOPPED, SHORTLY AFTER TAKE-OFF>
<AIRCRAFT, STRUCK, RUNWAY>
<GEAR, UP, NULL>
<PILOT, DRAINED, 3 QUARTS OF WATER FROM TANKS>"
19790807029669I,AIRSPEED INDICATOR INOP DUE TO PLUG ON END OF PITOT TUBE. LOST DIRECTIONAL CONTROL ON LANDING. ILLEGAL SOLO.       ,"<AIRSPEED INDICATOR, INOP, PLUG ON END OF PITOT TUBE>
<LOST DIRECTIONAL CONTROL, EVENT DISTANCE, ON LANDING>
<SOLO, INSTANCE OF, ILLEGAL>","<AIRSPEED INDICATOR, INOP, PLUG ON END OF PITOT TUBE>
<LOST DIRECTIONAL CONTROL, EVENT DISTANCE, ON LANDING>
<SOLO, INSTANCE OF, ILLEGAL>"
19790823023209I,AIRCRAFT RAN OFF RUNWAY DURING LANDING ROLL. BRAKE DISC PADS TOTALLY WORN.                                         ,"<AIRCRAFT, RAN OFF, RUNWAY>","<AIRCRAFT, RAN OFF, RUNWAY>"
19790813023739A,ENGINE FAILED DUE TO WATER AND TRASH IN FUEL. AIRCRAFT REFUELED FROM A BARREL. NO FILTER USED.                     ,"<ENGINE, HAS CAUSE, WATER AND TRASH IN FUEL>","<ENGINE, HAS CAUSE, WATER AND TRASH IN FUEL>"
19790728024469A,"OIL FILLER CAP WAS LOOSE. NO OIL FOUND AT WRECK SIGHT, ALTHOUGH A HOLE WAS KNOCKED IN OIL PAN BY IMPACT FORCES.    ","<OIL FILLER CAP, LOOSE, NULL>","<OIL FILLER CAP, LOOSE, NULL>"
19790817031829I,ZA ZG STUDENT PILOT RAN OUT OF GAS AFTER 1 HOUR FLIGHT. FUEL GAUGES ALSO READ INCORRECTLY.                         ,"<STUDENT PILOT, RAN OUT, GAS>","<STUDENT PILOT, RAN OUT, GAS>"
19790705018829I,"ENGINE QUIT ON TAKEOFF DUE TO WATER IN FUEL. PILOT LANDED GEAR UP, HAD FAILED TO DRAIN WING SUMPS IN PREFLIGHT.    ","<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>
<PILOT, LANDED, GEAR UP>
<PILOT, FAILED TO DRAIN, WING SUMPS>
<FAILED TO DRAIN, TIME PERIOD, PREFLIGHT>","<ENGINE QUIT, HAS CAUSE, WATER IN FUEL>
<PILOT, LANDED, GEAR UP>
<PILOT, FAILED TO DRAIN, WING SUMPS>
<FAILED TO DRAIN, TIME PERIOD, PREFLIGHT>"
19790816031569I,FLUCTUATION AND GRADUAL LOSS OF OIL PRESSURE BEFORE SHUTTING ENGINE DOWN. LOOSE OIL FILLER CAP.                    ,"<OIL PRESSURE, GRADUAL LOSS, BEFORE SHUTTING ENGINE DOWN>","<OIL PRESSURE, GRADUAL LOSS, BEFORE SHUTTING ENGINE DOWN>"
19790820032669I,WHILE EN ROUTE OIL PRESSURE DROPPED TO 10 PSI. LANDED ON HIGHWAY AND FOUND OIL CAP HAD NOT BEEN PROPERLY SEATED.   ,"<OIL PRESSURE, DROPPED TO, 10 PSI>
<LANDED, LOCATION, HIGHWAY>
<OIL CAP, NOT PROPERLY SEATED, NULL>","<OIL PRESSURE, DROPPED TO, 10 PSI>
<LANDED, LOCATION, HIGHWAY>
<OIL CAP, NOT PROPERLY SEATED, NULL>"
19790729018879A,NOSE GEAR COLLAPSED ON LANDING ROLL. FOUND HYDRAULIC RESERVOIR TOO LOW ON FLUID TO OPERATE LANDING GEAR.           ,"<NOSE GEAR, COLLAPSED, ON LANDING ROLL>
<HYDRAULIC RESERVOIR, TOO LOW ON, FLUID>
<HYDRAULIC RESERVOIR, TO OPERATE, LANDING GEAR>","<NOSE GEAR, COLLAPSED, ON LANDING ROLL>
<HYDRAULIC RESERVOIR, TOO LOW ON, FLUID>
<HYDRAULIC RESERVOIR, TO OPERATE, LANDING GEAR>"
19790829023019A,ENGINE STOPPED DURING SPRAY RUN. LANDED IN SOYBEAN FIELD. FLIPPED OVER. WATER IN FUEL.                             ,"<ENGINE, STOPPED, DURING SPRAY RUN>
<LANDED, LOCATION, SOYBEAN FIELD>
<LANDED, HAS EFFECT, FLIPPED OVER>
<WATER, IN, FUEL>","<ENGINE, STOPPED, DURING SPRAY RUN>
<LANDED, LOCATION, SOYBEAN FIELD>
<LANDED, HAS EFFECT, FLIPPED OVER>
<WATER, IN, FUEL>"
19790801021959A,ENGINE FAILURE DUE TO WATER IN FUEL.                                                                               ,"<ENGINE FAILURE, HAS CAUSE, WATER IN FUEL>","<ENGINE FAILURE, HAS CAUSE, WATER IN FUEL>"
19790820029909A,"CABIN DOOR OPENED ON TAKEOFF ROLL. PILOT ABORTED TAKEOFF. UNABLE TO STOP ON RUNWAY, RAN OFF END INTO ROCKS.        ","<CABIN DOOR, OPENED, TAKEOFF ROLL>
<PILOT, ABORTED, TAKEOFF>
<UNABLE TO STOP, RAN OFF, END INTO ROCKS>","<CABIN DOOR, OPENED, TAKEOFF ROLL>
<PILOT, ABORTED, TAKEOFF>
<UNABLE TO STOP, RAN OFF, END INTO ROCKS>"
19790812030579I,"DURING TAKEOFF ROLL, GEAR COLLAPSED. GEAR SWITCH IN UP POSITION.                                                   ","<GEAR, COLLAPSED, DURING TAKEOFF ROLL>","<GEAR, COLLAPSED, DURING TAKEOFF ROLL>"
19790808027309A,ENGINE FAILED DURING TAKEOFF. PILOT ATTEMPTED RETURN TO RUNWAY. INSUFFICIENT ALTITUDE. WATER IN FUEL.              ,"<ENGINE, FAILED, DURING TAKEOFF>
<PILOT, ATTEMPTED, RETURN TO RUNWAY>
<INSUFFICIENT ALTITUDE, HAS CAUSE, WATER IN FUEL>","<ENGINE, FAILED, DURING TAKEOFF>
<PILOT, ATTEMPTED, RETURN TO RUNWAY>
<INSUFFICIENT ALTITUDE, HAS CAUSE, WATER IN FUEL>"
19790712020439I,STOPPED ON RUNWAY AFTER LANDING. NOSE GEAR TORQUE LINK APEX PIN WAS NOT INSTALLED.                                 ,"<STOPPED, LOCATION, RUNWAY>
<STOPPED, FOLLOWS, AFTER LANDING>
<NOSE GEAR TORQUE LINK APEX PIN, NOT INSTALLED, NULL>","<STOPPED, LOCATION, RUNWAY>
<STOPPED, FOLLOWS, AFTER LANDING>
<NOSE GEAR TORQUE LINK APEX PIN, NOT INSTALLED, NULL>"
19790716019189I,AIRSTAIR DOOR CAME OPEN AFTER TAKEOFF. DURING LANDING DOOR DRUG ON RUNWAY TEARING LOOSE FROM AIRCRAFT.             ,"<AIRSTAIR DOOR, AFTER, TAKEOFF>
<DOOR, DURING, LANDING>
<DOOR, DRUG ON, RUNWAY>
<DOOR, TEARING LOOSE FROM, AIRCRAFT>","<AIRSTAIR DOOR, AFTER, TAKEOFF>
<DOOR, DURING, LANDING>
<DOOR, DRUG ON, RUNWAY>
<DOOR, TEARING LOOSE FROM, AIRCRAFT>"
19790710018689I,ELECTRICAL FAILURE RESULTED IN MANUAL GEAR EXTENSION. PILOT FAILED TO REENGAGE CLUTCH TO LOCK GEAR IN PLACE.       ,"<ELECTRICAL FAILURE, HAS EFFECT, MANUAL GEAR EXTENSION>","<ELECTRICAL FAILURE, HAS EFFECT, MANUAL GEAR EXTENSION>"
19790918023659I,PILOT OWNER FORGOT TO RECONNECT NOSE GEAR DOOR RETRACT RODS WHICH RESULTED IN JAMMING THE NOSE GEAR.               ,"<NOSE GEAR DOOR RETRACT RODS, PART OF, NOSE GEAR>","<NOSE GEAR DOOR RETRACT RODS, PART OF, NOSE GEAR>"
19790927050049I,PILOT REPORTED UNSAFE GEAR INDICATION. LANDED WITHOUT INCIDENT. GEAR LIGHT WAS SELECTED TO THE DIM POSITION.       ,"<GEAR LIGHT, POSITION OF GEAR HANDLE, DIM POSITION>","<GEAR LIGHT, POSITION OF GEAR HANDLE, DIM POSITION>"
19790928049769I,ENGINE COWL LOOSE IN FLIGHT. ENGINE SHUT DOWN. COWL HAD NOT BEEN PROPERLY SECURED.                                 ,"<ENGINE COWL, LOOSE, IN FLIGHT>
<ENGINE, SHUT DOWN, NULL>
<COWL, NOT BEEN PROPERLY SECURED, NULL>","<ENGINE COWL, LOOSE, IN FLIGHT>
<ENGINE, SHUT DOWN, NULL>
<COWL, NOT BEEN PROPERLY SECURED, NULL>"
19790929049639I,GEAR COLLAPSED 200 FEET AFTER START OF TAKEOFF RUN. SELECTOR SWITCH FOUND NOT IN THE FULL DOWN POSITION.           ,"<GEAR, COLLAPSED, 200 FEET AFTER START OF TAKEOFF RUN>","<GEAR, COLLAPSED, 200 FEET AFTER START OF TAKEOFF RUN>"
19791017051209I,ENGINE STOPPED DUE TO OBSTRUCTED FUEL VENT LINE.                                                                   ,"<ENGINE STOPPED, HAS CAUSE, OBSTRUCTED FUEL VENT LINE>","<ENGINE STOPPED, HAS CAUSE, OBSTRUCTED FUEL VENT LINE>"
19791022054789I,ENGINE STOPPED DUE TO FUEL STARVATION. NEWLY INSTALLED FUEL CAP WAS NOT VENTED.                                    ,"<ENGINE STOPPED, HAS CAUSE, FUEL STARVATION>","<ENGINE STOPPED, HAS CAUSE, FUEL STARVATION>"
19790904034369I,ZA ZG ZH EMERGENCY LANDING DUE TO FUEL CONTAMINATED WITH WATER.                                                    ,"<FUEL, CONTAMINATED WITH, WATER>","<FUEL, CONTAMINATED WITH, WATER>"
19791022029739A,ENGINE STOPPED AFTER LIFTOFF ON A TOUCH AND GO LANDING. HIT TREES. FOUND WATER IN FUEL.                            ,"<ENGINE, STOPPED, AFTER LIFTOFF>
<ENGINE, STOPPED, ON A TOUCH AND GO LANDING>
<ENGINE, HIT, TREES>
<WATER, FOUND, IN FUEL>","<ENGINE, STOPPED, AFTER LIFTOFF>
<ENGINE, STOPPED, ON A TOUCH AND GO LANDING>
<ENGINE, HIT, TREES>
<WATER, FOUND, IN FUEL>"
19791030053329I,PILOT TOOK OFF AND CONTINUED NIGHT FLIGHT WITH BATTERY DISCHARING. MISUSED EMERGENCY GEAR SYSTEM.                  ,"<PILOT, USED BY, NIGHT FLIGHT>
<BATTERY, HAS EFFECT, DISCHARGING>
<EMERGENCY GEAR SYSTEM, USED BY, PILOT>","<PILOT, USED BY, NIGHT FLIGHT>
<BATTERY, HAS EFFECT, DISCHARGING>
<EMERGENCY GEAR SYSTEM, USED BY, PILOT>"
19791108054919I,"COCKPIT DOOR PARTIALLY OPENED AT ROTATION. PILOT ABORTED, RAN OFF END OF RUNWAY. PROP AND ONE MAIN GEAR DAMAGED.   ","<PILOT, ABORTED, NULL>
<PILOT, RAN OFF, END OF RUNWAY>
<PROP, DAMAGED, NULL>
<ONE MAIN GEAR, DAMAGED, NULL>","<PILOT, ABORTED, NULL>
<PILOT, RAN OFF, END OF RUNWAY>
<PROP, DAMAGED, NULL>
<ONE MAIN GEAR, DAMAGED, NULL>"
19790916031359A,ENGINE STOPPED ON TAKEOFF. LANDED OFF END RUNWAY. FOUND WATER IN FUEL SYSTEM.                                      ,"<ENGINE, STOPPED, TAKEOFF>
<LANDED, LOCATION, END RUNWAY>
<WATER, LOCATION, FUEL SYSTEM>","<ENGINE, STOPPED, TAKEOFF>
<LANDED, LOCATION, END RUNWAY>
<WATER, LOCATION, FUEL SYSTEM>"
19790919027319A,ENGINE FAILED DURING TAKEOFF DUE TO WATER IN FUEL. AIRCRAFT CRASHED DURING ATTEMPTED EMERGENCY LANDING.            ,"<ENGINE, FAILED, DURING TAKEOFF>
<FAILED, HAS CAUSE, WATER IN FUEL>
<AIRCRAFT, CRASHED, DURING ATTEMPTED EMERGENCY LANDING>","<ENGINE, FAILED, DURING TAKEOFF>
<FAILED, HAS CAUSE, WATER IN FUEL>
<AIRCRAFT, CRASHED, DURING ATTEMPTED EMERGENCY LANDING>"
19791102034159A,PILOT ATTEMPTED 180 DEGREE TURN WHEN ENGINE FAILED AFTER TAKEOFF. ENGINE FAILURE ATTRIBUTED TO WATR IN FUEL.       ,"<PILOT, ATTEMPTED, 180 BACK TO RUNWAY>
<ENGINE, FAILED, AFTER TAKEOFF>
<ENGINE FAILURE, HAS CAUSE, WATER IN FUEL>","<PILOT, ATTEMPTED, 180 BACK TO RUNWAY>
<ENGINE, FAILED, AFTER TAKEOFF>
<ENGINE FAILURE, HAS CAUSE, WATER IN FUEL>"
19791103056779I,"ENGINE QUIT FROM TOO RICH A MIXTURE, LANDED SHORT. PRIMER WAS UNLOCKED, MIXTURE FULL RICH, CARB HEAT ON.           ","<ENGINE QUIT, HAS CAUSE, TOO RICH A MIXTURE>","<ENGINE QUIT, HAS CAUSE, TOO RICH A MIXTURE>"
