c5_sources,entity1,entity2,weight,relations,rows
19780626034739I,AIRPLANE,OUTSIDE,1,LOCATION,121
19800113000039A,AIRPLANE,KNOWN DEFECTIVE GYRO HORIZON,1,DEPARTED IFR WITH,339
19800113000039A,AIRPLANE,DESCENDING IFR,1,LOST CONTROL OF,339
19800113000039A,AIRPLANE,HOLDING PATTERN,1,LOCATED IN,339
19800225005279A,AIRPLANE,DITCH,1,RAN INTO,368
19800506012169A,LOST CONTROL,FAILED TO REMOVE AILERON-ELEVATOR LOCK PIN,1,HAS CAUSE,384
19950527014439A,LOST CONTROL,NEGLECTED TO CONNECT RIGHT AILERON,1,HAS CAUSE,1875
19950527014439A,LOST CONTROL,CLIMBOUT,1,EVENT DISTANCE,1875
19950527014439A,LOST CONTROL,SPIRAL TO IMPACT,1,HAS EFFECT,1875
19950527014439A,LOST CONTROL,ROLLED BOTH WAYS,1,FOLLOWED BY,1875
19990213001379A,LOST CONTROL,RAN INTO A DITCH,1,HAS CAUSE,2318
19790718017739A,LOST CONTROL,VEERED OFF RUNWAY,1,FOLLOWED BY,275
19800506012169A,TAKE OFF ROLL,LOST CONTROL,1,EVENT DISTANCE,384
19800331045949I,TAKE OFF ROLL,60 MPH,1,EVENT DISTANCE,366
19800331045949I,TAKE OFF ROLL,FLIGHT ABORTED,1,HAS EFFECT,366
19800804037399A,FUEL EXHAUSTION,FUEL SIPHONING,1,HAS CAUSE,410
19800804037399A,FUEL EXHAUSTION,OVERSHOT EMERGENCY LANDING AREA,1,HAS EFFECT,410
19790520026369I,FUEL EXHAUSTION,FORCED LANDING,1,HAS CAUSE,233
19790507025919I,FUEL EXHAUSTION,UNABLE TO RESTART ENGINE,1,HAS CAUSE,267
19790507025919I,FUEL EXHAUSTION,ENGINE,1,HAS EFFECT,267
19801005072789I,BRAKE,REMAINING BRAKE FAILED,1,HAS CAUSE,466
19801005072789I,RUNWAY,END OF RUNWAY,1,LOCATION,466
19790820029909A;19791108054919I,RUNWAY,END,2,LOCATION,"293,308"
19800106011019I,RUNWAY,SNOW AND ICE COVERED,1,INSTANCE OF,337
19800429039119A,RUNWAY,TAXIWAY,1,PART OF,389
19800429039119A,RUNWAY,LEAVING A BIG HOLE,1,HAS EFFECT,389
19800707059709I,RUNWAY,PRIVATE,1,PART OF,411
19801116083749I,AUXILIARY FUEL SYSTEM,ICE,1,HAS EFFECT,467
19780219007659I,ICE,ENGINE QUIT,1,HAS CAUSE,54
19780219007659I,ICE,FUEL SYSTEM,1,PART OF,54
19781114026859I,ICE,FUEL LINES,1,HAS CAUSE,162
19781110039789A,ICE,1/4IN,1,INSTANCE OF,175
19781110039789A,ICE,AIRCRAFT,1,HAS EFFECT,175
19781231044159A,ICE,TRIM HINGES,1,HAS EFFECT,183
19790207005159I,ICE,FUEL STRAINER,1,PART OF,192
19790204002289A,ICE,GASCOLATOR,1,FOUND IN,216
19790204002289A,ICE,FLEXIBLE HOSE,1,FOUND IN,216
19801230089799I,FLAT NOSE STRUT,BEFORE RETRACTION,1,FAILED TO EXTEND,495
19801230089799I,FLAT NOSE STRUT,AIRPLANE STRUCTURE,1,CAUGHT ON,495
19801230089799I,BELLCRANK,FLAT NOSE STRUT,1,BROKE BY,495
19801230089799I,COLLAPSED,FLAT NOSE STRUT,1,HAS CAUSE,495
19800418044679I,COLLAPSED,LANDING,1,HAS CAUSE,386
19800707059709I,COLLAPSED,TAKEOFF,1,HAS CAUSE,411
19810303007119A,LANDING,VEERED OFF RUNWAY,1,HAS CAUSE,514
19890723054159I,LANDING,DETERMINATION,1,FOLLOWED BY,1393
19780501031459I,LANDING,OIL COMING FROM ENGINES,1,HAS CAUSE,89
19780501031459I,LANDING,OIL CAPS NOT LOCKED PROPERLY,1,HAS EFFECT,89
19781128024449I,LANDING,POWER LOSS,1,HAS CAUSE,164
19781128024449I,LANDING,WATER IN FUEL SYSTEM,1,HAS EFFECT,164
19790609011809A,LANDING,LANDING GEAR NOT LOCKED DOWN,1,HAS EFFECT,255
19790609011809A,LANDING,GENERATORS NOT TURNED ON,1,HAS CAUSE,255
19790813030889I,LANDING,LOW OIL PRESSURE,1,FOLLOWED BY,278
19790820032669I,LANDING,HIGHWAY,1,HAS EFFECT,288
19790820032669I,LANDING,OIL CAP,1,HAS CAUSE,288
19790712020439I,LANDING,STOPPED ON RUNWAY,1,HAS EFFECT,296
19800807063609I,LANDING,TALL GRASS,1,LOCATION,402
19800624056339I,LANDING,OVERRAN END OF RUNWAY,1,HAS EFFECT,406
19800624056339I,LANDING,LANDING LIGHT INOPERATIVE,1,HAS CAUSE,406
19800707059709I,LANDING,ROUGH RUNWAY,1,HAS EFFECT,411
19810303007119A,VEERED OFF RUNWAY,HIT PARKED AIRPLANE,1,HAS EFFECT,514
19800620022039A,VEERED OFF RUNWAY,INTO TREES,1,FOLLOWED BY,405
19810303007119A,CARPETING,RUDDER PEDAL MOVEMENT,1,RESTRICTED,514
19820725041999I,LOOSE COWLING,CRACKED WINDSHIELD,1,HAS EFFECT,642
19820725041999I,LOOSE COWLING,DENTED STABILIZER,1,HAS EFFECT,642
19820725041999I,CRACKED WINDSHIELD,TAKEOFF,1,EVENT DISTANCE,642
19820725041999I,CRACKED WINDSHIELD,RETURNING TO LAND,1,EVENT DISTANCE,642
19820725041999I,DENTED STABILIZER,RETURNING TO LAND,1,EVENT DISTANCE,642
19821117066379I,ACCESS DOOR,OPEN,1,INSTANCE OF,656
19821117066379I,DEPRESSURIZED,DOOR OPENED FULLY,1,HAS EFFECT,656
19821117066379I,DOOR OPENED FULLY,STOPPED BY FUSELAGE,1,HAS EFFECT,656
19840121015319I,CARBURETOR BOWL,ICE,1,LOCATION,750
19840821046409A,CRASH,ENGINE FAILURE,1,HAS CAUSE,795
19840821046409A,CRASH,TAKEOFF,1,TIME PERIOD,795
19790609016529A,CRASH,FORCED LANDING,1,INSTANCE OF,246
19791126034419A,CRASH,UNABLE TO CLIMB,1,HAS CAUSE,326
19791126034419A,CRASH,OFF END RWY,1,LOCATION,326
19800716028479A,CRASH,EMERGENCY LANDING,1,EVENT DISTANCE,409
19800623021719A,CRASH,PILOT ABORTED TAKEOFF,1,HAS CAUSE,413
19800623021719A,CRASH,DITCH,1,LOCATION,413
19800623021719A,CRASH,END OF RUNWAY,1,FOLLOWS,413
19790410008789A;19800127019329I;19840821046409A,ENGINE FAILURE,FORCED LANDING,3,HAS CAUSE,"209,347,795"
19790319004969A,ENGINE FAILURE,TAKEOFF,1,HAS CAUSE,217
19790801021959A;19791102034159A,ENGINE FAILURE,WATER IN FUEL,2,HAS CAUSE,"292,311"
19841214074599I,TAXIING,LOST NOSEWHEEL STEERING AND BRAKES,1,HAS CAUSE,817
19841214074599I,TAXIING,STRUCK 2 AIRCRAFT AND FENCE,1,HAS EFFECT,817
19841214074599I,CIRCUIT BREAKER HYDRAULIC PUMP,TAXIING,1,PART OF,817
19850315007389A,ICING,LOST CONTROL,1,HAS CAUSE,856
19850315007389A,ICING,ALTIMETER NOT IFR CERTIFIED,1,FOLLOWED BY,856
19850315007389A,ICING,ICING FORECAST,1,INFLUENCED BY,856
19850418016709I,ENGINE POWER FAILURE,LANDED IN FIELD,1,HAS CAUSE,891
19850418016709I,LANDED IN FIELD,AEROBATICS,1,EVENT DISTANCE,891
19850525020799A,TOUCHED DOWN,3 MILES,1,EVENT DISTANCE,896
19850525020799A,TOUCHED DOWN,AIRPORT,1,LOCATION,896
19850525020799A,ATTEMPTED DOWNWIND GO AROUND,STRUCK TREE,1,HAS EFFECT,896
19850525020799A,STRUCK TREE,DOWNWIND GO AROUND,1,PART OF,896
19790407008559A;19850729066139I,ELEVATOR CONTROL,JAMMED,2,INSTANCE OF,"210,914"
19850729066139I,ELEVATOR CONTROL,STICK BOOT NOT FASTENED TO FLOOR,1,HAS EFFECT,914
19850729066139I,ELEVATOR CONTROL,LANDED IN A FIELD,1,EVENT DISTANCE,914
19850729066139I,SHEN HARNESS,ELEVATOR CABLE,1,PART OF,914
19860228038269I,NOSE GEAR,FAILED TO RETRACT,1,HAS EFFECT,1006
19870319012959I,NOSE GEAR,PIN,2,HAS CAUSE;INSTANCE OF,1135
19780401007929I,NOSE GEAR,HOLE,1,FOLLOWED BY,73
19780401007929I,NOSE GEAR,TAXIING,1,ACTION,73
19780616046129I,NOSE GEAR,COLLAPSED ON TOUCHDOWN,1,HAS EFFECT,106
19780616046129I,NOSE GEAR,JAMMED,1,HAS EFFECT,106
19780726036499I,NOSE GEAR,DID NOT CENTER,1,HAS EFFECT,129
19780901016759I,NOSE GEAR,GEAR,1,INSTANCE OF,141
19790220007249I,NOSE GEAR,STRUT FLAT,1,INSTANCE OF,194
19790220007249I,NOSE GEAR,WHEEL CANTED,1,INSTANCE OF,194
19790429025299I;19800418044679I,NOSE GEAR,COLLAPSED,2,INSTANCE OF,"259,386"
19800413049409I,NOSE GEAR,ROLLOUT,1,HAS CAUSE,390
19860228038269I,PIN,NOT BEEN REMOVED,1,HAS EFFECT,1006
19860228038269I,MAINTENANCE,FOUND THAT PIN HAD NOT BEEN REMOVED,1,FOLLOWED BY,1006
19860128014289I,FORWARD CARGO DOOR,AIRCRAFT,1,OPENED BY,1024
19790207005339I,FORWARD CARGO DOOR,DOOR WAS NOT LATCHED,1,HAS EFFECT,206
19790207005339I,FORWARD CARGO DOOR,TAKEOFF,1,EVENT DISTANCE,206
19860128014289I,OBJECTS,HAS EFFECT,1,DROPPED OUT,1024
19860128014289I,RETURNED,FAILED TO SEE WARNING LIGHT,1,FOLLOWS,1024
19860128014289I,FAILED TO SEE WARNING LIGHT,AIRCRAFT,1,INFLUENCED BY,1024
19860514036219I,GROUND LOOPED,Landing,1,INSTANCE OF,1033
19860514036219I,TAILWHEEL,Jammed,1,FOUND,1033
19860514036219I,TAILWHEEL,Far right,1,LOCATION,1033
19750315005389A,TAILWHEEL,COCKED,1,INSTANCE OF,0
19781230019999I,TANKS,FUEL STARVATION,1,HAS EFFECT,166
19790622017219I,TANKS,PILOT,1,PART OF,265
19780723038809I,FUEL,RAN OUT OF FUEL,1,HAS EFFECT,133
19790410008789A,FUEL,COMPANY OWNED FUEL TANKER,1,FOUND IN,209
19790622017219I,FUEL,CONTAMINATED WITH WATER,1,HAS EFFECT,265
19860530030499A,ENGINE OVERHEAT,HOT OIL SMELL,1,HAS CAUSE,1045
19860530030499A,HOT OIL SMELL,KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS,1,HAS CAUSE,1045
19860530030499A,NOSED OVER IN FURROWS,FAILED,1,INSTANCE OF,1045
19790729022479I,FAILED,EXTENDING GEAR,1,HAS CAUSE,272
19860530030499A,PLOWED,FAILED,1,PART OF,1045
19861114075329I,TCA,PILOT,1,ENTERED BY,1117
19870309039779I,BRAKE PROBLEMS,AIRCRAFT,1,HAS EFFECT,1151
19870523018729A,CANOPY,GROUND COLLISION,1,INSTANCE OF,1210
19870523018729A,GROUND COLLISION,CANOPY OPEN,1,HAS CAUSE,1210
19870523018729A,GROUND COLLISION,CLIMBOUT,1,TIME PERIOD,1210
19870523018729A,PILOT ERROR,CANOPY OPEN,1,INFLUENCED BY,1210
19870606018859A,ABORTED,GROUND LOOP,1,INSTANCE OF,1211
19911222062669I,ABORTED,RIGHT FUEL CAP MISSING,1,HAS CAUSE,1583
19870606018859A,GROUND LOOP,TREE,1,LOCATION,1211
19780429007189A,TREE,ADJACENT TO IL CAP,1,LOCATION,109
19870606018859A,MAG SWITCH,MAG,1,PART OF,1211
19871027060859A,IFR DUAL FLIGHT,ELECTRIC POWER LOSS,1,INSTANCE OF,1240
19871027060859A,ELECTRIC POWER LOSS,PILOT ERROR,1,HAS CAUSE,1240
19871027060859A,ELECTRIC POWER LOSS,FORCED LANDING,1,FOLLOWED BY,1240
19800109001489A,ELECTRIC POWER LOSS,GEAR WAS EXTENDED,1,HAS CAUSE,336
19871027060859A,STRUCK POWER POLE,POWER POLE,1,MAINTAINED BY,1240
19871027060859A,CIRCUIT BREAKER,POWER,1,HAS EFFECT,1240
19951031041599A,POWER,REDUCED POWER,1,REDUCED BY,1940
19790622017219I,POWER,FUEL,1,HAS CAUSE,265
19870816062719I,COPPER TUBE,HOLD AERIAL BANNERS,1,USED TO,1263
19870816062719I,COPPER TUBE,HOUSE,1,LOCATION,1263
19870816062719I,OPERATOR,LOCAL,1,BEING MONITORED,1263
19871211075169A,ROUGH ENGINE,SPARK PLUGS OUT OF TOLERENCE,1,HAS CAUSE,1297
19871211075169A,LANDED,CITY STREET,1,HAS EFFECT,1297
19940412011509I,LANDED,GROUND,1,EVENT DISTANCE,1728
19940412011509I,LANDED,SAFELY,1,HAS EFFECT,1728
19780327010619I,LANDED,TOOK OFF,1,FOLLOWED BY,65
19780529040959I,LANDED,MARSHY AREA,1,LOCATION,98
19780529040959I,LANDED,TIPPED UP ON NOSE,1,HAS EFFECT,98
19790113001939I,LANDED,AIRPORT,1,LOCATION,171
19790224007709I,LANDED,APPROACH,1,EVENT DISTANCE,225
19790224007709I,LANDED,DEPARTURE END OF RUNWAY,1,EVENT DISTANCE,225
19790725018519A,LANDED,NOSE NOT ALIGNED WITH RUNWAY,1,HAS EFFECT,273
19790829023019A,LANDED,EVENT,1,INSTANCE OF,291
19790829023019A,LANDED,SOYBEAN FIELD,1,LOCATION,291
19790927050049I,LANDED,PILOT REPORTED UNSAFE GEAR INDICATION,1,FOLLOWED BY,300
19790916031359A,LANDED,END RUNWAY,1,FOLLOWED BY,309
19791103056779I,LANDED,SHORT,1,HAS EFFECT,312
19791221039859A;19800604051679I,LANDED,FIELD,2,EVENT DISTANCE;FOLLOWED BY,"327,381"
19800712077549I,LANDED,SHORT OF RUNWAY,1,FOLLOWED BY,414
19871211075169A,PRIMER UNLOCKED,ROUGH ENGINE,1,PART OF,1297
19880527016939A,CRASH LANDING,AVOIDING TREES,1,HAS EFFECT,1311
19880527016939A,SELECTED FUEL TANK,EMPTY,1,FOUND,1311
19880527016939A,TRIP,GET FUEL,1,TIME PERIOD,1311
19890723054159I,DETERMINATION,INSUFFICIENT NUMBER OF SEATS,1,HAS EFFECT,1393
19890723054159I,DETERMINATION,OXYGEN MASKS,1,HAS EFFECT,1393
19890723054159I,PASSENGERS ONBOARD,ONBOARD,1,LOCATION,1393
19890725041869I,PILOTS SEAT,FULL AFT POSITION,1,WENT TO,1406
19930530020029I,PILOTS SEAT,POSITION,1,INSTANCE OF,1693
19930530020029I,PILOTS SEAT,SLID AFT,1,HAS EFFECT,1693
19900425011659A,FUEL CAP,FUEL SIPHONED,1,NOT SECURED,1457
19901101064289I,FUEL CAP,RIGHT TANK,1,MISSING FROM,1494
19791022054789I;19901101064289I,FUEL CAP,FUEL CAP,2,INSTANCE OF;REPLACED BY,"304,1494"
19780429014759I,FUEL CAP,AIRCRAFT,1,PART OF,88
19791022054789I,FUEL CAP,NEWLY INSTALLED,1,HAS EFFECT,304
19790928027659A,FUEL CAP,IMPROPERLY INSTALLED,1,INSTANCE OF,313
19800716028479A,FUEL CAP,IMPROPERLY SECURED,1,INSTANCE OF,409
19900425011659A,FUEL SIPHONED,RAN OUT OF FUEL,1,HAS CAUSE,1457
19900425011659A,FERRY FLIGHT,PONTOON SEPARATED LANDING IN A POND,1,EVENT DISTANCE,1457
19780309015599I,RIGHT TANK,FUEL LEAK,1,NOT FUELED,80
19790224007469I,RIGHT TANK,ICE,1,HAS EFFECT,227
19901101064289I,GAS,ESCAPING,1,HAS EFFECT,1494
19910710026989A,REPORTED PROBLEM,STALLED AND CRASHED,1,INSTANCE OF,1534
19910710026989A,REPORTED PROBLEM,NO LOCKING PINS IN SEAT TRACK,1,HAS EFFECT,1534
19910710026989A,REPORTED PROBLEM,SEAT PIN BENT,1,HAS EFFECT,1534
19910710026989A,REPORTED PROBLEM,BELT NOT FASTENED,1,HAS CAUSE,1534
19911222062669I,LIFTOFF,PILOT NOTICED RIGHT FUEL CAP MISSING,1,FOLLOWED BY,1583
19911222062669I,Landed,SAME RUNWAY,1,LOCATION,1583
19911222062669I,RAN OFF SIDE OF RUNWAY,,1,HAS EFFECT,1583
19920405008919A,ATTEMPTED TAKEOFF,2500 FT,1,EVENT DISTANCE,1612
19920405008919A,ATTEMPTED TAKEOFF,GUSTY NORTH WIND,1,INFLUENCED BY,1612
19790515018139A,ATTEMPTED TAKEOFF,FLIGHT CONTROLS IN LOCKED MODE,1,HAS CAUSE,243
19790515018139A,ATTEMPTED TAKEOFF,INADEQUATE PRE-FLIGHT CHECK,1,HAS CAUSE,243
19930530020029I,PILOT LOST CONTROL,TAKEOFF ROLL,1,EVENT DISTANCE,1693
19780504031959I,PILOT LOST CONTROL,TRYING TO LATCH DOOR,1,HAS CAUSE,91
19780504031959I,PILOT LOST CONTROL,RAN OFF SIDE OF RUNWAY,1,HAS EFFECT,91
19930530020029I,SLID AFT,ACCELERATION,1,HAS CAUSE,1693
19940226003029A,LOST POWER,LANDED ON PRIVATE STRIP,1,HAS EFFECT,1724
19980508008619A,LOST POWER,NOSED OVER LANDING,1,HAS EFFECT,2299
19780205005989I,LOST POWER,THEN QUIT,1,HAS EFFECT,39
19780708043109I,LOST POWER,MAIN FUEL SUMP LEFT OPEN,1,HAS CAUSE,132
19780708043109I,LOST POWER,TAKEOFF,1,TIME PERIOD,132
19791216046619I,LOST POWER,POWER AND CONTROL WERE SOON RESTORED,1,HAS EFFECT,331
19940226003029A,LANDED ON PRIVATE STRIP,Nosed over,1,HAS EFFECT,1724
19940226003029A,LEFT FUEL CAP LEAKED,Prevented gravity fuel flow,1,HAS CAUSE,1724
19940412011509I,FLIGHT MANUAL,GROUND,1,FLEW OUT,1728
19940412011509I,FLIGHT MANUAL,TRUCK WINDSHIELD,1,HAS EFFECT,1728
19940818022409A,LEFT ENGINE,H71,1,LOCATION,1772
19940818022409A,FEATHERED,BEGAN GO,1,HAS EFFECT,1772
19940818022409A,BEGAN GO,BELOW VMC,1,EVENT DISTANCE,1772
19940815046149I,BATTERY COMPARTMENT DOOR,OPEN,1,EVENT DISTANCE,1773
19940815046149I,ANTENNA,CRACKED,1,HAS EFFECT,1773
19940815046149I,WINDSHIELD,CRACKED,1,HAS EFFECT,1773
19950314029269I,N7016M,AMATEUR BUILT AIRCRAFT,1,INSTANCE OF,1846
19950314029269I,EMERGENCY OFF AIRPORT LANDING,NEAR THE BLO,1,LOCATION,1846
19950619021589I,HIGH OIL TEMP.,SHEARED MAIN GEAR,1,HAS CAUSE,1867
19950619021589I,SHEARED MAIN GEAR,AIRPOR,1,LOCATION,1867
19950619021589I,SHEARED MAIN GEAR,FOUND LOW ON OIL,1,HAS EFFECT,1867
19950527014439A,SPIRAL TO IMPACT,AFTER TOW RELEASE,1,EVENT DISTANCE,1875
19950804028629A,LANDED HARD,DAMAGED,1,HAS EFFECT,1882
19950804028629A,DAMAGED,FLOATS,1,PART OF,1882
19950804028629A,DAMAGED,LONGERON,1,PART OF,1882
19780603041629I,DAMAGED,PREVIOUS HARD LANDING,1,HAS CAUSE,101
19950804028629A,WATER IN FUEL,LOST POWER,1,HAS CAUSE,1882
19950804028629A,WATER IN FUEL,MISREAD,1,HAS CAUSE,1882
19780416008469I,WATER IN FUEL,ENGINE TO QUIT,1,HAS CAUSE,79
19780518033959I,WATER IN FUEL,PROBABLY,1,INFLUENCED BY,93
19780820049069I,WATER IN FUEL,LOSS OF ENGINE POWER,1,HAS EFFECT,125
19790211007509A,WATER IN FUEL,FUEL,1,LOCATION,208
19790316004809A;19790829023019A,WATER IN FUEL,ENGINE STOPPED,2,HAS EFFECT,"219,291"
19790429005459A,WATER IN FUEL,SEVERE RAIN,1,HAS CAUSE,252
19790808027309A,WATER IN FUEL,ENGINE FAILED,1,HAS CAUSE,295
19800415047829I,WATER IN FUEL,ENGINE STOPPAGE,1,HAS CAUSE,375
19950804028629A,MISREAD,WATER IN SUMP,1,PART OF,1882
19950216008379I,CESSNA 207,N1549U,1,INSTANCE OF,1887
19950216008379I,N1549U,PILOT,1,USED BY,1887
19790916031359A;19950216008379I,ENGINE STOPPED,TAKEOFF,2,HAS CAUSE,"309,1887"
19780225001819I,ENGINE STOPPED,FUEL EXHAUSTION,1,HAS CAUSE,59
19780225001819I,ENGINE STOPPED,SOON AFTER LIFT OFF,1,TIME PERIOD,59
19780325010349I,ENGINE STOPPED,WATER CONTAMINATION,1,HAS CAUSE,69
19780309015599I,ENGINE STOPPED,VACUUM IN THE TANK,1,HAS CAUSE,80
19780309015599I,ENGINE STOPPED,PILOT,1,USED BY,80
19780624034629I,ENGINE STOPPED,PILOT STRUCK WIRES,1,HAS CAUSE,118
19780625035779I,ENGINE STOPPED,FUEL SELECTOR MOVED BY A PASSENGER,1,HAS CAUSE,120
19780626034739I,ENGINE STOPPED,WATER IN THE FUEL SYSTEM,1,HAS CAUSE,121
19780626034739I,ENGINE STOPPED,NEWLY PURCHASED,1,TIME PERIOD,121
19790113001939I,ENGINE STOPPED,WATER IN ALL OF THE FUEL SYSTEM,1,HAS CAUSE,171
19790211007509A,ENGINE STOPPED,CLIMB-OUT,1,HAS CAUSE,208
19790211007509A,ENGINE STOPPED,EMERGENCY CRASH LANDING,1,HAS EFFECT,208
19790316004809A,ENGINE STOPPED,FINAL APPROACH,1,HAS CAUSE,219
19790318010729A,ENGINE STOPPED,EMPTY TANK,1,HAS CAUSE,222
19790318010729A,ENGINE STOPPED,ILS APPROACH,1,TIME PERIOD,222
19790318010729A,ENGINE STOPPED,WOULD NOT START,1,HAS EFFECT,222
19790318010729A,ENGINE STOPPED,CRASHED,1,HAS EFFECT,222
19790603012119A,ENGINE STOPPED,25-FT AGL LIFTOFF,1,HAS CAUSE,242
19790603012119A,ENGINE STOPPED,STALLED,1,HAS EFFECT,242
19790603012119A,ENGINE STOPPED,HIT GROUND,1,HAS EFFECT,242
19790829023019A,ENGINE STOPPED,SPRAY RUN,1,HAS CAUSE,291
19791017051209I,ENGINE STOPPED,OBSTRUCTED FUEL VENT LINE,1,HAS CAUSE,303
19791022054789I,ENGINE STOPPED,FUEL STARVATION,1,HAS CAUSE,304
19791022029739A,ENGINE STOPPED,LIFTOFF,1,HAS CAUSE,306
19791022029739A,ENGINE STOPPED,TOUCH AND GO LANDING,1,EVENT DISTANCE,306
19791022029739A,ENGINE STOPPED,HIT TREES,1,HAS EFFECT,306
19791022029739A,ENGINE STOPPED,FOUND WATER IN FUEL,1,HAS EFFECT,306
19800128019739I,ENGINE STOPPED,ICE CRYSTALS FOUND IN FUEL,1,HAS CAUSE,344
19800223026959I,ENGINE STOPPED,CARBURETOR ICE OR FUEL CONTAMINATION,1,HAS CAUSE,359
19800224029629I,ENGINE STOPPED,LIFT-OFF,1,HAS CAUSE,361
19950826026019A,EXPLOSION,LIFTING LOGS,1,HAS EFFECT,1920
19780920018899I,EXPLOSION,ENGINE START,1,HAS CAUSE,145
19950826026019A,LIFTING LOGS,LOGS,1,PART OF,1920
19950826026019A,COMPRESSOR STALL,NR1 ENGINE,1,HAS CAUSE,1920
19950826026019A,FAILED RELEASE LOGS,SE PROCEDURES,1,USED BY,1920
19951031041599A,BAGGAGE DOOR,CLIMBOUT,1,OPENED BY,1940
19800624056259I,BAGGAGE DOOR,PILOT,1,NOT SECURED BY,403
19951031041599A,STALLED,REDUCED POWER,1,HAS CAUSE,1940
19800608019219A,STALLED,AVOIDING TREES,1,HAS EFFECT,393
19951031041599A,ROLLED,STALLED,1,HAS CAUSE,1940
19951031041599A,DIVED INTO OCEAN,STALLED,1,HAS CAUSE,1940
19951031041599A,TEST FLIGHT,STORAGE,1,PART OF,1940
19960504009509A,TRAILER TIE DOWN,SKID,1,FAILED TO DETACH FROM,1967
19760715023479A,SKID,REFUELING LINE,1,LOCATION,14
19781104034149A,SKID,TIE DOWN STRAPS,1,FOLLOWED BY,176
19781104034149A,SKID,TRAILER,1,LOCATION,176
19960504009509A,ROLLING,LOST CONTROL,1,HAS CAUSE,1967
19960504009509A,EVENT DISTANCE,PILOT,1,-23,1967
19960524045629A,NOSE BAGGAGE DOOR,TAKEOFF,1,OPENED ON,1970
19960524045629A,BAGGAGE,LEFT PROP,1,HIT,1970
19960524045629A,BELWO UMC,NOSE BAGGAGE DOOR,1,GOT,1970
19960524045629A,LANDED ON,NOSE BAGGAGE DOOR,1,SEA ICE,1970
19960524045629A,WILL FLY,NOSE BAGGAGE DOOR,1,DOOR OPEN,1970
19970523014439I,CARGO DOOR,MR. BOWEN,1,LATCHED BY,2030
19780629034269I,CARGO DOOR,TAKEOFF,1,HAS EFFECT,130
19790309032649A,CARGO DOOR,FLIGHT,1,INSTANCE OF,223
19790309032649A,CARGO DOOR,FAILURE,1,HAS EFFECT,223
19970523014439I,RUNWAY CONDITIONS AT STEVEN’S VILLAGE,UNKNOWN,1,EVENT DISTANCE,2030
19970828026989A,POP ON TAKEOFF ROLL,LOST RUDDER CONTROL,1,HAS CAUSE,2045
19970828026989A,LOST RUDDER CONTROL,EXITED RWY INTO CORNFIELD,1,HAS CAUSE,2045
19970828026989A,FAILED TO LOCK THE TAILWHEEL,(-23),1,HAS CAUSE,2045
19970908038069A,TIRED TAXI,TAXI,1,INSTANCE OF,2051
19970908038069A,TIRED TAXI,ROLLED OVER,1,HAS EFFECT,2051
19970908038069A,TIRED TAXI,PILOT FAILED NOTE,1,FOLLOWED BY,2051
19970908038069A,TIRED TAXI,SKIDS,1,FOLLOWED BY,2051
19970908038069A,SKIDS,HIGH WIND,1,HAS CAUSE,2051
19971226042729I,NR2 ENGINE FIRE,LOADING PASSENGERS,1,HAS CAUSE,2064
19971226042729I,NR2 ENGINE FIRE,GATE,1,LOCATION,2064
19971226042729I,FUEL LEVER,FLIGHT IDLE,1,INSTANCE OF,2064
19971226042729I,FUEL LEVER,NR2 ENGINE FIRE,1,CUT OFF,2064
19971226042729I,SMOKE,NR2 ENGINE FIRE,1,HAS EFFECT,2064
19800128019779I,SMOKE,ENGINE COWL,1,LOCATION,348
19980620030289I,MR. KADERA,FIELD,1,LOCATED IN,2099
19980620030289I,MR. KADERA,HIGHWAY 93,1,LANDED ON,2099
19980620030289I,LANDING EVENT,3 MILES,1,EVENT DISTANCE,2099
19980616023109I,BANG,SPARKS,1,HAS CAUSE,2160
19980616023109I,SPARKS,ROTOR,1,HAS EFFECT,2160
19980616023109I,COWLING,SEPERATED,1,INSTANCE OF,2160
19980616023109I,COWLING,NOT FASTENED,1,MAINTAINED BY,2160
19780831038519I,COWLING,PROP,2,BROKE INTO PIECES;HAS EFFECT,140
19990714022959I,DEPARTURE,HOURS OF DARKNESS,1,TIME PERIOD,2210
20060718018299I,DEPARTURE,PIC FAILURE,1,FOLLOWED BY,2642
19990714022959I,START,RUN,1,PART OF,2210
19950602032329I,TAXIMAY,TAXIWAY,1,LOCATION,2212
19950602032329I,TAXIMAY,DAMAGED PROP,1,HAS CAUSE,2212
19950602032329I,TAXIMAY,WAS ADVISED,1,FOLLOWED BY,2212
19950602032329I,DAMAGED PROP,TAXIWAY LIGHT,1,HAS EFFECT,2212
19990923027739A,CIERNIA GLASAIR III,HOMEBUILT,1,INSTANCE OF,2218
19990923027739A,CIERNIA GLASAIR III,,1,N153JC,2218
19780923027059I;19960322013629I,GEAR,AIRCRAFT,2,BLOCKED DOWN;PART OF,"152,2243"
19780206006149I,GEAR,LANDED,1,EVENT DISTANCE,47
19780208007759I,GEAR,LANDING,1,COLLAPSED AFTER,51
19780526040429I,GEAR,GEAR RETRACTED,1,HAS EFFECT,96
19780901016759I,GEAR,JAMMED,1,HAS EFFECT,141
19780923027059I,GEAR,FINAL,1,EVENT DISTANCE,152
19780923027059I,GEAR,TOUCHDOWN,1,EVENT DISTANCE,152
19800501044549I,GEAR,NORMALLY,1,WOULD NOT EXTEND,377
