c5_sources,node,count
19750923031109A,DEP,1
19750923031109A,DEST,1
19760215007629A,MTNS,1
19760215007629A,OBSCURED,1
19760215007629A,REC REPTD,1
19760531024959A,MAINT,1
19760531024959A,PARTS NOT AVAILABLE,1
19760531024959A,TURBOCHARGER WASTE GATE,1
19760531024959A,WASTE GATE,1
19760507010379A,GEAR-UP,1
19760507010379A;19781021036569A,LDG,3
19760507010379A,MESQUITE BRUSH,1
19760507010379A,DENSITY ALT,1
19760507010379A,7200FT,1
19760507010379A,HIGH OIL USAGE,1
19760507010379A;19770912040629A;19780429007189A;19790609024769A,ENG,7
19761022033409A;19780629034269I,IFR,2
19761022033409A,WNDSHD,1
19761022033409A,WINDOWS,1
19761022033409A,VFR DEPARTURE,1
19761022033409A,T/O,1
19761021035989A,PREV NOSE WHEEL VIBRATION,1
19761021035989A,GR SAFE LGT,1
19761021035989A;19791219034489A,WIND,2
19761021035989A,23KTS,1
19760730023679A,ELECT SYST,1
19760730023679A,GENERATOR CIRCUIT BREAKER SWITCH,1
19760715023479A,REFUELING LINE,1
19761119035559A,LOOP,3
19761119035559A,L LNDG GR,1
19761119035559A,UN,1
19770506041719A,R ENG,2
19770506041719A,EXCESSIVE DROP,1
19770506041719A,FEATHER,2
19770506041719A;19780831038519I;19790316009739I;19791108054919I;19800114013749I,PROP,6
19770506041719A,PRESSURE SWITCH,1
19770506041719A,MALFUNCTION,1
19770120001659A,RUDDER GUST LOCK,1
19770120001659A,ICE ON WINGS,2
19770120001659A,OVERWEIGHT,1
19770702018479A,RUDDER & AIL CTL CABLES,2
19770702018479A;19771213042839A;19790405013359I,RUDDER,3
19770702018479A;19770927027719A;19790728024469A,LOOSE,3
19770702018479A,R RUDDER CABLE,1
19770702018479A,CABLES,1
19770814024089A,L MAG INOP.#5,2
19770814024089A,CYL,1
19770814024089A,25/80,1
19770530012939A,WRONG PROP,1
19770530012939A;19770622022049A;19781216025369I;19790807029669I;19800321006629A,PROBLEM,6
19770528021299A;19780208007759I,FLUID,3
19770528021299A,R BRAKE,1
19770528021299A,APRX 1/2 CUPFULL,1
19770705018649A,MIXTURE CONTROL BALL BEARING,1
19770705018649A;19780213006479I;19780822026439A,MISSING,4
19770705018649A,HANDLE,1
19770610021339A,ACFT N42807,2
19770610021339A,DMGD,2
19770610021339A,TOTAL HYD FAILURE,1
19770610021339A,N7930C,1
19770622018359A,EMERG LNDNG GR EXTNSN,1
19770622018359A,ELECTRICAL PWR FAILURE,1
19770617020389A;19790427100559I,AUTOROTATION,2
19770617020389A;19790808027309A,INSUFFICIENT ALTITUDE,2
19770530015519A,CHOKER CABLE,2
19770530015519A,CARGO HOOK,1
19770530015519A,SLIPSTREAM,1
19770530015519A,T/R,1
19770703018529A,OIL TEMP BULB,2
19770703018529A,FINGER TIGHT,1
19770703018529A,FIRST FLT AFTR ANNUAL,1
19770706020519A,AN175-16,1
19770706020519A,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1
19770706020519A,WASHER,1
19770706020519A,CRACKED & SEPARATED FRM BOLT,1
19770912040629A,APRX 1745LBS,4
19770912040629A,OVR MAX GWT,1
19770912040629A,GWT,1
19770912040629A,NOT FEATHERED,1
19770912040629A,AUTOFEATHER,1
19770912040629A,100 OCTANE FUEL,1
19780106001449I;19780221000179I;19790207002469A;19790321010439A;19790524200519I;19790904034369I;19790919027319A;19800216026099I;19800607046889I;19800716028479A,EMERGENCY LANDING,12
19780106001449I,OUT OF FUEL,1
19770927027719A;19780112002729I;19780225001789I;19780529040959I;19780603041599I;19780625035919I;19790107000829I;19790222003439A;19790312008529I;19790410008789A;19790421024749I;19790425024979I;19790622017199I;19790623022919A;19790703018439I;19790916031359A;19791014005659A;19800129020179I;19800219031689I;19800224029629I;19800712077549I,WATER,28
19780108002219I;19780219007659I;19780325010349I;19790414012459I;19790421024749I;19790916031359A;19800119018919I;19800217031679I,FUEL SYSTEM,12
19780108002219I,FROZEN WATER,1
19780113002859I,UNLOCKED DOOR,1
19780113002859I,UNABLE TO STOP,2
19780113002859I,STRIKING SNOW BANK,1
19780113002859I,SNOW BANK,1
19780129004679I,ICE RESTRICTION,2
19780129004679I,MAIN FUEL STRAINER,1
19780129004679I,LANDING MADE ON FROZEN LAKE,1
19780203005449I;19791014052729I;19800712077549I,ROUGH,3
19780203005449I,SHORTLY AFTER CHANGING FUEL TANKS,1
19780203005449I;19791221039859A,FUEL TANKS,3
19780203005449I,ENGINE BECAME ROUGH,1
19780203005449I;19780904017739I;19781009029939I,JET FUEL,3
19780205005989I,ENGINE VIBRATED,2
19780205005989I,CARBURETOR FLOAT BOWL CONTAMINATED WITH WATER,1
19780205005989I,THEN QUIT,1
19780205005989I,CARBURETOR FLOAT BOWL,1
19780121004029I;19790812030579I,GEAR SWITCH,2
19780121004029I,DOWN POSITION,1
19780121004029I;19780130004789I;19780526040429I;19780814037299I;19780925018069I,GEAR RETRACTED,8
19780130004789I;19780526040429I;19790719019309I,GEAR HANDLE,6
19780130004789I,FAILED TO CHECK POSITION,1
19780102000459I;19781108022269I;19790306009619I;19790313008789I,LANDING LIGHT,8
19780102000459I;19790929042239I;19800615052619I;19800822082749I,INOPERATIVE,4
19780102000459I;19790511011259A,STRUCK DITCH,2
19780102000459I;19781102023729I;19781108022269I;19790210002629A;19790306009619I;19790313008789I;19800615052619I,NIGHT,7
19771213042839A,R AIL CTL LOCKS,1
19771104034549A,RT BRAKE PUCK 70,3
19771104034549A;19800129020179I,WORN,2
19771104034549A,FADING,1
19771104034549A,LAST WK,1
19770927027719A,REAR COMPTMT,1
19770927027719A,EXCEEDED AFT CG LMT,1
19770927027719A,THROTTLE FRICTION,1
19780115003139I,NEW AIRCRAFT OWNER,1
19780115003139I,PURPOSE OR OPERATION OF QUICK DRAIN,1
19780115003139I,QUICK DRAIN,3
19780115003139I,NEW AIRCRAFT,1
19780115003139I,PARTIALLY OPENED,1
19780206006149I;19781018032569I,TOW BAR,3
19780206006149I,NOISE,1
19780206006149I,RETRACTION,1
19771016042599A,WIND GUSTING,1
19771016042599A,25,1
19780206006039I,NOT BEEN LATCHED PROPERLY,1
19780208007759I,GEAR SAFE LIGHTS,1
19780208007759I;19790729018879A;19800822082749I,HYDRAULIC RESERVOIR,3
19780210006769I;19790127003859I,WATER IN THE FUEL,3
19780210006769I;19790929049639I,200 FEET,2
19780211006969I;19790427100619I;19800619055649I,NOSE GEAR COLLAPSED,8
19780211006969I,WAITING FOR TAKEOFF,1
19780211006969I,NOSE GEAR NOT BRACED,1
19780211006969I,EARLIER COLLAPSE,1
19780212006439I,FROST ON THE WINGS,1
19780212006439I,FAILURE TO USE FULL POWER,1
19780213006479I;19780221000179I;19790813030889I,LOW OIL PRESSURE,4
19780213006479I;19781120025989I,DIP STICK,2
19780218007139I,LOCALLY,1
19780218007139I,BLIZZARD,1
19780218007139I;19780518033959I;19780625035919I;19800712077549I,QUIT,4
19780218007139I,SNOW PACKED IN ENGINE COWL,1
19780225001789I;19791014005659A,SHORTLY AFTER,2
19780225001789I;19790204002289A;19790809030499I;19800219031689I,GASCOLATOR,6
19780225001789I;19780316008589I,SYSTEM,3
19780225001789I,CARBURETOR,2
19780225001819I,SOON AFTER LIFT OFF,1
19780225001819I,FUEL GAUGE,1
19780307014069I,BARRICADE,1
19780307014069I,TAXING,1
19780307014069I,UNLIGHTED,1
19780221000179I;19790816031569I;19790820032669I,OIL PRESSURE,4
19780221000179I,BEFORE TAKEOFF,1
19780228000419I,SURGING,1
19780303015509I,ELECTRICAL EMERGENCY,2
19780303015509I,JUMP START,1
19780303015509I,LANDING GEAR COLLAPSED AT TOUCHDOWN,2
19780303015509I;19780311016379I;19780409009699I;19780421012829I;19780923027059I;19800229004169A,TOUCHDOWN,6
19780311016379I;19790102000919I;19790203005099I,DIRECTIONAL CONTROL,4
19780311016379I,PILOT LOST DIRECTIONAL CONTROL,1
19780311016379I,BRAKE RESERVOIR,3
19780327010619I,FUEL CAPS,3
19780327010619I,FUEL LOST,3
19780327010619I,RAN OUT,1
19780327010619I,TOOK OFF,1
19780421012829I,AIRCRAFT LIGHT,1
19780421012829I;19791030053329I,NIGHT FLIGHT,2
19780330011569I;19780402009009I;19780409009699I;19780421012829I;19790421024669I;19790812030579I;19790929049639I;19800109001489A;19800118015029I;19800518014229A,GEAR COLLAPSED,17
19780421012829I,GEAR HANDLE DOWN,1
19780316008589I,BRAKE FAILURE,2
19780316008589I,OVER RAN RUNWAY INTO A DITCH,1
19780319009079I,BOLT IN NOSE GEAR SCISSORS,1
19780319009079I,CAME OUT DURING TAKEOFF,1
19780319009079I,DROPPED OUT AFTER LIFTOFF,1
19780325010349I,WATER CONTAMINATION,2
19780325010349I;19790316004809A,FINAL APPROACH,2
19780328011399I;19780613045599I;19780626034739I,WATER IN THE FUEL SYSTEM,3
19780328011399I;19790610014749I,LIFT OFF,2
19780330011569I,ELECTRICAL POWER,1
19780330011569I,EXTENDED GEAR MANUALLY,1
19780330011569I,GENERATOR ARMATURES,1
19780330011569I,GALLED,1
19780402009009I;19800413049409I,ROLLOUT,3
19780402009009I;19780409009699I;19780923027059I;19790710018689I;19800427044589I,ELECTRICAL FAILURE,7
19780402009009I;19780923027059I;19791116043249A,FINAL,3
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,1
19780401007929I;19790316009739I;19790728024469A,HOLE,7
19780401007929I,MUD,1
19780401007929I,LOOSE GRAVEL,1
19780403009359I,LANDED SHORT OF RUNWAY,2
19780403009389I,FUEL GASOLATOR,1
19780403009389I,CONTAMINATED,1
19780409009699I,EXTENDED GEAR,2
19780210005719I,CARB,2
19780210005719I,CONTROL VALVE,2
19780210005719I,STUCK,1
19780416008469I,ENGINE TO QUIT,2
19780416008469I,DAMAGE TO GEAR,1
19780416008469I,PLANE HIT TAXIWAY LIP,2
19780416008469I;19790421024669I,AFTER LANDING,2
19780309015599I,VACUUM IN THE TANK,1
19780309015599I,NON-VENTED CAP,1
19780309015599I,FUEL LEAK,1
19780413019379A;19780607010749A,FULL NOSE DOWN TRIM,2
19780413019379A,ALCOHOL,2
19780413019379A,0.10,1
19780413019379A,LIVER SPEC,1
19780413019379A,FORCE,1
19780413019379A,45LBS,1
19780413019379A,LVL,1
19780507032369I,FOUND LOOSE OIL CAP,1
19780507032369I;19800815066579I,OIL LEAK,3
19780525040389I,INEFFECTIVE,1
19780525040389I,RAN THROUGH FENCE,1
19780617046219I,MAG FAILURE,1
19780617046219I,REPAIRS,1
19780617046219I;19790719019309I,PILOTS,2
19780520014159A,30K,1
19780520014159A,GUSTING,1
19780427013959I,FAILURE OF 2 TIRES,1
19780429014759I,DRAINING OF SUMPS,1
19780429014759I,LANDED ON FREEWAY,2
19780501031459I,OIL COMING FROM ENGINES,1
19780501031459I,OIL CAPS NOT LOCKED PROPERLY,1
19780503031639I,GEAR ACTUATOR,2
19780503031639I,PILOT UNABLE TO EXTEND GEAR,1
19780503031639I,FAULTY GEAR,1
19780504031959I,DOOR POPPED OPEN,1
19780504031959I,TRYING TO LATCH DOOR,1
19780514033439I,ENGINE FIRE,1
19780514033439I,BIRDS NEST,1
19780518033959I,BACKFIRED,1
19780518033959I;19780820049069I,LANDED STRAIGHT AHEAD,3
19780518033959I,PROBABLY,1
19780519033989I,JETWAY,3
19780519033989I,SIDE OF AIRCRAFT,1
19780519033989I,TAXIIED,1
19780519033989I,PARKING AREA,1
19780522035289I,ENGINE QUIT ON TAKEOFF,1
19780526040429I,RUNUP,1
19780526040429I,HYDRAULIC ON,1
19780528040689I,HOME-BUILT,1
19780528040689I,CONNECTING AILERON CONTROLS,1
19780529040959I,SPUTTERED AND QUIT,1
19780529040959I,CRUISE,1
19780529040959I,MARSHY AREA,1
19780529040959I,TIPPED UP ON NOSE,1
19780515023299A,LOGGING OPNS,1
19780515023299A,CABLE,2
19780515023299A,L SKID,1
19780603041599I,FLOAT PLANE RIDING,2
19780603041599I,SANK,3
19780603041599I,WATER IN FLOATS,1
19780603041599I,BALL COVERS GONE,1
19780603041629I,FLOAT STRUT,3
19780603041629I,COLLAPSED DURING TAKEOFF RUN,1
19780603041629I,PREVIOUS HARD LANDING,1
19780610045289I,TANK DRAIN VALVE,1
19780610045289I,SPRING LOADED TANK DRAIN VALVE,1
19780610045289I,SPRAY HELICOPTER,1
19780527014729A,ACORNS,1
19780527014729A,CARB AIR BOX ASSEMBLY,1
19780616046119I;19790318009019I;19790412014049I;19800128019789I,PRECAUTIONARY LANDING,5
19780616046119I,LOW POWER,1
19780616046119I,CARBURETOR HEAT,2
19780616046119I,OVER RICH MIXTURE,1
19780616046129I,COLLAPSED ON TOUCHDOWN,1
19780619046649I,CONTROL PROBLEMS,2
19780619046649I,PILOT RETURNED,1
19780619046649I,INBOARD END OF AILERON PUSH ROD,1
19780622016229A,ROPE,1
19780622016229A,GLIDER WHEEL BRACKET,1
19780429007189A,OIL PR,1
19780429007189A,ZERO,1
19780429007189A,ADJACENT TO IL CAP,1
19780429007189A,IL CAP,1
19780623018469A,LOOSE BATTERY POST,1
19780623018469A,LOSS OF ALTERNATOR,2
19780623018469A,EXCITING CURRENT,1
19780607020299A,TKOF ABORTED,1
19780607020299A,BECAME AIRBORNE,1
19780603041639I,REAR CABIN ENTRY DOOR,2
19780607010749A,TRIM,1
19780607016509A,R SKID TIEDOWN,1
19780623036259I,BEACH,1
19780623036259I,SMOKE AND FUMES,2
19780623036259I,GRASS AND DIRT IN ENGINE COMPARTMENT,1
19780623036259I,COCKPIT,1
19780623036419I;19790807029619I;19790813030889I;19790820032669I;19800128019789I,OIL CAP,6
19780623036419I,NOTING OIL ON WINDSHIELD,1
19780624034629I,PILOT STRUCK WIRES,1
19780624034629I,ENGINE STARTED AGAIN,1
19780624034629I,SWITCHING TANK,1
19780624034629I,VENT,1
19780624034629I,MUD DAUBERS,1
19780625035919I,250 FEET,1
19780625035919I,GASCOLATOR BOWL,2
19780625035919I,FOREIGN MATERIAL,1
19780625035779I,FUEL SELECTOR MOVED BY A PASSENGER,2
19780625035779I,LOADING,1
19780626034739I,NEWLY PURCHASED,2
19780626034739I;19790609024769A,OUTSIDE,2
19780812020899A,MUD DOBBER(WASP)NEST,1
19780812020899A,FUEL VENT LINE,1
19780712023399A,NO NARRATIVE,1
19780712023399A,TEXT,1
19780810035619A,LOW OIL STATE.LNDD,1
19780810035619A,FLOODED ALFALFA FIELD,1
19780820049069I,LOSS OF ENGINE POWER,2
19780820049069I,OAT FIELD,1
19780805024609A,MIXTURE CONTROL,3
19780805024609A,MOVED TO CUT OFF POSITION,1
19780805024609A,WHILEEMPTING TO LEAN MIXTURE,1
19780704042039I,INOPERATIVE RADIO,1
19780704042039I,UNABLE TO FIND DESTINATION,1
19780704042039I,NEARLY OUT OF FUEL,1
19780822026439A,SEAT RETAINERS,1
19780726036499I,INFLATION,1
19780726036499I,CAM ADJUSTMENT,1
19780726036499I,DID NOT CENTER,1
19780629034269I,VFR,1
19780629034269I,RADIO FAILURE,1
19780629034269I,ATC,1
19780725039589I,55 GAL DRUM,2
19780725039589I,REFUELED,1
19780708043109I;19790622017199I;19790817031829I;19791023031609A,STUDENT PILOT,5
19780708043109I,MAIN FUEL SUMP LEFT OPEN,1
19780708043109I,OVERSHOT,1
19780708043109I,AIRPORT LANDING,1
19780723038809I,FUEL DRAIN,1
19780808049579I;19781120025989I,OIL LOSS,2
19780808049579I,OIL STICK,1
19780808049579I,FAILED TO SECURE OIL STICK,1
19780808049829I,LOOSE WHEEL FAIRING,1
19780808049829I,TIRE,1
19780808049829I,WHEEL FAIRING,1
19780809049919I,LEFT GEAR,1
19780809049919I,ROLL OUT,1
19780809049919I,HYDRAULIC SYSTEM,1
19780809049919I,LOW ON FLUID,1
19780811037539I,DRAINED WATER FROM FUEL TANK,1
19780814037299I,FAULTY GEAR ACTUATOR SWITCH,1
19780825038179I,GOLF COURSE,1
19780825038179I,15 MINUTES,1
19780831038519I;19791216046619I;19800309042889I,CREW,7
19780831038519I,COWLING LOOSE,1
19780901016759I,NOSE GEAR STRUT,1
19780901016759I,DEFLATED,1
19780907018599I,WING FLOATS,1
19780907018599I,DAMAGED ON LANDING,1
19780907018599I,NOSE GAR DOOR LINKAGE,1
19780907018599I,HAD BROKEN,1
19780907018599I,SHARP TURN,1
19780907018599I,BROKEN,1
19780920018899I,ENGINE START,1
19780920018899I,BACKFIRE,1
19780920018899I,EXHAUST TUNNELS,1
19781018032569I,GET THE NOSE WHEEL DOWN,1
19781018032569I,WHEEL WELL,1
19781020041019A;19781102023729I,STRUCK,5
19781102023729I;19781119026389I;19800225005279A;19800623021719A,DITCH,4
19781102023729I,WITHOUT TAXI LIGHT,1
19781102023729I;19781230020029I;19791030053329I,BATTERY,4
19781102023729I,TOO WEAK,1
19781102023729I,GENERATOR FAILURE,1
19780921019829I,MAINTENANCE HANGAR,2
19780921019829I;19800229004169A,NOSE WHEEL STEERING,2
19780921019829I,WINGTIP HIT HANGAR,1
19780921019829I,WINGTIP,1
19780921019829I,CAUGHT ON FIRE,1
19780921019829I,HANGAR,1
19780925018069I;19790513026659I,ENGINE SHUTDOWN,3
19780925018069I,NACELLE,1
19780925018069I,LANDING ROLLOUT,1
19780903028619A,EXCESSIVE WATER,2
19780908034669A,GENERATOR SHORTING,1
19780908034669A;19800518014229A,DAMAGE,3
19781020041019A;19790623022919A,BURNED,2
19781020041019A,NO 4 ROD ASY,1
19781021036569A,DMGD WING & AILERON DRG,1
19781009029939I;19800403047119I,ENGINE LOST POWER,5
19781009029939I,TAKEOFF RUNWAY,1
19781009029939I;19790111000619I;19800105013639I,LANDED GEAR UP,3
19780829037939I,LANDED ON REMAINING RUNWAY GEAR UP,1
19790119001139A,AIRFRAME ICE,1
19790119001139A,WENT INVERTED,1
19790119001139A,STRUCK A FENCE,1
19781114026859I;19790623022919A;19800322006789A,FUEL LINES,4
19781120025989I,NOT PROPERLY SECURED,1
19781120025989I,SINGLE GENERATOR,1
19781120025989I,OVERLOAD,1
19781128024449I,WATER IN FUEL SYSTEM,2
19781128024449I,FUEL STORAGE TANK,1
19781230019999I;19791015052549I;19791022054789I;19800716028479A,FUEL STARVATION,6
19781230019999I,ONE ENGINE QUIT ON TAKEOFF,1
19781230019999I;19800604051679I,TIME PERIOD,3
19781230020029I,ENGINE FALURE,1
19781230020029I,TOTAL ELECTRICAL FAILURE,1
19781230020029I,BAD,1
19781230020029I,FUEL CONTROL UNIT,1
19781230020029I,POOR CONDITION,1
19790106001239I,ICY RAMP AND RUNWAY,1
19790106001239I,PILOT FAILED TO RELEASE BRAKES,1
19790106001239I,TIRES BLOWN ON LANDING,1
19790107000829I,ENGINE FLAMED OUT,1
19790107000829I,LEFT NACELLE,1
19790107000829I;19790507025919I,BOOST PUMP,2
19790111000619I,3 FOULED SPARK PLUGS,1
19790113001939I,WATER IN ALL OF THE FUEL SYSTEM,1
19790116002119I,EMERGENCY LIFT-OFF AND GO AROUND,2
19790116002119I,MAINTENANCE EQUIPMENT,1
19790123003659I,LEFT BRAKE,1
19790123003659I,DISCOVERED,1
19790127003899I,RAN OUT OF OIL ON INSTRUCTIONAL FLIGHT,1
19781110039789A,1/4IN,1
19781104034149A,TIE DOWN STRAPS,1
19781205041369A,PLT SEL,1
19781205041369A,ELEVATOR GUST LOCK,4
19781205041369A,CRPATH,1
19781205041369A,EARLY PART OF,1
19781205041369A,BREAK UP,1
19781119026389I;19800229004169A;19800410050199I,WHEEL,4
19781119026389I,INSUFFICIENT FLUID,1
19781216025369I,LANDING GEAR SELECTOR,1
19781216025369I,GEAR COLLAPSED ON TAKEOFF,1
19781216025369I,INADVERTENTLY LEFT UP POSITION,1
19781216025369I,GEAR WARNING HORN,1
19790102000919I,ICY RUNWAY,1
19790102000919I,RIGHT BRAKE MASTER CYLINDER,1
19790102000919I,NOT SERVICED FOR 5 MONTHS,1
19790102000919I,5 MONTHS,1
19790127003859I,CONTAMINATION,1
19790127003859I,LOCAL STORAGE TANK,2
19790127003859I,SOURCE,1
19781231044159A,HEAVY FROST,1
19781231044159A,ACT,1
19781231044159A,TRIM HINGES,1
19781207022839I,SNOW BLOWN,2
19781207022839I,FROZE UP THE THROTTLE LINKAGE,1
19781207022839I,THEN,1
19781102039739A;19790216014249A,GUST LOCK,3
19781102039739A,R WING,1
19781102039739A,SUB DMG,1
19781215040349A,HOOK RELEASE ELECTRICAL PLUG,1
19781215040349A,DISCONNECTED,1
19781215040349A,LOAD,1
19781215040349A,FROZEN,1
19781117041969A;19790316004819A;19790510009019A,FROST,4
19781117041969A,TURBOCHARGERS,1
19781129037719A,SPCL VFR CLRNCE,1
19781129037719A,RTD,1
19781129037719A,TR,2
19781129037719A,3005,1
19781129037719A,2999,1
19781223039539A,GENERATOR CIRCUIT BREAKERS,1
19781223039539A;19791014052729I,OUT,2
19781223039539A,BREAKERS,1
19781228040429A,ELT IMPACT SWITCH,1
19781228040429A,INOP,1
19790203005099I,LOSING RIGHT BRAKE,1
19790203005099I,RIGHT BRAKE,1
19790203005099I,BRAKE WORN OUT,1
19790207005159I;19791002050939I,FUEL STRAINER,4
19790220007249I,GRINDING NOISE,1
19790220007249I;19790615016499I;19790719019309I;19800421009329A,GEAR RETRACTION,9
19790220007249I,STRUT FLAT,1
19790220007249I,WHEEL CANTED,1
19790223006939I,B99,2
19790223006939I,BAGGAGE CART ROLL,1
19790306009619I,INOPERABLE,1
19790313008789I,PILOT TAXIED OFF RAMP AT NIGHT,2
19790316009739I,PROP STRUCK GROUND,1
19790318009229I,ZG FORCED LANDING,2
19790318009229I,FUEL SELECTOR,1
19790318009229I,PROPERLY,1
19790318009019I,LOW OVERCASE,1
19790318009019I,INSTRUMENT LIGHT INOPERATIVE,1
19790404013469I,NOSE GEAR COLLPASED,2
19790404013469I,LOUD NOISE DURING RETRACTION,1
19790404013469I,LOOSE NOSE GEAR DOOR,1
19790404013469I,JAMMED AND BROKE MECHANISM,1
19790207002469A,ARMED FLARE GUN,2
19790207002469A,GLOVE BOX,1
19790316004819A,RESTRICTED STEERING,2
19790222003429A;19790316004819A;19790405013359I;19790609011809A;19790718017739A;19790726019139A;19791126034419A;19791210036229A;19800322006789A;19800424010429A;19800623021719A;19800805067769I,TAKE OFF,17
19790224005689A;19790510009019A,WINGS,2
19790224005689A,4 DAYS,1
19790214002969A;19791029027649A;19800225005279A,SEAT,4
19790214002969A;19791029027649A,SLID BACK,2
19790214002969A;19800225005279A;19800523016979A,CONTROLS,3
19790207005339I,DOOR WAS NOT LATCHED,1
19790414012459I,STOPPED,1
19790211007509A,CLIMB-OUT,1
19790211007509A,EMERGENCY CRASH LANDING,1
19790410008789A,COMPANY OWNED FUEL TANKER,1
19790407008559A,PARACHUTE,2
19790407008559A,REAR SEAT,1
19790407008559A,CONTROL STICK,1
19790321010439A,MULTIENGINE AIRPLANE,1
19790321010439A;19790726019139A,INSTRUCTOR,4
19790321010439A,WRONG ENGINE,1
19790207002459A;19800217031679I,WATER IN FUEL TANKS,2
19790222003429A,6700 FT,1
19790222003429A,FROST ON WINGS,1
19790222003429A,LAKE,2
19790222003429A,ICE AND SNOW,1
19790412014049I,LOOSE DZUS FASTENER,1
19790412014049I;19790928049769I;19800128019779I,ENGINE COWL,4
19790222003439A,ACRFT,2
19790222003439A,65 DAYS PRIOR TO ACCIDENT,1
19790222003439A,DATE OF ACCIDENT,1
19790204002289A,FLEXIBLE HOSE,3
19790204002289A,AIR FILTER,1
19790204002289A,CARBURATOR,1
19790319004969A,CONTAMINATED FUEL,1
19790405013359I,OBSTRUCTION,3
19790405013359I,VERTICAL STABILIZER,2
19790405013359I,ZE,1
19790316004809A,STRUCK GROUND,1
19790316004809A;19800712077549I,SHORT OF RUNWAY,2
19790421024889I,MUSHED,3
19790210002629A,FCD LDG,1
19790210002629A,HARD LDG,1
19790210002629A,APT,1
19790210002629A;19790928027659A,FUEL STAINS,3
19790210002629A,WING DRAINS,1
19790210002629A,LESS THAN 2 GALS FUEL,1
19790318010729A,EMPTY TANK,1
19790318010729A,ILS APPROACH,1
19790318010729A,WOULD NOT START,1
19790318010729A,SHORT OF RWY,1
19790309032649A;19790609024769A;19800321006629A,FAILURE,5
19790309032649A,LATCHING,1
19790421024749I,DEBRIS,1
19790224007709I,INOP HEATER,1
19790224007709I,WINDSHIELD FOGGED UP,1
19790224007709I,APPROACH,1
19790224007709I;19800321006629A,DEPARTURE END OF RUNWAY,2
19790210002639A;19790919027319A;19800819039089A,AIRCRAFT CRASHED,6
19790210002639A,FIRST TEST FLIGHT,1
19790210002639A,REBUILDING,1
19790210002639A,AILERON CONTROLS,1
19790210002639A,REVERSED,1
19790224007469I,LEVEL FLIGHT,1
19790224007469I,LEFT TANK,1
19790224007469I,GAS SEDIMENT BOWL,1
19790224007469I,WOULD NOT DRAIN,1
19790216014249A;19800105013639I,PILOT TOOK OFF,2
19790209002599A,TRUCK,1
19790421024669I,BROKEN EXTENSION CABLE,1
19790421024669I,EMERGENCY EXTENSION CRANK,1
19790603029089I,THROTTLE CABLE HOUSING,3
19790603029089I,ENGINE WENT TO IDLE,1
19790603029089I,CLAMP,2
19790603029089I,NONE,1
19790605014519I,FUEL SYPHONING,1
19790605014519I,TANK CAP,2
19790605014519I,CAPTAIN,1
19790615016499I,FUNNY NOISE,1
19790615016499I,TOWBAR,1
19790615016499I,COULD NOT BE EXTENDED,1
19790508100289I,NOT SIGNED OFF,1
19790508100289I,UPPER ENGINE COWLING,2
19790508100289I,LOST IN FLIGHT,1
19790508100289I,HAD NOT BEEN FASTENED,1
19790510009019A,UNABLE TO MAINTAIN FLIGHT,1
19790510009019A,MODERATE,1
19790529041069A,OIL BLOCKED AIR INTAKE,2
19790529041069A,ENGINE OIL FILLER CAP,1
19790529041069A,ALTERNATE AIR DEFECT,1
19790424024939I,NOISE DURING GEAR RETRACTION,1
19790424024939I,NOSE GEAR COULD NOT BE EXTENDED,1
19790424024939I,DOOR PINS NOT ATTACHED,1
19790603012119A,25-FT AGL LIFTOFF,1
19790603012119A,HIT GROUND,1
19790603012119A,PLT TRIED TO BANK ACFT,1
19790603012119A,FUEL VALVE,1
19790603012119A,ON,1
19790515018139A,FLIGHT CONTROLS IN LOCKED MODE,1
19790515018139A,INADEQUATE PRE-FLIGHT CHECK,1
19790513010459A,3 FEET,1
19790513010459A,1 FOOT,1
19790513010459A,NOSED OVER,1
19790609016529A,ROPE BROKE,1
19790609016529A,AERO TOW TAKE OFF,2
19790609016529A,DURING,1
19790609016529A,140 FEET ABOVE GROUND,1
19790427100619I,HYDRAULIC PUMP,2
19790427100619I,EMERGENCY PROCEDURES,1
19790524200519I,FUMES,1
19790524200519I,AFT FUEL CAP,1
19790524200519I,IMPROPER INSTALLATION,1
19790623014019A,RUDDER TRIM,1
19790623014019A,FULL NOSE LEFT TRIM,1
19790605014429I,TAKEOFF ATTEMPT,1
19790605014429I,LANDED IN STREET,3
19790605014429I,DAMAGED SPEED LIMIT SIGN,2
19790605014429I,STREET,1
19790605014429I,TAXI BACK TO FIELD,1
19790429005459A,2 WKS,1
19790429005459A,SEVERE RAIN,1
19790610014749I,TANKS NEARLY EMPTY,1
19790609011809A,LOST ELECT. POWER,1
19790609011809A,LANDING GEAR NOT LOCKED DOWN,1
19790609011809A,GENERATORS NOT TURNED ON,1
19790622017199I,RUNWAY AT HOME,1
19790602009889A;19790625015009A,ACCIDENT,3
19790625015009A,WATER DRAINED,2
19790625015009A,FLT. TWO & ONE HALF QUARTS,1
19790503025389I,ELECTRICAL PROBLEM,1
19790503025389I,PILOT LANDED,2
19790503025389I,ALTERNATOR BELT TIGHTENED,2
19790503025389I,TOOK OFF AGAIN,2
19790503025389I,BELT FAILED,1
19790429025299I,LINKAGE,2
19790429025299I,FLAT STRUT,1
