c5_sources,entity1,entity2,weight,relations,rows
20010411006739I,RPM CONTROL,AFTER TAKEOFF,1,FOLLOWED BY,87
19870816062719I,COPPER TUBE,LOCAL OPERATOR,1,USED BY,88
19870816062719I,COPPER TUBE,AERIAL BANNERS,1,PART OF,88
19870816062719I,COPPER TUBE,FELL THROUGH THE ROOF,1,HAS CAUSE,88
19870816062719I,ROOF,HOUSE,1,LOCATION,88
19980620030289I,MR. KADERA,FORCED TO LAND,1,HAS CAUSE,89
19980620030289I,MR. KADERA,3 MILES,1,EVENT DISTANCE,89
19980620030289I,MR. KADERA,SUNMER, IOWA,1,LOCATION,89
19990923027739A,CIERNIA GLASAIR III,HOMEBUILT,1,INSTANCE OF,90
19990923027739A,N153JC,CIERNIA GLASAIR III,1,INSTANCE OF,90
19990923027739A,SEPTEMBER 23, 1999,1900 HOURS PACIFIC DAYLIGHT TIME,1,TIME PERIOD,90
19980415037339I,NOSE BAGGAGE CARGO,WOODEN WHEEL CHOCK,1,PART OF,91
19980415037339I,NOSE BAGGAGE CARGO,JAMMED THE NOSE LANDING GEAR,1,HAS EFFECT,91
19980415037339I,JAMMED THE NOSE LANDING GEAR,FLIGHT,1,HAS CAUSE,91
19950826026019A,EXPLOSION,LOGS,1,HAS CAUSE,92
19950826026019A,EXPLOSION,PITCHED UP,1,FOLLOWED BY,92
19950826026019A,EXPLOSION,ROLLED,1,FOLLOWED BY,92
19950826026019A,COMPRESSOR STALL,NR1 ENGINE,1,HAS CAUSE,92
19950826026019A,COMPRESSOR STALL,FAILED RELEASE LOGS,1,HAS EFFECT,92
19950826026019A,COMPRESSOR STALL,SE PROCEDURES,1,USED BY,92
20000215041409A,SKYWAY AIRLINE FLIGHT,FEBRUARY 19, 2000,1,TIME PERIOD,93
20000215041409A,SKYWAY AIRLINE FLIGHT,1825 EASTERN STANDARD TIME,1,TIME PERIOD,93
20000215041409A,BEECH 1900D,N81SK,1,INSTANCE OF,93
19860514036219I,TAILWHEEL,GROUND LOOPED,1,PART OF,94
19860514036219I,TAILWHEEL,FAR RIGHT,1,LOCATION,94
19750315005389A,TAILWHEEL,PRIOR TO TKOF,1,TIME PERIOD,100
19880527016939A,TRIP,FUEL,1,TIME PERIOD,95
19970828026989A,LOUD POP,TAKEOFF ROLL,1,HAS CAUSE,97
19970828026989A,LOUD POP,LOST RUDDER CONTROL,1,HAS CAUSE,97
19970828026989A,LOUD POP,EXITED RWY INTO CORNFIELD,1,HAS CAUSE,97
19970828026989A,LOUD POP,HAD FAILED TO LOCK THE TAILWHEEL,1,HAS CAUSE,97
19870523018729A,CANOPY,UNCONTROLLED GROUND COLLISION,1,HAS EFFECT,98
19870523018729A,CANOPY,CLIMBOUT,1,EVENT DISTANCE,98
19751029037799A,ILS APCH,2ND ILS APCH,1,FOLLOWED BY,102
19751029037799A,LOM,WRONG FREQ,1,FOLLOWED BY,102
19751209037899A,BRAKE PEDAL,SOFT,1,HAS EFFECT,103
19750818025579A,TFC R MAIN,BROKE THROUGH ROOF,1,HAS CAUSE,104
19750818025579A,TFC R MAIN,WASHED OUT UNDERGROUND TUNNEL,1,PART OF,104
19750818025579A,WASHED OUT UNDERGROUND TUNNEL,TUNNEL,1,LOCATION,104
19750905025029A,NOSE WHEEL,ACFT,1,PART OF,105
19780319009079I,NOSE WHEEL,LIFTOFF,1,EVENT DISTANCE,166
19780319009079I,NOSE WHEEL,DROPPED OUT,1,HAS EFFECT,166
19750905025029A,6 IN RUT,ACFT,1,HAS EFFECT,105
19750905025029A,6 IN RUT,TAXIWAY,1,LOCATION,105
19750923031109A,DEP,FLIGHT,1,PART OF,106
19750923031109A,DEP,KNOWN ELEC PROB,1,HAS CAUSE,106
19750923031109A,DEP,DIDNT USE EMERG GR DOWN SYS,1,FOLLOWED BY,106
19760531024959A,TURBOCHARGER,WASTE GATE DID NOT ACTUATE,1,HAS CAUSE,108
19760507010379A,LEFT ENG OIL SUPPLY,EXHAUSTED,1,HAS EFFECT,109
19760507010379A,GEAR-UP,AFTER LANDING,1,FOLLOWED BY,109
19760507010379A,DENSITY ALTITUDE,7200 FT,1,LOCATION,109
19761022033409A,PLT,WNDSHD,1,FOLLOWED BY,110
19761022033409A,PLT,WINDOWS FOGGED UP,1,FOLLOWED BY,110
19761022033409A,PLT,VFR DEPARTURE,1,INFLUENCED BY,110
19770610021339A,PLT,N42807,1,USED BY,124
19770610021339A,PLT,N7930C,1,USED BY,124
19770622018359A,PLT,ELECTRICAL PWR FAILURE,1,INFLUENCED BY,125
19760730023679A,ELECT SYST,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED,1,HAS CAUSE,112
19760730023679A,ELECT SYST,NOT TIME TO EXT,1,TIME PERIOD,112
19760715023479A,GRASS FIRE,SKID,1,HAS CAUSE,113
19760715023479A,SKID,REFUELING LINE,1,INSTANCE OF,113
19761119035559A,BANNER PICK UP,L LNDG GR,1,HAS EFFECT,114
19761119035559A,LOOP ON TOW ROPE,PLT UN MAINTAIN FLT,1,FOLLOWED BY,114
19770506041719A,R ENG,L MAG EXCESSIVE DROP,1,HAS CAUSE,116
19770506041719A,R ENG,PRESSURE SWITCH MALFUNCTION,1,HAS CAUSE,116
19770506041719A,R ENG,ATTEMPTS FEATHER R PROP,1,FOLLOWED BY,116
19770120001659A,RUDDER GUST LOCK,RUDDER GUST LOCK ENGAGED,1,INSTANCE OF,117
19770120001659A,WINGS,ICE,1,HAS EFFECT,117
19770120001659A,OVERWEIGHT,OVERWEIGHT,1,HAS EFFECT,117
19770702018479A,RUDDER & AIL CTL CABLES,RUDDER,1,PART OF,118
19770702018479A,RUDDER & AIL CTL CABLES,AIL CTL,1,PART OF,118
19770702018479A,RUDDER & AIL CTL CABLES,BATTERY BOX SUPPORT STRUCTURE,1,LOCATION,118
19771213042839A,RUDDER,R AIL CTL,1,PART OF,142
19770814024089A,L MAG,#5,1,INSTANCE OF,119
19770814024089A,L MAG,CYL COMPRESSION,1,HAS CAUSE,119
19770530012939A,PROP,AIRFRAME,1,INSTANCE OF,120
19770530012939A,PROP,WRONG INSTALLED,1,HAS CAUSE,120
19770528021299A,FLUID,R BRAKE,1,LOCATION,121
19770528021299A,FLUID,PRIOR TO DEPARTURE,1,TIME PERIOD,121
19770610021339A,N42807,ACFT,1,INSTANCE OF,124
19770610021339A,N7930C,ACFT,1,INSTANCE OF,124
19770610021339A,TOTAL HYD FAILURE,N42807,1,HAS CAUSE,124
19770610021339A,TOTAL HYD FAILURE,N7930C,1,HAS CAUSE,124
19770610021339A,CONTINUED TAXIING,N42807,1,FOLLOWED BY,124
19770610021339A,CONTINUED TAXIING,N7930C,1,FOLLOWED BY,124
19770617020389A,INSUFFICIENT ALTITUDE,SUCCESSFUL AUTOROTATION,1,HAS EFFECT,126
19770530015519A,CHOKER CABLE,CARGO HOOK,1,PART OF,127
19770530015519A,CHOKER CABLE,FLT,1,HAS EFFECT,127
19770530015519A,CARGO HOOK,SLIPSTREAM,1,USED BY,127
19770530015519A,STRUCK T/R,STRUCK,1,HAS CAUSE,127
19770703018529A,OIL TEMP BULB,RETAINING NUT FINGER TIGHT,1,HAS EFFECT,128
19770703018529A,FIRST FLT AFTR ANNUAL,ANNUAL,1,TIME PERIOD,128
19780210006769I,ANNUAL,ANNUAL,1,INSTANCE OF,150
19770706020519A,AN175-16,PULLED THROUGH TORQUE LINK CENTER SCISSORS,1,INSTANCE OF,129
19770706020519A,WASHER,BOLT,1,PART OF,129
19780319009079I,BOLT,NOSE GEAR SCISSORS,1,PART OF,166
19780319009079I,BOLT,AFTER TAKEOFF,1,EVENT DISTANCE,166
19770912040629A,APRX 1745LBS,OVR MAX GWT,1,HAS CAUSE,130
19770912040629A,ENG,FEATHERED,1,HAS CAUSE,130
19770912040629A,AUTOFEATHER,NOT CONNECTED,1,HAS CAUSE,130
19780403009359I,WATER IN FUEL,FOUND,1,HAS EFFECT,172
19780416008469I,WATER IN FUEL,ENGINE QUIT,1,HAS CAUSE,176
19780108002219I,FOUND FROZEN WATER,FUEL SYSTEM,1,LOCATION,134
19780129004679I,LANDING MADE ON FROZEN LAKE,FROZEN LAKE,1,LOCATION,136
19780129004679I,LANDING MADE ON FROZEN LAKE,MAIN FUEL STRAINER,1,HAS EFFECT,136
19780205005989I,CARBURETOR FLOAT BOWL,CONTAMINATED WITH WATER,1,HAS EFFECT,138
19780130004789I,GEAR HANDLE,GEAR RETRACTED,1,HAS EFFECT,140
19780526040429I,GEAR HANDLE,DOWN POSITION,1,LOCATION,192
19780526040429I,GEAR HANDLE,HYDRAULIC SYSTEM,1,MAINTAINED BY,192
19780130004789I,GEAR RETRACTED,TAKEOFF ROLL,1,FOLLOWED BY,140
19780102000459I,TAXIED OFF RUNWAY,RUNWAY,1,PART OF,141
19780102000459I,TAXIED OFF RUNWAY,NIGHT,1,TIME PERIOD,141
19780102000459I,LANDING LIGHT,INOPERATIVE,1,HAS CAUSE,141
19771104034549A,RT BRAKE,PUCK 70,1,INSTANCE OF,143
19771104034549A,RT BRAKE,WORN,1,HAS CAUSE,143
19771104034549A,RT BRAKE,FADING,1,HAS CAUSE,143
19771104034549A,RT BRAKE,LAST WK,1,TIME PERIOD,143
19770927027719A,THROTTLE FRICTION,LOOSE,1,HAS EFFECT,144
19780115003139I,AIRCRAFT OWNER,NEW AIRCRAFT OWNER,1,OWNED BY,145
19780115003139I,QUICK DRAIN,PREFLIGHT,1,TIME PERIOD,145
19771016042599A,WIND,GUSTING TO 25,1,HAS CAUSE,147
19780208007759I,GEAR COLLAPSED,HYDRAULIC RESERVOIR OUT OF FLUID,1,HAS CAUSE,149
19780330011569I,GEAR COLLAPSED,BOTH GENERATOR ARMATURES EXTREMELY GALLED,1,HAS CAUSE,169
19780210006769I,NO PILOT CERTIFICATE,NO PILOT CERTIFICATE,1,INSTANCE OF,150
19780221000179I,LOW OIL PRESSURE,EMERGENCY LANDING,1,HAS EFFECT,159
19780225001789I,SYSTEM,GASCOLATOR,1,PART OF,156
19780225001789I,SYSTEM,CARBURETOR,1,PART OF,156
19780225001789I,SYSTEM,CONTAINED WATER,1,HAS EFFECT,156
19780316008589I,SYSTEM,BRAKE FAILURE,1,HAS CAUSE,165
19780316008589I,SYSTEM,PURGED OF AIR,1,HAS EFFECT,165
19780225001819I,FUEL GAUGE,PILOT,1,HAS EFFECT,157
19780307014069I,BARRICADE,TAXI,1,LOCATION,158
19780307014069I,BARRICADE,UNLIGHTED,1,HAS CAUSE,158
19780307014069I,TAXING,AFTER LANDING,1,FOLLOWED BY,158
19780303015509I,ELECTRICAL EMERGENCY,JUMP START,1,FOLLOWED BY,161
19780311016379I,LOST DIRECTIONAL CONTROL,TOUCHDOWN,1,FOLLOWED BY,162
19780311016379I,BRAKE RESERVOIR,BRAKES,1,PART OF,162
19780327010619I,FUEL CAPS,LOST FUEL IN FLIGHT,1,HAS EFFECT,163
19780327010619I,FUEL CAPS,FUEL LEAK,1,HAS CAUSE,163
19780309015599I,FUEL LEAK,RIGHT TANK WAS NOT FUELED,1,HAS CAUSE,177
19780330011569I,LOST ELECTRICAL POWER,EXTENDED GEAR MANUALLY,1,HAS EFFECT,169
19780330011569I,EXTENDED GEAR MANUALLY,GEAR COLLAPSED,1,HAS EFFECT,169
19780402009009I,FAILED TO USE EMERGENCY GEAR EXTENSION,ELECTRICAL FAILURE,1,HAS CAUSE,170
19780403009359I,SHORT FINAL,LANDED SHORT OF RUNWAY,1,FOLLOWED BY,172
19780403009389I,FOUND FUEL GASOLATOR,CONTAMINATED,1,HAS EFFECT,173
19780210005719I,CARB,COULD NOT TURN IT OFF,1,HAS CAUSE,175
19780416008469I,DAMAGE TO GEAR,PLANE HIT TAXIWAY LIP,1,HAS CAUSE,176
19780416008469I,DAMAGE TO GEAR,AFTER LANDING,1,EVENT DISTANCE,176
19780309015599I,RIGHT TANK,FUEL LEAK,1,HAS EFFECT,177
19780520014159A,GUSTING TO 30K,?,1,EVENT DISTANCE,182
19780427013959I,FAILURE,FAILURE OF 2 TIRES,1,HAS CAUSE,183
19780427013959I,FAILURE,AIRCRAFT WAS CLEARED FOR TAKEOFF,1,TIME PERIOD,183
19780429014759I,SUMPS,WATER IN FUEL,1,HAS EFFECT,184
19780501031459I,UNSCHEDULED LANDING,OIL COMING FROM ENGINES,1,HAS CAUSE,185
19780501031459I,UNSCHEDULED LANDING,BOTH OIL CAPS NOT LOCKED PROPERLY,1,HAS CAUSE,185
19780503031639I,FAULTY GEAR ACTUATOR,UNABLE TO EXTEND GEAR,1,HAS EFFECT,186
19780514033439I,ENGINE FIRE,BIRDS NEST,1,HAS CAUSE,188
19780519033989I,JETWAY,AIRCRAFT,1,PART OF,190
19780519033989I,JETWAY,PARKING AREA,1,LOCATION,190
19780526040429I,HYDRAULIC SYSTEM,GEAR RETRACTED,1,HAS EFFECT,192
19780528040689I,HOME-BUILT,PILOT,1,PART OF,193
19780515023299A,LOGGING OPNS,L SKID,1,MAINTAINED BY,195
19780603041599I,FLOAT PLANE,PLANE,1,INSTANCE OF,196
19780603041599I,FLOAT PLANE,FLOATS,1,PART OF,196
19780603041599I,FLOATS,SANK,1,HAS EFFECT,196
19780603041599I,FLOATS,WATER IN FLOATS,1,HAS CAUSE,196
19780603041599I,BALL COVERS,GONE,1,HAS EFFECT,196
19780603041629I,FLOAT STRUT,AIRPLANE STRUCTURE,1,PART OF,197
19780603041629I,FLOAT STRUT,COLLAPSED,1,HAS EFFECT,197
